make,model,series,body,year_from,year_to,engine_code,engine_litres,engine_kw,trim_code,drivetrain,front_pads,rear_pads,park_brake_shoes,notes
Mazda,BT-50,TF,Ute,2020,,,3,140,,AWD,DB2533,,,Std. Front Disc / Rear Drum Brake
Mazda,BT-50,"CD, UN",Platform/Chassis,2006,2011,CDVi,3,115,,AWD,DB1681,,,Std. Front Disc / Rear Drum Brake
Mazda,BT-50,"CD, UN",Ute,2006,2011,CDVi,3,115,,AWD,DB1681,,,Std. Front Disc / Rear Drum Brake
Mazda,BT-50,TF,Platform/Chassis,2020,,,3,140,,RWD,DB2533,,,Std. Front Disc / Rear Drum Brake
Mazda,BT-50,TF,Ute,2020,,,3,140,,RWD,DB2533,,,Std. Front Disc / Rear Drum Brake
Mazda,CX-30,"DM, DT, ED",SUV,2019,,SKYACTIV-G,2,114,,FWD,DB2330,DB2539,,Std. 4-Wheel Disc
Mazda,BT-50,"B22, B32, UP, UR",Platform/Chassis,2011,2020,,3.2,147,,RWD,DB2074,,,Std. Front Disc / Rear Drum Brake
Mazda,BT-50,"B22, B32, UP, UR",Ute,2011,2020,,3.2,147,,RWD,DB2074,,,Std. Front Disc / Rear Drum Brake
Mazda,CX-30,"DM, DT, ED",SUV,2019,,SKYACTIV-G,2.5,139,,FWD,DB2330,DB2539,,Std. 4-Wheel Disc
Mazda,CX-30,"DM, DT, ED",SUV,2019,,SKYACTIV-G,2.5,139,,AWD,DB2330,DB2539,,Std. 4-Wheel Disc
Mazda,BT-50,"B22, B32, UP, UR",Platform/Chassis,2011,2020,,3.2,147,,AWD,DB2074,,,Std. Front Disc / Rear Drum Brake
Mazda,BT-50,"B22, B32, UP, UR",Ute,2011,2020,,3.2,147,,AWD,DB2074,,,Std. Front Disc / Rear Drum Brake
Mazda,CX-3,DK,SUV,2015,2018,SKYACTIV-D,1.5,77,,AWD,DB2330,DB2227,,Std. 4-Wheel Disc
Mazda,CX-3,DK,SUV,2018,2019,SKYACTIV-D,1.8,85,,AWD,DB2330,DB2495,,Std. 4-Wheel Disc
Mazda,CX-30,"DM, DT, ED",SUV,2019,,SKYACTIV-X Hybrid,2,132,,AWD,DB2330,DB2539,,Std. 4-Wheel Disc
Mazda,CX-3,DK,SUV,2015,2018,SKYACTIV-D,1.5,77,,FWD,DB2330,DB2227,,Std. 4-Wheel Disc
Mazda,CX-3,DK,SUV,2018,2019,SKYACTIV-D,1.8,85,,FWD,DB2330,DB2495,,Std. 4-Wheel Disc
Mazda,CX-5,"KE, KF",SUV,2012,2017,,2,113,,AWD,DB2226,DB2227,,Std. 4-Wheel Disc
Mazda,CX-5,"KF, KE",SUV,2016,,,2,114,,FWD,DB1916,DB2227,,Std. 4-Wheel Disc
Mazda,CX-3,DK,SUV,2015,2018,SKYACTIV-G,2,109,,AWD,DB2330,DB2227,,Std. 4-Wheel Disc
Mazda,CX-3,DK,SUV,2015,,SKYACTIV-G,2,110,,AWD,DB2330,DB2227,,Std. 4-Wheel Disc
Mazda,CX-3,DK,SUV,2015,2018,SKYACTIV-G,2,109,,FWD,DB2330,DB2227,,Std. 4-Wheel Disc
Mazda,CX-3,DK,SUV,2018,,SKYACTIV-G,2,110,,FWD,DB2330,DB2227,,Std. 4-Wheel Disc
Mazda,CX-5,"KE, KF",SUV,2012,2017,,2,114,,FWD,DB2226,DB2227,,Std. 4-Wheel Disc
Mazda,CX-5,"KF, KE",SUV,2017,2018,D,2.2,129,,AWD,DB1916,DB2414,,Std. 4-Wheel Disc
Mazda,CX-5,"KE, KF",SUV,2013,2017,,2.5,138,,AWD,DB2226,DB2227,,Std. 4-Wheel Disc
Mazda,CX-5,"KE, KF",SUV,2012,2017,D,2.2,129,,AWD,DB1916,DB2227,,Std. 4-Wheel Disc
Mazda,CX-5,"KF, KE",SUV,2018,,D,2.2,140,,AWD,DB1916,DB2414,,Std. 4-Wheel Disc
Mazda,CX-5,"KF, KE",SUV,2016,,,2.5,140,,AWD,DB1916,DB2414,,Std. 4-Wheel Disc
Mazda,CX-5,"KF, KE",SUV,2018,,,2.5,170,,AWD,DB1916,DB2414,,Std. 4-Wheel Disc
