brand,make,model,series,engine,trim,body,year_from,year_to,category,position,part_number,notes
Bendix,HSV,Maloo,VF,LSA 6.2,,Ute,2013,2017,Brake Pad Set,Front,DB1937,AP Red Caliper
Bendix,HSV,Maloo,VF,LSA 6.2,,Ute,2013,2017,Brake Pad Set,Front,DB2317,AP Six Pot Yellow Caliper
Bendix,HSV,Manta,VS,LB9 5.0,,Sedan,1995,1997,Brake Pad Set,Front,DB1085,Standard Option; With Front 328mm Single Piston only; Standard Option; With Rear 279mm Single Piston only
Bendix,HSV,Manta,VS,LB9 5.0,,Sedan,1995,1997,Brake Pad Set,Rear,DB1086,Standard Option; With Front 328mm Single Piston only; Standard Option; With Rear 279mm Single Piston only
Bendix,HSV,Manta,VS,LB9 5.0,,Sedan,1995,1997,Brake Pad Set,Front,DB1353,Upgrade Option; With Front 328mm Twin Piston only; Upgrade Option; With Rear 280mm Twin Piston only
Bendix,HSV,Manta,VS,LB9 5.0,,Sedan,1995,1997,Brake Pad Set,Rear,DB1354,Upgrade Option; With Front 328mm Twin Piston only; Upgrade Option; With Rear 280mm Twin Piston only
Bendix,HSV,Manta,VT,LB9 5.0,,Sedan,1997,1999,Brake Pad Set,Front,DB1353,Standard Option; With Front 330mm Twin Piston only; Standard Option; With Rear 315mm Twin Piston only
Bendix,HSV,Manta,VT,LB9 5.0,,Sedan,1997,1999,Brake Pad Set,Rear,DB1354,Standard Option; With Front 330mm Twin Piston only; Standard Option; With Rear 315mm Twin Piston only
Bendix,HSV,Manta,VT,LB9 5.0,,Sedan,1997,1999,Brake Pad Set,Front,DB1355,Upgrade Option; With Front 343mm 4-pot Harrop Caliper; Upgrade Option; With Rear 315mm 4-pot Harrop Caliper
Bendix,HSV,Manta,VT,LB9 5.0,,Sedan,1997,1999,Brake Pad Set,Rear,DB1356,Upgrade Option; With Front 343mm 4-pot Harrop Caliper; Upgrade Option; With Rear 315mm 4-pot Harrop Caliper
Bendix,HSV,Senator,VP,LB9 5.0,,Sedan,1992,1993,Brake Pad Set,Front,DB1085,Standard Option; With Front 327mm Single Piston only; Standard Option; With Rear 278mm Single Piston only
Bendix,HSV,Senator,VP,LB9 5.0,,Sedan,1992,1993,Brake Pad Set,Rear,DB1086,Standard Option; With Front 327mm Single Piston only; Standard Option; With Rear 278mm Single Piston only
Bendix,HSV,Senator,VP,LB9 5.0,,Sedan,1992,1993,Brake Pad Set,Front,DB1353,Upgrade Option; With Front 327mm Twin Piston only; Upgrade Option; With Rear 280mm Twin Piston only
Bendix,HSV,Senator,VP,LB9 5.0,,Sedan,1992,1993,Brake Pad Set,Rear,DB1354,Upgrade Option; With Front 327mm Twin Piston only; Upgrade Option; With Rear 280mm Twin Piston only
Bendix,HSV,Senator,VS,LB9 5.0,,Sedan,1995,1997,Brake Pad Set,Front,DB1085,Standard Option; With Front 328mm Single Piston only; Standard Option; With Rear 279mm Single Piston only
Bendix,HSV,Senator,VS,LB9 5.0,,Sedan,1995,1997,Brake Pad Set,Rear,DB1086,Standard Option; With Front 328mm Single Piston only; Standard Option; With Rear 279mm Single Piston only
Bendix,HSV,Senator,VS,LB9 5.0,,Sedan,1995,1997,Brake Pad Set,Front,DB1353,Upgrade Option; With Front 328mm Twin Piston only; Upgrade Option; With Rear 280mm Twin Piston only
Bendix,HSV,Senator,VS,LB9 5.0,,Sedan,1995,1997,Brake Pad Set,Rear,DB1354,Upgrade Option; With Front 328mm Twin Piston only; Upgrade Option; With Rear 280mm Twin Piston only
Bendix,HSV,Senator,VT,LB9 5.0,,Sedan,1997,1999,Brake Pad Set,Front,DB1353,Standard Option; With Front 330mm Twin Piston only; Standard Option; With Rear 315mm Twin Piston only
Bendix,HSV,Senator,VT,LB9 5.0,,Sedan,1997,1999,Brake Pad Set,Rear,DB1354,Standard Option; With Front 330mm Twin Piston only; Standard Option; With Rear 315mm Twin Piston only
Bendix,HSV,Senator,VT,LB9 5.0,,Sedan,1997,1999,Brake Pad Set,Front,DB1355,Upgrade Option; With Front 343mm 4-pot Harrop Caliper; Upgrade Option; With Rear 315mm 4-pot Harrop Caliper
Bendix,HSV,Senator,VT,LB9 5.0,,Sedan,1997,1999,Brake Pad Set,Rear,DB1356,Upgrade Option; With Front 343mm 4-pot Harrop Caliper; Upgrade Option; With Rear 315mm 4-pot Harrop Caliper
Bendix,HSV,Senator,VT,LB9 5.0,,Sedan,1997,1999,Brake Pad Set,Front,DB1868,Suits 2 POT PBR Caliper C5; Standard Option; With Rear 315mm Twin Piston only
Bendix,HSV,Senator,VT,LB9 5.0,,Sedan,1997,1999,Brake Pad Set,Rear,DB1354,Suits 2 POT PBR Caliper C5; Standard Option; With Rear 315mm Twin Piston only
Bendix,HSV,Senator,VR,LT1 5.7,,Sedan,1993,1995,Brake Pad Set,Front,DB1085,Standard Option; With Front 328mm Single Piston only; Standard Option; With Rear 279mm Single Piston only
Bendix,HSV,Senator,VR,LT1 5.7,,Sedan,1993,1995,Brake Pad Set,Rear,DB1086,Standard Option; With Front 328mm Single Piston only; Standard Option; With Rear 279mm Single Piston only
Bendix,HSV,Senator,VR,LT1 5.7,,Sedan,1993,1995,Brake Pad Set,Front,DB1353,Upgrade Option; With Front 328mm Twin Piston only; Upgrade Option; With Rear 280mm Twin Piston only
Bendix,HSV,Senator,VR,LT1 5.7,,Sedan,1993,1995,Brake Pad Set,Rear,DB1354,Upgrade Option; With Front 328mm Twin Piston only; Upgrade Option; With Rear 280mm Twin Piston only
Bendix,HSV,Senator,VS,LT1 5.7,,Sedan,1995,1997,Brake Pad Set,Front,DB1085,Standard Option; With Front 328mm Single Piston only; Standard Option; With Rear 279mm Single Piston only
Bendix,HSV,Senator,VS,LT1 5.7,,Sedan,1995,1997,Brake Pad Set,Rear,DB1086,Standard Option; With Front 328mm Single Piston only; Standard Option; With Rear 279mm Single Piston only
Bendix,HSV,Senator,VS,LT1 5.7,,Sedan,1995,1997,Brake Pad Set,Front,DB1353,Upgrade Option; With Front 328mm Twin Piston only; Upgrade Option; With Rear 280mm Twin Piston only
Bendix,HSV,Senator,VS,LT1 5.7,,Sedan,1995,1997,Brake Pad Set,Rear,DB1354,Upgrade Option; With Front 328mm Twin Piston only; Upgrade Option; With Rear 280mm Twin Piston only
Bendix,HSV,Senator,VT,LS1 5.7,,Sedan,1997,1999,Brake Pad Set,Front,DB1353,Standard Option; With Front 330mm Twin Piston only; Standard Option; With Rear 315mm Twin Piston only
Bendix,HSV,Senator,VT,LS1 5.7,,Sedan,1997,1999,Brake Pad Set,Rear,DB1354,Standard Option; With Front 330mm Twin Piston only; Standard Option; With Rear 315mm Twin Piston only
Bendix,HSV,Senator,VT,LS1 5.7,,Sedan,1997,1999,Brake Pad Set,Front,DB1355,Upgrade Option; With Front 343mm 4-pot Harrop Caliper; Upgrade Option; With Rear 315mm 4-pot Harrop Caliper
Bendix,HSV,Senator,VT,LS1 5.7,,Sedan,1997,1999,Brake Pad Set,Rear,DB1356,Upgrade Option; With Front 343mm 4-pot Harrop Caliper; Upgrade Option; With Rear 315mm 4-pot Harrop Caliper
Bendix,HSV,Senator,VT,LS1 5.7,,Sedan,1997,1999,Brake Pad Set,Front,DB1868,Suits 2 POT PBR Caliper C5; Standard Option; With Rear 315mm Twin Piston only
Bendix,HSV,Senator,VT,LS1 5.7,,Sedan,1997,1999,Brake Pad Set,Rear,DB1354,Suits 2 POT PBR Caliper C5; Standard Option; With Rear 315mm Twin Piston only
Bendix,HSV,Senator,VT,LS1 5.7,,Sedan,1997,1999,Brake Pad Set,Front,DB1353,Standard Option; With Front 330mm Twin Piston only; Standard Option; With Rear 315mm Twin Piston only
Bendix,HSV,Senator,VT,LS1 5.7,,Sedan,1997,1999,Brake Pad Set,Rear,DB1354,Standard Option; With Front 330mm Twin Piston only; Standard Option; With Rear 315mm Twin Piston only
Bendix,HSV,Senator,VT,LS1 5.7,,Sedan,1997,1999,Brake Pad Set,Front,DB1355,Upgrade Option; With Front 343mm 4-pot Harrop Caliper; Upgrade Option; With Rear 315mm 4-pot Harrop Caliper
Bendix,HSV,Senator,VT,LS1 5.7,,Sedan,1997,1999,Brake Pad Set,Rear,DB1356,Upgrade Option; With Front 343mm 4-pot Harrop Caliper; Upgrade Option; With Rear 315mm 4-pot Harrop Caliper
Bendix,HSV,Senator,VT,LS1 5.7,,Sedan,1997,1999,Brake Pad Set,Front,DB1353,Standard Option; With Front 330mm Twin Piston only; Standard Option; With Rear 315mm Twin Piston only
Bendix,HSV,Senator,VT,LS1 5.7,,Sedan,1997,1999,Brake Pad Set,Rear,DB1354,Standard Option; With Front 330mm Twin Piston only; Standard Option; With Rear 315mm Twin Piston only
Bendix,HSV,Senator,VT,LS1 5.7,,Sedan,1997,1999,Brake Pad Set,Front,DB1355,Upgrade Option; With Front 343mm 4-pot Harrop Caliper; Upgrade Option; With Rear 315mm 4-pot Harrop Caliper
Bendix,HSV,Senator,VT,LS1 5.7,,Sedan,1997,1999,Brake Pad Set,Rear,DB1356,Upgrade Option; With Front 343mm 4-pot Harrop Caliper; Upgrade Option; With Rear 315mm 4-pot Harrop Caliper
Bendix,HSV,Senator,VT,LS1 5.7,,Sedan,1997,1999,Brake Pad Set,Front,DB1868,Suits 2 POT PBR Caliper C5; Standard Option; With Rear 315mm Twin Piston only
Bendix,HSV,Senator,VT,LS1 5.7,,Sedan,1997,1999,Brake Pad Set,Rear,DB1354,Suits 2 POT PBR Caliper C5; Standard Option; With Rear 315mm Twin Piston only
Bendix,HSV,Senator,VX,LS1 5.7,,Sedan,2000,2002,Brake Pad Set,Front,DB1355,Upgrade Option; With Front 343mm 4-pot Harrop Caliper
Bendix,HSV,Senator,VX,LS1 5.7,,Sedan,2000,2002,Brake Pad Set,Front,DB1868,Suits 2 POT PBR Caliper C5
Bendix,HSV,Senator,VY,LS1 5.7,,Sedan,2002,2003,Brake Pad Set,Front,DB1355,Upgrade Option; With Front 343mm 4-pot Harrop Caliper
Bendix,HSV,Senator,VY,LS1 5.7,,Sedan,2002,2003,Brake Pad Set,Front,DB1868,Suits 2 POT PBR Caliper C5
Bendix,HSV,Senator,VY,LS1 5.7,,Sedan,2003,2004,Brake Pad Set,Front,DB1355,Upgrade Option; With Front 343mm 4-pot Harrop Caliper
Bendix,HSV,Senator,VY,LS1 5.7,,Sedan,2003,2004,Brake Pad Set,Front,DB1868,Suits 2 POT PBR Caliper C5
Bendix,HSV,Senator,VZ,L76 6.0,,Sedan,2004,2006,Brake Pad Set,Front,DB1868,
Bendix,HSV,Senator,VZ,L76 6.0,,Sedan,2004,2006,Brake Pad Set,Rear,DB1354,
Bendix,HSV,Senator,VE,L76 6.0,,Sedan,2006,2008,Brake Pad Set,Front,DB1937,4 Pot AP Calipers (365mm Brake Rotor)
Bendix,HSV,Senator,VE,L76 6.0,,Sedan,2006,2008,Brake Pad Set,Rear,DB1938,4 Pot AP Calipers (365mm Brake Rotor)
Bendix,HSV,Senator,VE,L98 6.0,,Sedan,2006,2013,Brake Pad Set,Front,DB1937,4 Pot AP Calipers (365mm Brake Rotor)
Bendix,HSV,Senator,VE,L98 6.0,,Sedan,2006,2013,Brake Pad Set,Rear,DB1938,4 Pot AP Calipers (365mm Brake Rotor)
Bendix,HSV,Senator,VE,LS3 6.2,,Sedan,2008,2013,Brake Pad Set,Front,DB1937,4 Pot AP Calipers (365mm Brake Rotor)
Bendix,HSV,Senator,VE,LS3 6.2,,Sedan,2008,2013,Brake Pad Set,Rear,DB1938,4 Pot AP Calipers (365mm Brake Rotor)
Bendix,HSV,Senator,VE,LS3 6.2,,Sedan,2008,2013,Brake Pad Set,Front,DB2317,AP 6-Pot Yellow Caliper
Bendix,HSV,Senator,VE,LS3 6.2,,Sedan,2008,2013,Brake Pad Set,Rear,DB1938,AP 6-Pot Yellow Caliper
Bendix,HSV,Senator,VE,LS3 6.2,,Sedan,2012,2013,Brake Pad Set,Front,DB1937,4 Pot AP Calipers (365mm Brake Rotor)
Bendix,HSV,Senator,VE,LS3 6.2,,Sedan,2012,2013,Brake Pad Set,Rear,DB1938,4 Pot AP Calipers (365mm Brake Rotor)
Bendix,HSV,Senator,VF,LS3 6.2,,Sedan,2013,2015,Brake Pad Set,Front,DB1937,4 Pot AP Calipers (367mm Brake Rotor)
Bendix,HSV,Senator,VF,LSA 6.2,,Sedan,2016,2016,Brake Pad Set,Front,DB1937,4 Pot AP Calipers (367mm Brake Rotor)
Bendix,HSV,XU6,VT,L67 3.8,,Sedan,1998,2000,Brake Pad Set,Front,DB1355,Upgrade Option; With Front 343mm 4-pot Harrop Caliper; Upgrade Option; With Rear 315mm 4-pot Harrop Caliper
Bendix,HSV,XU6,VT,L67 3.8,,Sedan,1998,2000,Brake Pad Set,Rear,DB1356,Upgrade Option; With Front 343mm 4-pot Harrop Caliper; Upgrade Option; With Rear 315mm 4-pot Harrop Caliper
Bendix,HSV,XU8,VT,LB9 5.0,,Sedan,1999,1999,Brake Pad Set,Front,DB1353,Standard Option; With Front 330mm Twin Piston only; Standard Option; With Rear 315mm Twin Piston only
Bendix,HSV,XU8,VT,LB9 5.0,,Sedan,1999,1999,Brake Pad Set,Rear,DB1354,Standard Option; With Front 330mm Twin Piston only; Standard Option; With Rear 315mm Twin Piston only
Bendix,HSV,XU8,VT,LB9 5.0,,Sedan,1999,1999,Brake Pad Set,Front,DB1355,Upgrade Option; With Front 343mm 4-pot Harrop Caliper; Upgrade Option; With Rear 315mm 4-pot Harrop Caliper
Bendix,HSV,XU8,VT,LB9 5.0,,Sedan,1999,1999,Brake Pad Set,Rear,DB1356,Upgrade Option; With Front 343mm 4-pot Harrop Caliper; Upgrade Option; With Rear 315mm 4-pot Harrop Caliper
