part_number,name,voltage,capacity_ah,length_mm,width_mm,height_mm,terminal_layout,cca,rc,warranty_months,category,tier,make,model,year_from,year_to,series,engine_type,drive_type,body_type,chassis,engine_code,power_kw,is_auxiliary
DIN53LX MF,Ultra Hi Performance DIN (Car & Passenger Vehicle),12,60,242,175,175,C Polarity STD Terminal,600,105,40,Car & Passenger Vehicles,Ultra Hi Performance DIN,KIA,MENTOR / SHUMA,1997,2001,1.8 i 16V Petrol Front-Wheel Drive Hatchback,Petrol,Front-Wheel Drive,Hatchback,FB,"T8,TED",81,No
DIN53L MF,Hi Performance DIN (Car & Passenger Vehicle),12,54,242,175,175,C Polarity STD Terminal,500,90,30,Car & Passenger Vehicles,Hi Performance DIN,KIA,MENTOR / SHUMA,1997,2001,1.8 i 16V Petrol Front-Wheel Drive Hatchback,Petrol,Front-Wheel Drive,Hatchback,FB,"T8,TED",81,No
DIN53LX MF,Ultra Hi Performance DIN (Car & Passenger Vehicle),12,60,242,175,175,C Polarity STD Terminal,600,105,40,Car & Passenger Vehicles,Ultra Hi Performance DIN,KIA,MENTOR / SHUMA,1998,2000,1.8 (AFB243) Petrol Front-Wheel Drive Hatchback,Petrol,Front-Wheel Drive,Hatchback,FB,TE,82,No
DIN53L MF,Hi Performance DIN (Car & Passenger Vehicle),12,54,242,175,175,C Polarity STD Terminal,500,90,30,Car & Passenger Vehicles,Hi Performance DIN,KIA,MENTOR / SHUMA,1998,2000,1.8 (AFB243) Petrol Front-Wheel Drive Hatchback,Petrol,Front-Wheel Drive,Hatchback,FB,TE,82,No
LN1 MF,Hybrid Auxiliary (Car & Passenger Vehicle),12,52,206,174,190,C Polarity STD Terminal,438,91,24,Car & Passenger Vehicles,Hybrid Auxiliary,KIA,EV5,2024,2026,EV (OVc) Electric Motor Front-Wheel Drive SUV,Electric Motor,Front-Wheel Drive,SUV,,EM16,160,No
LN1 MF,Hybrid Auxiliary (Car & Passenger Vehicle),12,52,206,174,190,C Polarity STD Terminal,438,91,24,Car & Passenger Vehicles,Hybrid Auxiliary,KIA,EV5,2024,2026,EV AWD (OVc) Electric Motor All-wheel Drive SUV,Electric Motor,All-wheel Drive,SUV,,,230,No
DIN53LHX MF,Ultra Hi Performance DIN (Car & Passenger Vehicle),12,60,242,175,190,C Polarity STD Terminal,600,105,40,Car & Passenger Vehicles,Ultra Hi Performance DIN,KIA,CERATO KOUP,2014,2016,2.0 GDi Petrol Front-Wheel Drive Coupe,Petrol,Front-Wheel Drive,Coupe,YD,G4NC,129,No
DIN53LH MF,Hi Performance DIN (Car & Passenger Vehicle),12,55,242,175,190,C Polarity STD Terminal,500,90,30,Car & Passenger Vehicles,Hi Performance DIN,KIA,CERATO KOUP,2014,2016,2.0 GDi Petrol Front-Wheel Drive Coupe,Petrol,Front-Wheel Drive,Coupe,YD,G4NC,129,No
DIN53LHX MF,Ultra Hi Performance DIN (Car & Passenger Vehicle),12,60,242,175,190,C Polarity STD Terminal,600,105,40,Car & Passenger Vehicles,Ultra Hi Performance DIN,KIA,CERATO KOUP,2013,2016,1.6 T-GDI Petrol Front-Wheel Drive Coupe,Petrol,Front-Wheel Drive,Coupe,YD,G4FJ,150,No
DIN53LH MF,Hi Performance DIN (Car & Passenger Vehicle),12,55,242,175,190,C Polarity STD Terminal,500,90,30,Car & Passenger Vehicles,Hi Performance DIN,KIA,CERATO KOUP,2013,2016,1.6 T-GDI Petrol Front-Wheel Drive Coupe,Petrol,Front-Wheel Drive,Coupe,YD,G4FJ,150,No
75D23L MF,Ultra Hi Performance (Car & Passenger Vehicle),12,70,231,171,202,C Polarity STD Terminal,620,120,40,Car & Passenger Vehicles,Ultra Hi Performance,KIA,CERATO KOUP,2009,2013,2.0 CVVT Petrol Front-Wheel Drive Coupe,Petrol,Front-Wheel Drive,Coupe,TD,G4KD,115,No
55D23L MF,Hi Performance (Car & Passenger Vehicle),12,60,232,173,202,C Polarity STD Terminal,540,105,30,Car & Passenger Vehicles,Hi Performance,KIA,CERATO KOUP,2009,2013,2.0 CVVT Petrol Front-Wheel Drive Coupe,Petrol,Front-Wheel Drive,Coupe,TD,G4KD,115,No
DIN53LHX MF,Ultra Hi Performance DIN (Car & Passenger Vehicle),12,60,242,175,190,C Polarity STD Terminal,600,105,40,Car & Passenger Vehicles,Ultra Hi Performance DIN,KIA,NIRO,2022,2026,EV Electric Motor Front-Wheel Drive SUV,Electric Motor,Front-Wheel Drive,SUV,SG2,,150,No
LN1 MF,Hybrid Auxiliary (Car & Passenger Vehicle),12,52,206,174,190,C Polarity STD Terminal,438,91,24,Car & Passenger Vehicles,Hybrid Auxiliary,KIA,NIRO,2021,2022,EV Electric Motor Front-Wheel Drive SUV,Electric Motor,Front-Wheel Drive,SUV,DE,EM16,150,No
DIN44LH MF,Hi Performance DIN (Car & Passenger Vehicle),12,50,208,175,190,C Polarity STD Terminal,420,85,30,Car & Passenger Vehicles,Hi Performance DIN,KIA,NIRO,2016,2022,1.6 GDI Plug-in Hybrid Plug-In Hybrid Front-Wheel Drive SUV,Plug-In Hybrid,Front-Wheel Drive,SUV,DE,G4LE,104,No
DIN65LHX MF,Ultra Hi Performance DIN (Car & Passenger Vehicle),12,77,277,175,190,C Polarity STD Terminal,760,145,40,Car & Passenger Vehicles,Ultra Hi Performance DIN,KIA,OPTIMA,2015,2019,2.0 T-GDi Petrol Front-Wheel Drive Sedan,Petrol,Front-Wheel Drive,Sedan,JF,G4KH,180,No
