part_number,name,voltage,capacity_ah,length_mm,width_mm,height_mm,terminal_layout,cca,rc,warranty_months,category,tier,make,model,year_from,year_to,series,engine_type,drive_type,body_type,chassis,engine_code,power_kw,is_auxiliary
DIN53R MF,Hi Performance DIN (Car & Passenger Vehicle),12,54,242,175,175,D Polarity STD Terminal,500,90,30,Car & Passenger Vehicles,Hi Performance DIN,JEEP,CHEROKEE,2004,2008,3.7 4x4 Petrol All-wheel Drive ,Petrol,All-wheel Drive,,KJ,EKG,150,No
34,Red Top (Optima),12,50,254,173,199,D Polarity STD Terminal,800,100,36,Optima,Red Top,JEEP,CHEROKEE,2003,2008,2.5 CRD 4x4 Diesel All-wheel Drive ,Diesel,All-wheel Drive,,KJ,"R 425 DOHC,ENJ",105,No
NS70X MF,"Ultra Hi Performance (SUV, 4x4 & Light Commercial)",12,82,259,171,202,D Polarity STD Terminal,720,150,30,"SUV, 4x4 & Light Commercial",Ultra Hi Performance,JEEP,CHEROKEE,2003,2008,2.5 CRD 4x4 Diesel All-wheel Drive ,Diesel,All-wheel Drive,,KJ,"R 425 DOHC,ENJ",105,No
NS70 MF,"Hi Performance (SUV, 4x4 & Light Commercial)",12,75,259,171,202,D Polarity STD Terminal,650,140,20,"SUV, 4x4 & Light Commercial",Hi Performance,JEEP,CHEROKEE,2003,2008,2.5 CRD 4x4 Diesel All-wheel Drive ,Diesel,All-wheel Drive,,KJ,"R 425 DOHC,ENJ",105,No
34,Red Top (Optima),12,50,254,173,199,D Polarity STD Terminal,800,100,36,Optima,Red Top,JEEP,CHEROKEE,2002,2008,2.8 CRD 4x4 Diesel All-wheel Drive ,Diesel,All-wheel Drive,,KJ,ENR,110,No
NS70X MF,"Ultra Hi Performance (SUV, 4x4 & Light Commercial)",12,82,259,171,202,D Polarity STD Terminal,720,150,30,"SUV, 4x4 & Light Commercial",Ultra Hi Performance,JEEP,CHEROKEE,2002,2008,2.8 CRD 4x4 Diesel All-wheel Drive ,Diesel,All-wheel Drive,,KJ,ENR,110,No
NS70 MF,"Hi Performance (SUV, 4x4 & Light Commercial)",12,75,259,171,202,D Polarity STD Terminal,650,140,20,"SUV, 4x4 & Light Commercial",Hi Performance,JEEP,CHEROKEE,2002,2008,2.8 CRD 4x4 Diesel All-wheel Drive ,Diesel,All-wheel Drive,,KJ,ENR,110,No
34,Red Top (Optima),12,50,254,173,199,D Polarity STD Terminal,800,100,36,Optima,Red Top,JEEP,CHEROKEE,2001,2004,3.7 4x4 Petrol All-wheel Drive ,Petrol,All-wheel Drive,,KJ,EKG,155,No
67 MF,Ultra Hi Performance (Car & Passenger Vehicle),12,64,231,171,184,D Polarity STD Terminal,640,115,40,Car & Passenger Vehicles,Ultra Hi Performance,JEEP,CHEROKEE,2001,2004,3.7 4x4 Petrol All-wheel Drive ,Petrol,All-wheel Drive,,KJ,EKG,155,No
DIN53R MF,Hi Performance DIN (Car & Passenger Vehicle),12,54,242,175,175,D Polarity STD Terminal,500,90,30,Car & Passenger Vehicles,Hi Performance DIN,JEEP,CHEROKEE,2001,2004,3.7 4x4 Petrol All-wheel Drive ,Petrol,All-wheel Drive,,KJ,EKG,155,No
34,Red Top (Optima),12,50,254,173,199,D Polarity STD Terminal,800,100,36,Optima,Red Top,JEEP,CHEROKEE,2001,2004,3.7 Laredo Petrol Rear-Wheel Drive ,Petrol,Rear-Wheel Drive,,KJ,EKG,150,No
67 MF,Ultra Hi Performance (Car & Passenger Vehicle),12,64,231,171,184,D Polarity STD Terminal,640,115,40,Car & Passenger Vehicles,Ultra Hi Performance,JEEP,CHEROKEE,2001,2004,3.7 Laredo Petrol Rear-Wheel Drive ,Petrol,Rear-Wheel Drive,,KJ,EKG,150,No
DIN53R MF,Hi Performance DIN (Car & Passenger Vehicle),12,54,242,175,175,D Polarity STD Terminal,500,90,30,Car & Passenger Vehicles,Hi Performance DIN,JEEP,CHEROKEE,2001,2004,3.7 Laredo Petrol Rear-Wheel Drive ,Petrol,Rear-Wheel Drive,,KJ,EKG,150,No
34,Red Top (Optima),12,50,254,173,199,D Polarity STD Terminal,800,100,36,Optima,Red Top,JEEP,CHEROKEE,1999,2001,4.0 i Petrol All-wheel Drive ,Petrol,All-wheel Drive,,XJ,MX,135,No
67 MF,Ultra Hi Performance (Car & Passenger Vehicle),12,64,231,171,184,D Polarity STD Terminal,640,115,40,Car & Passenger Vehicles,Ultra Hi Performance,JEEP,CHEROKEE,1999,2001,4.0 i Petrol All-wheel Drive ,Petrol,All-wheel Drive,,XJ,MX,135,No
DIN53R MF,Hi Performance DIN (Car & Passenger Vehicle),12,54,242,175,175,D Polarity STD Terminal,500,90,30,Car & Passenger Vehicles,Hi Performance DIN,JEEP,CHEROKEE,1999,2001,4.0 i Petrol All-wheel Drive ,Petrol,All-wheel Drive,,XJ,MX,135,No
34,Red Top (Optima),12,50,254,173,199,D Polarity STD Terminal,800,100,36,Optima,Red Top,JEEP,CHEROKEE,1998,2001,4.0 i Petrol All-wheel Drive ,Petrol,All-wheel Drive,,XJ,ERH,127,No
67 MF,Ultra Hi Performance (Car & Passenger Vehicle),12,64,231,171,184,D Polarity STD Terminal,640,115,40,Car & Passenger Vehicles,Ultra Hi Performance,JEEP,CHEROKEE,1998,2001,4.0 i Petrol All-wheel Drive ,Petrol,All-wheel Drive,,XJ,ERH,127,No
DIN53R MF,Hi Performance DIN (Car & Passenger Vehicle),12,54,242,175,175,D Polarity STD Terminal,500,90,30,Car & Passenger Vehicles,Hi Performance DIN,JEEP,CHEROKEE,1998,2001,4.0 i Petrol All-wheel Drive ,Petrol,All-wheel Drive,,XJ,ERH,127,No
34,Red Top (Optima),12,50,254,173,199,D Polarity STD Terminal,800,100,36,Optima,Red Top,JEEP,CHEROKEE,1996,2001,2.5 Tdi 4x4 Diesel All-wheel Drive ,Diesel,All-wheel Drive,,XJ,ENC,85,No
67 MF,Ultra Hi Performance (Car & Passenger Vehicle),12,64,231,171,184,D Polarity STD Terminal,640,115,40,Car & Passenger Vehicles,Ultra Hi Performance,JEEP,CHEROKEE,1996,2001,2.5 Tdi 4x4 Diesel All-wheel Drive ,Diesel,All-wheel Drive,,XJ,ENC,85,No
DIN53R MF,Hi Performance DIN (Car & Passenger Vehicle),12,54,242,175,175,D Polarity STD Terminal,500,90,30,Car & Passenger Vehicles,Hi Performance DIN,JEEP,CHEROKEE,1996,2001,2.5 Tdi 4x4 Diesel All-wheel Drive ,Diesel,All-wheel Drive,,XJ,ENC,85,No
34,Red Top (Optima),12,50,254,173,199,D Polarity STD Terminal,800,100,36,Optima,Red Top,JEEP,CHEROKEE,1995,2001,4.0 i 4x4 Petrol All-wheel Drive ,Petrol,All-wheel Drive,,XJ,ERH,131,No
67 MF,Ultra Hi Performance (Car & Passenger Vehicle),12,64,231,171,184,D Polarity STD Terminal,640,115,40,Car & Passenger Vehicles,Ultra Hi Performance,JEEP,CHEROKEE,1995,2001,4.0 i 4x4 Petrol All-wheel Drive ,Petrol,All-wheel Drive,,XJ,ERH,131,No
