part_number,name,voltage,capacity_ah,length_mm,width_mm,height_mm,terminal_layout,cca,rc,warranty_months,category,tier,make,model,year_from,year_to,series,engine_type,drive_type,body_type,chassis,engine_code,power_kw,is_auxiliary
DIN85LH AGM,ISS Active AGM (Car & Passenger Vehicle),12,92,353,175,190,C Polarity STD Terminal,850,160,36,Car & Passenger Vehicles,ISS Active AGM Stop-Start,ASTON MARTIN,DBS,2007,2012,6.0 V12 Petrol Rear-Wheel Drive Coupe,Petrol,Rear-Wheel Drive,Coupe,,AM4R9,380,No
DIN85LHX MF,Ultra Hi Performance DIN (Car & Passenger Vehicle),12,105,351,175,190,C Polarity STD Terminal,900,190,40,Car & Passenger Vehicles,Ultra Hi Performance DIN,ASTON MARTIN,DBS,2007,2012,6.0 V12 Petrol Rear-Wheel Drive Coupe,Petrol,Rear-Wheel Drive,Coupe,,AM4R9,380,No
DIN85LH MF,Hi Performance DIN (Car & Passenger Vehicle),12,88,353,175,190,C Polarity STD Terminal,760,165,30,Car & Passenger Vehicles,Hi Performance DIN,ASTON MARTIN,DBS,2007,2012,6.0 V12 Petrol Rear-Wheel Drive Coupe,Petrol,Rear-Wheel Drive,Coupe,,AM4R9,380,No
N70ZZX MF,"Ultra Hi Performance (SUV, 4x4 & Light Commercial)",12,95,305,171,202,D Polarity STD Terminal,810,185,30,"SUV, 4x4 & Light Commercial",Ultra Hi Performance,ASTON MARTIN,DBS,1968,1972,5.3 Petrol Rear-Wheel Drive Coupe,Petrol,Rear-Wheel Drive,Coupe,,40HA3,235,No
N70ZZ MF,"Hi Performance (SUV, 4x4 & Light Commercial)",12,85,305,171,202,D Polarity STD Terminal,720,170,20,"SUV, 4x4 & Light Commercial",Hi Performance,ASTON MARTIN,DBS,1968,1972,5.3 Petrol Rear-Wheel Drive Coupe,Petrol,Rear-Wheel Drive,Coupe,,40HA3,235,No
N70ZZX MF,"Ultra Hi Performance (SUV, 4x4 & Light Commercial)",12,95,305,171,202,D Polarity STD Terminal,810,185,30,"SUV, 4x4 & Light Commercial",Ultra Hi Performance,ASTON MARTIN,DBS,1966,1972,4.0 Petrol Rear-Wheel Drive Coupe,Petrol,Rear-Wheel Drive,Coupe,,AJ6,210,No
N70ZZ MF,"Hi Performance (SUV, 4x4 & Light Commercial)",12,85,305,171,202,D Polarity STD Terminal,720,170,20,"SUV, 4x4 & Light Commercial",Hi Performance,ASTON MARTIN,DBS,1966,1972,4.0 Petrol Rear-Wheel Drive Coupe,Petrol,Rear-Wheel Drive,Coupe,,AJ6,210,No
DIN85LH AGM,ISS Active AGM (Car & Passenger Vehicle),12,92,353,175,190,C Polarity STD Terminal,850,160,36,Car & Passenger Vehicles,ISS Active AGM Stop-Start,ASTON MARTIN,DB9,2015,2016,6.0 Petrol Rear-Wheel Drive Convertible,Petrol,Rear-Wheel Drive,Convertible,,AM11,403,No
DIN85LH AGM,ISS Active AGM (Car & Passenger Vehicle),12,92,353,175,190,C Polarity STD Terminal,850,160,36,Car & Passenger Vehicles,ISS Active AGM Stop-Start,ASTON MARTIN,DB9,2015,2016,6.0 V12 Petrol Rear-Wheel Drive Coupe,Petrol,Rear-Wheel Drive,Coupe,,AM11,403,No
DIN85LH AGM,ISS Active AGM (Car & Passenger Vehicle),12,92,353,175,190,C Polarity STD Terminal,850,160,36,Car & Passenger Vehicles,ISS Active AGM Stop-Start,ASTON MARTIN,DB9,2012,2016,6.0 V12 Petrol Rear-Wheel Drive Convertible,Petrol,Rear-Wheel Drive,Convertible,,AM11,380,No
DIN85LH AGM,ISS Active AGM (Car & Passenger Vehicle),12,92,353,175,190,C Polarity STD Terminal,850,160,36,Car & Passenger Vehicles,ISS Active AGM Stop-Start,ASTON MARTIN,DB9,2012,2016,6.0 V12 Petrol Rear-Wheel Drive Coupe,Petrol,Rear-Wheel Drive,Coupe,,AM11,380,No
DIN85LH AGM,ISS Active AGM (Car & Passenger Vehicle),12,92,353,175,190,C Polarity STD Terminal,850,160,36,Car & Passenger Vehicles,ISS Active AGM Stop-Start,ASTON MARTIN,DB9,2004,2016,6.0 V12 Petrol Rear-Wheel Drive Coupe,Petrol,Rear-Wheel Drive,Coupe,,AM3,331,No
