reason,part_number,make,model,year_from,year_to,description,engine_type,body_type,engine_code,power_kw
"No matching vehicle found in DB",DIN85LH AGM,BMW,"5",2017,2020,"520 d Diesel Rear-Wheel Drive Wagon",Diesel,Wagon,"B47 D20 A,B47 D20 B",140
"No matching vehicle found in DB",YTX14H-BS,BMW,"5",2017,2020,"520 d Diesel Rear-Wheel Drive Wagon",Diesel,Wagon,"B47 D20 A,B47 D20 B",140
"No matching vehicle found in DB",YTX14-BS,BMW,"5",2017,2020,"520 d Diesel Rear-Wheel Drive Wagon",Diesel,Wagon,"B47 D20 A,B47 D20 B",140
"No matching vehicle found in DB",DIN85LH AGM,BMW,"5",2017,2020,"530 e Plug-in Hybrid Plug-In Hybrid Rear-Wheel Drive Sedan",Plug-In Hybrid,Sedan,"B46 B20 B,B48 B20 A,GC1",185
"No matching vehicle found in DB",YTX14H-BS,BMW,"5",2017,2020,"530 e Plug-in Hybrid Plug-In Hybrid Rear-Wheel Drive Sedan",Plug-In Hybrid,Sedan,"B46 B20 B,B48 B20 A,GC1",185
"No matching vehicle found in DB",YTX14-BS,BMW,"5",2017,2020,"530 e Plug-in Hybrid Plug-In Hybrid Rear-Wheel Drive Sedan",Plug-In Hybrid,Sedan,"B46 B20 B,B48 B20 A,GC1",185
"No matching vehicle found in DB",DIN85LH AGM,BMW,"5",2017,2020,"530 i Petrol Rear-Wheel Drive Wagon",Petrol,Wagon,"B48 B20 B",185
"No matching vehicle found in DB",YTX14H-BS,BMW,"5",2017,2020,"530 i Petrol Rear-Wheel Drive Wagon",Petrol,Wagon,"B48 B20 B",185
"No matching vehicle found in DB",YTX14-BS,BMW,"5",2017,2020,"530 i Petrol Rear-Wheel Drive Wagon",Petrol,Wagon,"B48 B20 B",185
"No matching vehicle found in DB",DIN85LH AGM,BMW,"5",2016,2020,"530 d Diesel Rear-Wheel Drive Sedan",Diesel,Sedan,"B57 D30 A",195
"No matching vehicle found in DB",YTX14H-BS,BMW,"5",2016,2020,"530 d Diesel Rear-Wheel Drive Sedan",Diesel,Sedan,"B57 D30 A",195
"No matching vehicle found in DB",YTX14-BS,BMW,"5",2016,2020,"530 d Diesel Rear-Wheel Drive Sedan",Diesel,Sedan,"B57 D30 A",195
"No matching vehicle found in DB",DIN85LH AGM,BMW,"5",2016,2020,"530 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"B46 B20 B,B48 B20 B",185
"No matching vehicle found in DB",YTX14H-BS,BMW,"5",2016,2020,"530 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"B46 B20 B,B48 B20 B",185
"No matching vehicle found in DB",YTX14-BS,BMW,"5",2016,2020,"530 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"B46 B20 B,B48 B20 B",185
"No matching vehicle found in DB",DIN85LH AGM,BMW,"5",2016,2020,"540 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"B58 B30 A,B58 B30 C",250
"No matching vehicle found in DB",YTX14H-BS,BMW,"5",2016,2020,"540 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"B58 B30 A,B58 B30 C",250
"No matching vehicle found in DB",YTX14-BS,BMW,"5",2016,2020,"540 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"B58 B30 A,B58 B30 C",250
"No matching vehicle found in DB",DIN85LH AGM,BMW,"5",2016,2019,"520 d Diesel Rear-Wheel Drive Sedan",Diesel,Sedan,"B47 D20 A,B47 D20 B",140
"No matching vehicle found in DB",YTX14H-BS,BMW,"5",2016,2019,"520 d Diesel Rear-Wheel Drive Sedan",Diesel,Sedan,"B47 D20 A,B47 D20 B",140
"No matching vehicle found in DB",YTX14-BS,BMW,"5",2016,2019,"520 d Diesel Rear-Wheel Drive Sedan",Diesel,Sedan,"B47 D20 A,B47 D20 B",140
"No matching vehicle found in DB",DIN110LHAGM,BMW,"5",2014,2017,"520 d Diesel Rear-Wheel Drive Wagon",Diesel,Wagon,"B47 D20 A",140
"No matching vehicle found in DB",DIN85LH AGM,BMW,"5",2014,2017,"520 d Diesel Rear-Wheel Drive Wagon",Diesel,Wagon,"B47 D20 A",140
"No matching vehicle found in DB",YTX14H-BS,BMW,"5",2014,2017,"520 d Diesel Rear-Wheel Drive Wagon",Diesel,Wagon,"B47 D20 A",140
"No matching vehicle found in DB",YTX14-BS,BMW,"5",2014,2017,"520 d Diesel Rear-Wheel Drive Wagon",Diesel,Wagon,"B47 D20 A",140
"No matching vehicle found in DB",DIN110LHAGM,BMW,"5",2012,2017,"530 d Diesel Rear-Wheel Drive Hatchback",Diesel,Hatchback,"N57 D30 A",190
"No matching vehicle found in DB",DIN85LH AGM,BMW,"5",2012,2017,"530 d Diesel Rear-Wheel Drive Hatchback",Diesel,Hatchback,"N57 D30 A",190
"No matching vehicle found in DB",YTX14H-BS,BMW,"5",2012,2017,"530 d Diesel Rear-Wheel Drive Hatchback",Diesel,Hatchback,"N57 D30 A",190
"No matching vehicle found in DB",YTX14-BS,BMW,"5",2012,2017,"530 d Diesel Rear-Wheel Drive Hatchback",Diesel,Hatchback,"N57 D30 A",190
"No matching vehicle found in DB",DIN110LHAGM,BMW,"5",2011,2017,"520 d Diesel Rear-Wheel Drive Hatchback",Diesel,Hatchback,"N47 D20 C",135
"No matching vehicle found in DB",DIN85LH AGM,BMW,"5",2011,2017,"520 d Diesel Rear-Wheel Drive Hatchback",Diesel,Hatchback,"N47 D20 C",135
"No matching vehicle found in DB",YTX14H-BS,BMW,"5",2011,2017,"520 d Diesel Rear-Wheel Drive Hatchback",Diesel,Hatchback,"N47 D20 C",135
"No matching vehicle found in DB",YTX14-BS,BMW,"5",2011,2017,"520 d Diesel Rear-Wheel Drive Hatchback",Diesel,Hatchback,"N47 D20 C",135
"No matching vehicle found in DB",DIN110LHAGM,BMW,"5",2010,2017,"535 i Petrol Rear-Wheel Drive Wagon",Petrol,Wagon,"N55 B30 A",225
"No matching vehicle found in DB",DIN85LH AGM,BMW,"5",2010,2017,"535 i Petrol Rear-Wheel Drive Wagon",Petrol,Wagon,"N55 B30 A",225
"No matching vehicle found in DB",YTX14H-BS,BMW,"5",2010,2017,"535 i Petrol Rear-Wheel Drive Wagon",Petrol,Wagon,"N55 B30 A",225
"No matching vehicle found in DB",YTX14-BS,BMW,"5",2010,2017,"535 i Petrol Rear-Wheel Drive Wagon",Petrol,Wagon,"N55 B30 A",225
"No matching vehicle found in DB",DIN110LHAGM,BMW,"5",2009,2017,"535 i Petrol Rear-Wheel Drive Hatchback",Petrol,Hatchback,"N55 B30 A",225
"No matching vehicle found in DB",DIN85LH AGM,BMW,"5",2009,2017,"535 i Petrol Rear-Wheel Drive Hatchback",Petrol,Hatchback,"N55 B30 A",225
"No matching vehicle found in DB",YTX14H-BS,BMW,"5",2009,2017,"535 i Petrol Rear-Wheel Drive Hatchback",Petrol,Hatchback,"N55 B30 A",225
"No matching vehicle found in DB",YTX14-BS,BMW,"5",2009,2017,"535 i Petrol Rear-Wheel Drive Hatchback",Petrol,Hatchback,"N55 B30 A",225
"No matching vehicle found in DB",DIN110LHAGM,BMW,"5",2014,2016,"520 d Diesel Rear-Wheel Drive Sedan",Diesel,Sedan,"B47 D20 A",140
"No matching vehicle found in DB",DIN85LH AGM,BMW,"5",2014,2016,"520 d Diesel Rear-Wheel Drive Sedan",Diesel,Sedan,"B47 D20 A",140
"No matching vehicle found in DB",YTX14H-BS,BMW,"5",2014,2016,"520 d Diesel Rear-Wheel Drive Sedan",Diesel,Sedan,"B47 D20 A",140
"No matching vehicle found in DB",YTX14-BS,BMW,"5",2014,2016,"520 d Diesel Rear-Wheel Drive Sedan",Diesel,Sedan,"B47 D20 A",140
"No matching vehicle found in DB",DIN110LHAGM,BMW,"5",2013,2016,"550 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"N63 B44 B",330
"No matching vehicle found in DB",DIN85LH AGM,BMW,"5",2013,2016,"550 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"N63 B44 B",330
"No matching vehicle found in DB",YTX14H-BS,BMW,"5",2013,2016,"550 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"N63 B44 B",330
"No matching vehicle found in DB",YTX14-BS,BMW,"5",2013,2016,"550 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"N63 B44 B",330
"No matching vehicle found in DB",DIN110LHAGM,BMW,"5",2013,2016,"M5 Competition Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"S63 B44 B",423
"No matching vehicle found in DB",DIN85LH AGM,BMW,"5",2013,2016,"M5 Competition Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"S63 B44 B",423
"No matching vehicle found in DB",YTX14H-BS,BMW,"5",2013,2016,"M5 Competition Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"S63 B44 B",423
"No matching vehicle found in DB",YTX14-BS,BMW,"5",2013,2016,"M5 Competition Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"S63 B44 B",423
"No matching vehicle found in DB",DIN110LHAGM,BMW,"5",2011,2016,"ActiveHybrid Full Hybrid Rear-Wheel Drive Sedan",Full Hybrid,Sedan,"N55 B30 A",250
"No matching vehicle found in DB",DIN85LH AGM,BMW,"5",2011,2016,"ActiveHybrid Full Hybrid Rear-Wheel Drive Sedan",Full Hybrid,Sedan,"N55 B30 A",250
"No matching vehicle found in DB",YTX14H-BS,BMW,"5",2011,2016,"ActiveHybrid Full Hybrid Rear-Wheel Drive Sedan",Full Hybrid,Sedan,"N55 B30 A",250
"No matching vehicle found in DB",YTX14-BS,BMW,"5",2011,2016,"ActiveHybrid Full Hybrid Rear-Wheel Drive Sedan",Full Hybrid,Sedan,"N55 B30 A",250
"No matching vehicle found in DB",DIN110LHAGM,BMW,"5",2010,2016,"535 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"N55 B30 A",225
"No matching vehicle found in DB",DIN85LH AGM,BMW,"5",2010,2016,"535 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"N55 B30 A",225
"No matching vehicle found in DB",YTX14H-BS,BMW,"5",2010,2016,"535 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"N55 B30 A",225
"No matching vehicle found in DB",YTX14-BS,BMW,"5",2010,2016,"535 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"N55 B30 A",225
"No matching vehicle found in DB",DIN110LHAGM,BMW,"5",2011,2015,"520 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"N20 B20 B,N20 B20 A",135
"No matching vehicle found in DB",DIN85LH AGM,BMW,"5",2011,2015,"520 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"N20 B20 B,N20 B20 A",135
"No matching vehicle found in DB",YTX14H-BS,BMW,"5",2011,2015,"520 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"N20 B20 B,N20 B20 A",135
"No matching vehicle found in DB",YTX14-BS,BMW,"5",2011,2015,"520 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"N20 B20 B,N20 B20 A",135
"No matching vehicle found in DB",DIN110LHAGM,BMW,"5",2011,2015,"528 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"N20 B20 A",180
"No matching vehicle found in DB",DIN85LH AGM,BMW,"5",2011,2015,"528 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"N20 B20 A",180
"No matching vehicle found in DB",YTX14H-BS,BMW,"5",2011,2015,"528 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"N20 B20 A",180
"No matching vehicle found in DB",YTX14-BS,BMW,"5",2011,2015,"528 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"N20 B20 A",180
"No matching vehicle found in DB",DIN110LHAGM,BMW,"5",2011,2015,"530 d Diesel Rear-Wheel Drive Sedan",Diesel,Sedan,"N57 D30 A",190
"No matching vehicle found in DB",DIN85LH AGM,BMW,"5",2011,2015,"530 d Diesel Rear-Wheel Drive Sedan",Diesel,Sedan,"N57 D30 A",190
"No matching vehicle found in DB",YTX14H-BS,BMW,"5",2011,2015,"530 d Diesel Rear-Wheel Drive Sedan",Diesel,Sedan,"N57 D30 A",190
"No matching vehicle found in DB",YTX14-BS,BMW,"5",2011,2015,"530 d Diesel Rear-Wheel Drive Sedan",Diesel,Sedan,"N57 D30 A",190
"No matching vehicle found in DB",DIN110LHAGM,BMW,"5",2011,2015,"535 d Diesel Rear-Wheel Drive Sedan",Diesel,Sedan,"N57 D30 B",230
"No matching vehicle found in DB",DIN85LH AGM,BMW,"5",2011,2015,"535 d Diesel Rear-Wheel Drive Sedan",Diesel,Sedan,"N57 D30 B",230
"No matching vehicle found in DB",YTX14H-BS,BMW,"5",2011,2015,"535 d Diesel Rear-Wheel Drive Sedan",Diesel,Sedan,"N57 D30 B",230
"No matching vehicle found in DB",YTX14-BS,BMW,"5",2011,2015,"535 d Diesel Rear-Wheel Drive Sedan",Diesel,Sedan,"N57 D30 B",230
"No matching vehicle found in DB",DIN110LHAGM,BMW,"5",2011,2015,"M5 Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"S63 B44 B",412
"No matching vehicle found in DB",DIN85LH AGM,BMW,"5",2011,2015,"M5 Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"S63 B44 B",412
"No matching vehicle found in DB",YTX14H-BS,BMW,"5",2011,2015,"M5 Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"S63 B44 B",412
"No matching vehicle found in DB",YTX14-BS,BMW,"5",2011,2015,"M5 Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"S63 B44 B",412
"No matching vehicle found in DB",DIN110LHAGM,BMW,"5",2010,2014,"520 d Diesel Rear-Wheel Drive Sedan",Diesel,Sedan,"N47 D20 C",135
"No matching vehicle found in DB",DIN85LH AGM,BMW,"5",2010,2014,"520 d Diesel Rear-Wheel Drive Sedan",Diesel,Sedan,"N47 D20 C",135
"No matching vehicle found in DB",YTX14H-BS,BMW,"5",2010,2014,"520 d Diesel Rear-Wheel Drive Sedan",Diesel,Sedan,"N47 D20 C",135
"No matching vehicle found in DB",YTX14-BS,BMW,"5",2010,2014,"520 d Diesel Rear-Wheel Drive Sedan",Diesel,Sedan,"N47 D20 C",135
"No matching vehicle found in DB",DIN110LHAGM,BMW,"5",2010,2014,"520 d Diesel Rear-Wheel Drive Wagon",Diesel,Wagon,"N47 D20 C",135
"No matching vehicle found in DB",DIN85LH AGM,BMW,"5",2010,2014,"520 d Diesel Rear-Wheel Drive Wagon",Diesel,Wagon,"N47 D20 C",135
"No matching vehicle found in DB",YTX14H-BS,BMW,"5",2010,2014,"520 d Diesel Rear-Wheel Drive Wagon",Diesel,Wagon,"N47 D20 C",135
"No matching vehicle found in DB",YTX14-BS,BMW,"5",2010,2014,"520 d Diesel Rear-Wheel Drive Wagon",Diesel,Wagon,"N47 D20 C",135
"No matching vehicle found in DB",DIN110LHAGM,BMW,"5",2010,2013,"528 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"N52 B30 BF,N52 B30 A,N52 B30 AF",190
"No matching vehicle found in DB",DIN85LH AGM,BMW,"5",2010,2013,"528 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"N52 B30 BF,N52 B30 A,N52 B30 AF",190
"No matching vehicle found in DB",YTX14H-BS,BMW,"5",2010,2013,"528 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"N52 B30 BF,N52 B30 A,N52 B30 AF",190
"No matching vehicle found in DB",YTX14-BS,BMW,"5",2010,2013,"528 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"N52 B30 BF,N52 B30 A,N52 B30 AF",190
"No matching vehicle found in DB",DIN110LHAGM,BMW,"5",2010,2013,"550 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"N63 B44 A",300
"No matching vehicle found in DB",DIN85LH AGM,BMW,"5",2010,2013,"550 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"N63 B44 A",300
"No matching vehicle found in DB",YTX14H-BS,BMW,"5",2010,2013,"550 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"N63 B44 A",300
"No matching vehicle found in DB",YTX14-BS,BMW,"5",2010,2013,"550 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"N63 B44 A",300
"No matching vehicle found in DB",DIN110LHAGM,BMW,"5",2009,2012,"530 d Diesel Rear-Wheel Drive Hatchback",Diesel,Hatchback,"N57 D30 A",180
"No matching vehicle found in DB",DIN85LH AGM,BMW,"5",2009,2012,"530 d Diesel Rear-Wheel Drive Hatchback",Diesel,Hatchback,"N57 D30 A",180
"No matching vehicle found in DB",YTX14H-BS,BMW,"5",2009,2012,"530 d Diesel Rear-Wheel Drive Hatchback",Diesel,Hatchback,"N57 D30 A",180
"No matching vehicle found in DB",YTX14-BS,BMW,"5",2009,2012,"530 d Diesel Rear-Wheel Drive Hatchback",Diesel,Hatchback,"N57 D30 A",180
"No matching vehicle found in DB",DIN110LHAGM,BMW,"5",2009,2012,"550 i Petrol Rear-Wheel Drive Hatchback",Petrol,Hatchback,"N63 B44 A",300
"No matching vehicle found in DB",DIN85LH AGM,BMW,"5",2009,2012,"550 i Petrol Rear-Wheel Drive Hatchback",Petrol,Hatchback,"N63 B44 A",300
"No matching vehicle found in DB",YTX14H-BS,BMW,"5",2009,2012,"550 i Petrol Rear-Wheel Drive Hatchback",Petrol,Hatchback,"N63 B44 A",300
"No matching vehicle found in DB",YTX14-BS,BMW,"5",2009,2012,"550 i Petrol Rear-Wheel Drive Hatchback",Petrol,Hatchback,"N63 B44 A",300
"No matching vehicle found in DB",DIN110LHAGM,BMW,"5",2010,2011,"535 d Diesel Rear-Wheel Drive Sedan",Diesel,Sedan,"N57 D30 B",220
"No matching vehicle found in DB",DIN85LH AGM,BMW,"5",2010,2011,"535 d Diesel Rear-Wheel Drive Sedan",Diesel,Sedan,"N57 D30 B",220
"No matching vehicle found in DB",YTX14H-BS,BMW,"5",2010,2011,"535 d Diesel Rear-Wheel Drive Sedan",Diesel,Sedan,"N57 D30 B",220
"No matching vehicle found in DB",YTX14-BS,BMW,"5",2010,2011,"535 d Diesel Rear-Wheel Drive Sedan",Diesel,Sedan,"N57 D30 B",220
"No matching vehicle found in DB",DIN85LH AGM,BMW,"5",2006,2010,"530 i Petrol Rear-Wheel Drive Wagon",Petrol,Wagon,"N52 B30 A",200
"No matching vehicle found in DB",DIN110LH MF,BMW,"5",2006,2010,"530 i Petrol Rear-Wheel Drive Wagon",Petrol,Wagon,"N52 B30 A",200
"No matching vehicle found in DB",DIN85LHX MF,BMW,"5",2006,2010,"530 i Petrol Rear-Wheel Drive Wagon",Petrol,Wagon,"N52 B30 A",200
"No matching vehicle found in DB",DIN85LH AGM,BMW,"5",2007,2009,"520 d Diesel Rear-Wheel Drive Sedan",Diesel,Sedan,"N47 D20 A",125
"No matching vehicle found in DB",DIN85LHX MF,BMW,"5",2007,2009,"520 d Diesel Rear-Wheel Drive Sedan",Diesel,Sedan,"N47 D20 A",125
"No matching vehicle found in DB",DIN85LH MF,BMW,"5",2007,2009,"520 d Diesel Rear-Wheel Drive Sedan",Diesel,Sedan,"N47 D20 A",125
"No matching vehicle found in DB",DIN85LH AGM,BMW,"5",2007,2009,"520 d Diesel Rear-Wheel Drive Sedan",Diesel,Sedan,"N47 D20 A,N47 D20 C",130
"No matching vehicle found in DB",DIN85LHX MF,BMW,"5",2007,2009,"520 d Diesel Rear-Wheel Drive Sedan",Diesel,Sedan,"N47 D20 A,N47 D20 C",130
"No matching vehicle found in DB",DIN85LH MF,BMW,"5",2007,2009,"520 d Diesel Rear-Wheel Drive Sedan",Diesel,Sedan,"N47 D20 A,N47 D20 C",130
"No matching vehicle found in DB",DIN85LH AGM,BMW,"5",2007,2009,"520 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"N43 B20 A",125
"No matching vehicle found in DB",DIN85LHX MF,BMW,"5",2007,2009,"520 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"N43 B20 A",125
"No matching vehicle found in DB",DIN85LH MF,BMW,"5",2007,2009,"520 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"N43 B20 A",125
"No matching vehicle found in DB",DIN85LH AGM,BMW,"5",2007,2009,"523 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"N52 B25 A,N52 B25 BE",140
"No matching vehicle found in DB",DIN85LHX MF,BMW,"5",2007,2009,"523 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"N52 B25 A,N52 B25 BE",140
"No matching vehicle found in DB",DIN85LH MF,BMW,"5",2007,2009,"523 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"N52 B25 A,N52 B25 BE",140
"No matching vehicle found in DB",DIN110LHAGM,BMW,"5",2007,2009,"530 d Diesel Rear-Wheel Drive Sedan",Diesel,Sedan,"M57 D30 (306D3)",173
"No matching vehicle found in DB",DIN85LH AGM,BMW,"5",2007,2009,"530 d Diesel Rear-Wheel Drive Sedan",Diesel,Sedan,"M57 D30 (306D3)",173
"No matching vehicle found in DB",DIN110LH MF,BMW,"5",2007,2009,"530 d Diesel Rear-Wheel Drive Sedan",Diesel,Sedan,"M57 D30 (306D3)",173
"No matching vehicle found in DB",DIN85LH AGM,BMW,"5",2007,2009,"530 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"N52 B30 BF,N52 B30 A",200
"No matching vehicle found in DB",DIN110LH MF,BMW,"5",2007,2009,"530 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"N52 B30 BF,N52 B30 A",200
"No matching vehicle found in DB",DIN85LHX MF,BMW,"5",2007,2009,"530 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"N52 B30 BF,N52 B30 A",200
"No matching vehicle found in DB",DIN110LHAGM,BMW,"5",2007,2009,"540 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"N62 B40 A",225
"No matching vehicle found in DB",DIN85LH AGM,BMW,"5",2007,2009,"540 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"N62 B40 A",225
"No matching vehicle found in DB",DIN110LH MF,BMW,"5",2007,2009,"540 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"N62 B40 A",225
"No matching vehicle found in DB",DIN85LH AGM,BMW,"5",2005,2009,"525 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"N52 B25 A,N52 B25 B,N52 B25 BF",160
"No matching vehicle found in DB",DIN85LHX MF,BMW,"5",2005,2009,"525 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"N52 B25 A,N52 B25 B,N52 B25 BF",160
"No matching vehicle found in DB",DIN85LH MF,BMW,"5",2005,2009,"525 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"N52 B25 A,N52 B25 B,N52 B25 BF",160
"No matching vehicle found in DB",DIN110LHAGM,BMW,"5",2005,2009,"550 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"N62 B48 B",270
"No matching vehicle found in DB",DIN85LH AGM,BMW,"5",2005,2009,"550 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"N62 B48 B",270
"No matching vehicle found in DB",DIN110LH MF,BMW,"5",2005,2009,"550 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"N62 B48 B",270
"No matching vehicle found in DB",DIN110LHAGM,BMW,"5",2005,2009,"M5 Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"S85 B50 A",373
"No matching vehicle found in DB",DIN85LH AGM,BMW,"5",2005,2009,"M5 Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"S85 B50 A",373
"No matching vehicle found in DB",DIN110LH MF,BMW,"5",2005,2009,"M5 Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"S85 B50 A",373
"No matching vehicle found in DB",DIN110LHAGM,BMW,"5",2005,2007,"530 d Diesel Rear-Wheel Drive Sedan",Diesel,Sedan,"M57 D30 (306D3)",170
"No matching vehicle found in DB",DIN85LH AGM,BMW,"5",2005,2007,"530 d Diesel Rear-Wheel Drive Sedan",Diesel,Sedan,"M57 D30 (306D3)",170
"No matching vehicle found in DB",DIN110LH MF,BMW,"5",2005,2007,"530 d Diesel Rear-Wheel Drive Sedan",Diesel,Sedan,"M57 D30 (306D3)",170
"No matching vehicle found in DB",DIN85LH AGM,BMW,"5",2005,2007,"530 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"N52 B30 BF,N52 B30 A",190
"No matching vehicle found in DB",DIN110LH MF,BMW,"5",2005,2007,"530 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"N52 B30 BF,N52 B30 A",190
"No matching vehicle found in DB",DIN85LHX MF,BMW,"5",2005,2007,"530 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"N52 B30 BF,N52 B30 A",190
"No matching vehicle found in DB",DIN85LH AGM,BMW,"5",2004,2007,"530 i Petrol Rear-Wheel Drive Wagon",Petrol,Wagon,"N52 B30 BF,N52 B30 A",190
"No matching vehicle found in DB",DIN110LH MF,BMW,"5",2004,2007,"530 i Petrol Rear-Wheel Drive Wagon",Petrol,Wagon,"N52 B30 BF,N52 B30 A",190
"No matching vehicle found in DB",DIN85LHX MF,BMW,"5",2004,2007,"530 i Petrol Rear-Wheel Drive Wagon",Petrol,Wagon,"N52 B30 BF,N52 B30 A",190
"No matching vehicle found in DB",DIN53LHX MF,BMW,"5",1983,1985,"528 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"M30 B28 (286EA)",135
"No matching vehicle found in DB",DIN53LH MF,BMW,"5",1983,1985,"528 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"M30 B28 (286EA)",135
"No matching vehicle found in DB",DIN53LX MF,BMW,"5",1977,1981,"520/6 Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"M20 B20 (206VA)",90
"No matching vehicle found in DB",DIN53L MF,BMW,"5",1977,1981,"520/6 Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"M20 B20 (206VA)",90
"No matching vehicle found in DB",DIN53LHX MF,BMW,"5",1974,1981,"518 Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"M10 B18 (184VB)",66
"No matching vehicle found in DB",DIN53LH MF,BMW,"5",1974,1981,"518 Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"M10 B18 (184VB)",66
"No matching vehicle found in DB",DIN53LHX MF,BMW,"5",1977,1979,"528 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"M30 B28",130
"No matching vehicle found in DB",DIN53LH MF,BMW,"5",1977,1979,"528 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"M30 B28",130
"No matching vehicle found in DB",DIN65LHX MF,BMW,"5",1972,1979,"520 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"M10 B20",92
"No matching vehicle found in DB",DIN65LH MF,BMW,"5",1972,1979,"520 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"M10 B20",92
"No matching vehicle found in DB",DIN65LHX MF,BMW,"5",1972,1978,"520 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"M10 B20",96
"No matching vehicle found in DB",DIN65LH MF,BMW,"5",1972,1978,"520 i Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"M10 B20",96
"No matching vehicle found in DB",DIN53LHX MF,BMW,"5",1972,1976,"520 Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"M10 B20",85
"No matching vehicle found in DB",DIN53LH MF,BMW,"5",1972,1976,"520 Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"M10 B20",85
"No matching vehicle found in DB",DIN65LHX MF,BMW,"5",1975,1975,"528 Petrol Rear-Wheel Drive Sedan",Petrol,Sedan,"M30 B28",121
