reason,part_number,make,model,year_from,year_to,description,engine_type,body_type,engine_code,power_kw
"No matching vehicle found in DB",DIN65LH MF,ASTON MARTIN,"VIRAGE",1995,2000,"5.3 Petrol Rear-Wheel Drive Convertible",Petrol,Convertible,"40HTE",261
"No matching vehicle found in DB",NS70X MF,ASTON MARTIN,"VIRAGE",1992,2000,"5.3 Petrol Rear-Wheel Drive Coupe",Petrol,Coupe,"40HG4,40HTE",410
"No matching vehicle found in DB",NS70 MF,ASTON MARTIN,"VIRAGE",1992,2000,"5.3 Petrol Rear-Wheel Drive Coupe",Petrol,Coupe,"40HG4,40HTE",410
"No matching vehicle found in DB",NS70X MF,ASTON MARTIN,"VIRAGE",1988,1992,"5.3 Petrol Rear-Wheel Drive Coupe",Petrol,Coupe,"40HTA,40HTE",246
"No matching vehicle found in DB",NS70 MF,ASTON MARTIN,"VIRAGE",1988,1992,"5.3 Petrol Rear-Wheel Drive Coupe",Petrol,Coupe,"40HTA,40HTE",246
"No matching vehicle found in DB",NS70X MF,ASTON MARTIN,"VIRAGE",1987,1989,"5.3 FH Petrol Rear-Wheel Drive Coupe",Petrol,Coupe,"40HTA",250
"No matching vehicle found in DB",NS70 MF,ASTON MARTIN,"VIRAGE",1987,1989,"5.3 FH Petrol Rear-Wheel Drive Coupe",Petrol,Coupe,"40HTA",250
"No matching vehicle found in DB",DIN85LH AGM,ASTON MARTIN,"VANQUISH",2014,2016,"6.0 (AM310) Petrol Rear-Wheel Drive Coupe",Petrol,Coupe,"AM29",424
"No matching vehicle found in DB",DIN85L MF,ASTON MARTIN,"VANQUISH",2014,2016,"6.0 Petrol Rear-Wheel Drive Convertible",Petrol,Convertible,"AM29",424
"No matching vehicle found in DB",DIN85L MF,ASTON MARTIN,"VANQUISH",2014,2016,"6.0 Petrol Rear-Wheel Drive Convertible",Petrol,Convertible,"AM29",423
"No matching vehicle found in DB",DIN85L MF,ASTON MARTIN,"VANQUISH",2013,2014,"6.0 Petrol Rear-Wheel Drive Convertible",Petrol,Convertible,"AM11",421
"No matching vehicle found in DB",DIN85L MF,ASTON MARTIN,"VANQUISH",2012,2014,"6.0 Petrol Rear-Wheel Drive Coupe",Petrol,Coupe,"AM11",421
"No matching vehicle found in DB",DIN85LH AGM,ASTON MARTIN,"VANQUISH",2004,2007,"6.0 S Petrol Rear-Wheel Drive Coupe",Petrol,Coupe,"AM4R9,AM06",388
"No matching vehicle found in DB",DIN85LHX MF,ASTON MARTIN,"VANQUISH",2004,2007,"6.0 S Petrol Rear-Wheel Drive Coupe",Petrol,Coupe,"AM4R9,AM06",388
"No matching vehicle found in DB",DIN85LH MF,ASTON MARTIN,"VANQUISH",2004,2007,"6.0 S Petrol Rear-Wheel Drive Coupe",Petrol,Coupe,"AM4R9,AM06",388
"No matching vehicle found in DB",DIN85LH AGM,ASTON MARTIN,"VANQUISH",2001,2007,"6.0 V12 Petrol Rear-Wheel Drive Coupe",Petrol,Coupe,"AM 702",338
"No matching vehicle found in DB",DIN85LHX MF,ASTON MARTIN,"VANQUISH",2001,2007,"6.0 V12 Petrol Rear-Wheel Drive Coupe",Petrol,Coupe,"AM 702",338
"No matching vehicle found in DB",DIN85LH MF,ASTON MARTIN,"VANQUISH",2001,2007,"6.0 V12 Petrol Rear-Wheel Drive Coupe",Petrol,Coupe,"AM 702",338
"No matching vehicle found in DB",DIN85LH AGM,ASTON MARTIN,"VANQUISH",2001,2007,"6.0 V12 Petrol Rear-Wheel Drive Coupe",Petrol,Coupe,"AM3",343
"No matching vehicle found in DB",DIN85LHX MF,ASTON MARTIN,"VANQUISH",2001,2007,"6.0 V12 Petrol Rear-Wheel Drive Coupe",Petrol,Coupe,"AM3",343
"No matching vehicle found in DB",DIN85LH MF,ASTON MARTIN,"VANQUISH",2001,2007,"6.0 V12 Petrol Rear-Wheel Drive Coupe",Petrol,Coupe,"AM3",343
