brand,model,model_date_start,model_date_end,type,type_date_start,type_date_end,kw,cv,category,product_line,part_number,diameter,thickness,height,width,number_of_holes,brake_disc_type,centering,min_thickness,tightening_torque,units_per_box,braking_system,wear_indicator,wva_number,fmsi,accessories,position,caliper_pistons,disc_type,caliper_type
ROLLS-ROYCE,CULLINAN (RR31),08/18,>,V12,08/18,>,420,571,Brake discs,Prime,09.D897.13,395mm,36mm,66mm,,5,Ventilated,67mm,"34,4mm",,1,,,,,,,,,
ROLLS-ROYCE,CULLINAN (RR31),08/18,>,V12,08/18,>,420,571,Brake discs,Prime,09.D898.13,395mm,36mm,66mm,,5,Ventilated,67mm,"34,4mm",,1,,,,,,,,,
ROLLS-ROYCE,CULLINAN (RR31),08/18,>,V12,08/18,>,420,571,Brake pads,Prime,P 06 106,,20mm,117mm,125mm,,,,,,,Brembo,Prepared for wear indicator,22392,D1868 9098,With anti-squeal shimWith counterweights,,,,
ROLLS-ROYCE,CULLINAN (RR31),08/18,>,V12,08/18,>,420,571,Brake pads,Prime Ceramic,P06106N,,20mm,117mm,125mm,,,,,,,Brembo,Prepared for wear indicator,22392,D1868 9098,With anti-squeal shimWith counterweights,,,,
ROLLS-ROYCE,CULLINAN (RR31),08/18,>,V12,08/18,>,420,571,Brake pads,Xtra Ceramic,P06106NX,,20mm,117mm,125mm,,,,,,,Brembo,Prepared for wear indicator,22392,D1868 9098,With anti-squeal shimWith counterweights,,,,
ROLLS-ROYCE,CULLINAN (RR31),08/18,>,V12,08/18,>,420,571,Brake pads,Prime,P 06 109,,18mm,75 - 81mm,116mm,,,,,,,TRW,Prepared for wear indicator,"22039, 22040",D2059 9292,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,
ROLLS-ROYCE,CULLINAN (RR31),08/18,>,V12,08/18,>,420,571,Brake pads,Prime Ceramic,P06109N,,18mm,75 - 81mm,116mm,,,,,,,TRW,Prepared for wear indicator,"22039, 22040",D2059 9292,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,
ROLLS-ROYCE,CULLINAN (RR31),08/18,>,V12,08/18,>,420,571,UPGRADE GT kit,GT | BM8 | D,1Q1.9630A_,412mm,38mm,,,,,,,,,,,,,,,8,2 pieces,BM monoblock
ROLLS-ROYCE,CULLINAN (RR31),08/18,>,V12,08/18,>,420,571,UPGRADE GT kit,GT | BM8 | TY1,1Q2.9630A_,412mm,38mm,,,,,,,,,,,,,,,8,2 pieces,BM monoblock
ROLLS-ROYCE,CULLINAN (RR31),08/18,>,V12,08/19,>,441,600,Brake discs,Prime,09.D897.13,395mm,36mm,66mm,,5,Ventilated,67mm,"34,4mm",,1,,,,,,,,,
ROLLS-ROYCE,CULLINAN (RR31),08/18,>,V12,08/19,>,441,600,Brake discs,Prime,09.D898.13,395mm,36mm,66mm,,5,Ventilated,67mm,"34,4mm",,1,,,,,,,,,
ROLLS-ROYCE,CULLINAN (RR31),08/18,>,V12,08/19,>,441,600,Brake pads,Prime,P 06 106,,20mm,117mm,125mm,,,,,,,Brembo,Prepared for wear indicator,22392,D1868 9098,With anti-squeal shimWith counterweights,,,,
ROLLS-ROYCE,CULLINAN (RR31),08/18,>,V12,08/19,>,441,600,Brake pads,Prime Ceramic,P06106N,,20mm,117mm,125mm,,,,,,,Brembo,Prepared for wear indicator,22392,D1868 9098,With anti-squeal shimWith counterweights,,,,
ROLLS-ROYCE,CULLINAN (RR31),08/18,>,V12,08/19,>,441,600,Brake pads,Xtra Ceramic,P06106NX,,20mm,117mm,125mm,,,,,,,Brembo,Prepared for wear indicator,22392,D1868 9098,With anti-squeal shimWith counterweights,,,,
