brand,model,model_date_start,model_date_end,type,type_date_start,type_date_end,kw,cv,category,product_line,part_number,diameter,thickness,height,width,number_of_holes,brake_disc_type,centering,min_thickness,tightening_torque,units_per_box,braking_system,wear_indicator,wva_number,fmsi,accessories,position,caliper_pistons,disc_type,caliper_type
MINI,MINI (R56),11/05,01/14,Cooper D,02/11,11/13,82,112,Brake discs,Prime,09.A761.11,280mm,22mm,44mm,,4,Ventilated,64mm,"20,4mm",120Nm,2,,,,,,,
MINI,MINI (R56),11/05,01/14,Cooper D,02/11,11/13,82,112,Brake discs,Xtra,09.A761.1X,280mm,22mm,44mm,,4,Ventilated,64mm,"20,4mm",120Nm,2,,,,,,,
MINI,MINI (R56),11/05,01/14,Cooper D,02/11,11/13,82,112,Brake discs,Prime,09.A047.11,294mm,22mm,44mm,,4,Ventilated,64mm,"20,4mm",120Nm,2,,,,,,,
MINI,MINI (R56),11/05,01/14,Cooper D,02/11,11/13,82,112,Brake discs,Prime,09.A047.21,294mm,22mm,44mm,,4,Ventilated,64mm,"20,4mm",120Nm,2,,,,,,,
MINI,MINI (R56),11/05,01/14,Cooper D,02/11,11/13,82,112,Brake discs,Prime,09.B754.21,316mm,22mm,45mm,,4,Ventilated,64mm,"20,4mm",,2,,,,,,,
MINI,MINI (R56),11/05,01/14,Cooper D,02/11,11/13,82,112,Brake discs,Prime,08.9163.21,259mm,10mm,44mm,,4,Solid,64mm,"8,4mm",120Nm,2,,,,,,,
MINI,MINI (R56),11/05,01/14,Cooper D,02/11,11/13,82,112,Brake discs,Prime,08.C307.11,280mm,10mm,44mm,,4,Solid,64mm,"8,4mm",,2,,,,,,,
MINI,MINI (R56),11/05,01/14,Cooper D,02/11,11/13,82,112,Brake pads,Prime,P 06 034,,18mm,54 - 65mm,132mm,,,,,,,Lucas,Prepared for wear indicator,"23915, 23916",D1308 8423,With accessoriesWith anti-squeal shimWith brake caliper bolts,,
MINI,MINI (R56),11/05,01/14,Cooper D,02/11,11/13,82,112,Brake pads,Prime Ceramic,P06034N,,18mm,54 - 65mm,132mm,,,,,,,Lucas,Prepared for wear indicator,"23915, 23916",D1308 8423,With accessoriesWith anti-squeal shimWith brake caliper bolts,,
MINI,MINI (R56),11/05,01/14,Cooper D,02/11,11/13,82,112,Brake pads,Xtra,P 06 034X,,18mm,54 - 65mm,132mm,,,,,,,Lucas,Prepared for wear indicator,"23915, 23916",D1308 8423,With accessoriesWith anti-squeal shimWith brake caliper bolts,,
MINI,MINI (R56),11/05,01/14,Cooper D,02/11,11/13,82,112,Brake pads,Prime,P 06 052,,17mm,39 - 49mm,95mm,,,,,,,TRW,Prepared for wear indicator,"24289, 24290",D1309 8424,With accessoriesWith anti-squeal shimWith brake caliper bolts,,
MINI,MINI (R56),11/05,01/14,Cooper D,02/11,11/13,82,112,Brake pads,Prime Ceramic,P06052N,,17mm,39 - 49mm,95mm,,,,,,,TRW,Prepared for wear indicator,"24289, 24290",D1309 8424,With accessoriesWith anti-squeal shimWith brake caliper bolts,,
MINI,MINI (R56),11/05,01/14,Cooper D,02/11,11/13,82,112,Brake pads,Xtra,P 06 052X,,17mm,39 - 49mm,95mm,,,,,,,TRW,Prepared for wear indicator,"24289, 24290",D1309 8424,With accessoriesWith anti-squeal shimWith brake caliper bolts,,
MINI,MINI (R56),11/05,01/14,Cooper D,02/11,11/13,82,112,Brake pads,Prime,P 06 103,,16mm,39 - 49mm,95mm,,,,,,,TRW,Electric,"24289, 24290",D1309 8424,With accessoriesWith anti-squeal shimWith brake caliper bolts,,
MINI,MINI (R56),11/05,01/14,Cooper D,02/11,11/13,82,112,Brake pads,Prime Ceramic,P06103N,,16mm,39 - 49mm,95mm,,,,,,,TRW,Electric,"24289, 24290",D1309 8424,With accessoriesWith anti-squeal shimWith brake caliper bolts,,
MINI,MINI (R56),11/05,01/14,Wear indicator,02/11,11/13,82,112,Brake pad accessories,Prime,A 00 446,,,,,,,,,,,,,,,,,815mm
MINI,MINI (R56),11/05,01/14,Wear indicator,02/11,11/13,82,112,Brake pad accessories,Prime,A 00 447,,,,,,,,,,,,,,,,,1140mm
MINI,MINI (R56),11/05,01/14,Cooper D,11/06,09/10,80,109,Brake discs,Prime,09.A761.11,280mm,22mm,44mm,,4,Ventilated,64mm,"20,4mm",120Nm,2,,,,,,,
MINI,MINI (R56),11/05,01/14,Cooper D,11/06,09/10,80,109,Brake discs,Xtra,09.A761.1X,280mm,22mm,44mm,,4,Ventilated,64mm,"20,4mm",120Nm,2,,,,,,,
MINI,MINI (R56),11/05,01/14,Cooper D,11/06,09/10,80,109,Brake discs,Prime,09.A047.11,294mm,22mm,44mm,,4,Ventilated,64mm,"20,4mm",120Nm,2,,,,,,,
MINI,MINI (R56),11/05,01/14,Cooper D,11/06,09/10,80,109,Brake discs,Prime,09.A047.21,294mm,22mm,44mm,,4,Ventilated,64mm,"20,4mm",120Nm,2,,,,,,,
MINI,MINI (R56),11/05,01/14,Cooper D,11/06,09/10,80,109,Brake discs,Prime,09.B754.21,316mm,22mm,45mm,,4,Ventilated,64mm,"20,4mm",,2,,,,,,,
MINI,MINI (R56),11/05,01/14,Cooper D,11/06,09/10,80,109,Brake discs,Prime,08.9163.11,259mm,10mm,44mm,,4,Solid,64mm,"8,4mm",120Nm,2,,,,,,,
MINI,MINI (R56),11/05,01/14,Cooper D,11/06,09/10,80,109,Brake discs,Max,08.9163.75,259mm,10mm,44mm,,4,Solid,64mm,"8,4mm",120Nm,2,,,,,,,
MINI,MINI (R56),11/05,01/14,Cooper D,11/06,09/10,80,109,Brake discs,Xtra,08.9163.1X,259mm,10mm,44mm,,4,Solid,64mm,"8,4mm",120Nm,2,,,,,,,
MINI,MINI (R56),11/05,01/14,Cooper D,11/06,09/10,80,109,Brake discs,Prime,08.9163.21,259mm,10mm,44mm,,4,Solid,64mm,"8,4mm",120Nm,2,,,,,,,
MINI,MINI (R56),11/05,01/14,Cooper D,11/06,09/10,80,109,Brake discs,Prime,08.C307.11,280mm,10mm,44mm,,4,Solid,64mm,"8,4mm",,2,,,,,,,
MINI,MINI (R56),11/05,01/14,Cooper D,11/06,09/10,80,109,Brake pads,Prime,P 06 034,,18mm,54 - 65mm,132mm,,,,,,,Lucas,Prepared for wear indicator,"23915, 23916",D1308 8423,With accessoriesWith anti-squeal shimWith brake caliper bolts,,
MINI,MINI (R56),11/05,01/14,Cooper D,11/06,09/10,80,109,Brake pads,Prime Ceramic,P06034N,,18mm,54 - 65mm,132mm,,,,,,,Lucas,Prepared for wear indicator,"23915, 23916",D1308 8423,With accessoriesWith anti-squeal shimWith brake caliper bolts,,
MINI,MINI (R56),11/05,01/14,Cooper D,11/06,09/10,80,109,Brake pads,Xtra,P 06 034X,,18mm,54 - 65mm,132mm,,,,,,,Lucas,Prepared for wear indicator,"23915, 23916",D1308 8423,With accessoriesWith anti-squeal shimWith brake caliper bolts,,
MINI,MINI (R56),11/05,01/14,Cooper D,11/06,09/10,80,109,Brake pads,Prime,P 06 052,,17mm,39 - 49mm,95mm,,,,,,,TRW,Prepared for wear indicator,"24289, 24290",D1309 8424,With accessoriesWith anti-squeal shimWith brake caliper bolts,,
MINI,MINI (R56),11/05,01/14,Cooper D,11/06,09/10,80,109,Brake pads,Prime Ceramic,P06052N,,17mm,39 - 49mm,95mm,,,,,,,TRW,Prepared for wear indicator,"24289, 24290",D1309 8424,With accessoriesWith anti-squeal shimWith brake caliper bolts,,
MINI,MINI (R56),11/05,01/14,Cooper D,11/06,09/10,80,109,Brake pads,Xtra,P 06 052X,,17mm,39 - 49mm,95mm,,,,,,,TRW,Prepared for wear indicator,"24289, 24290",D1309 8424,With accessoriesWith anti-squeal shimWith brake caliper bolts,,
MINI,MINI (R56),11/05,01/14,Cooper D,11/06,09/10,80,109,Brake pads,Prime,P 06 103,,16mm,39 - 49mm,95mm,,,,,,,TRW,Electric,"24289, 24290",D1309 8424,With accessoriesWith anti-squeal shimWith brake caliper bolts,,
MINI,MINI (R56),11/05,01/14,Cooper D,11/06,09/10,80,109,Brake pads,Prime Ceramic,P06103N,,16mm,39 - 49mm,95mm,,,,,,,TRW,Electric,"24289, 24290",D1309 8424,With accessoriesWith anti-squeal shimWith brake caliper bolts,,
MINI,MINI (R56),11/05,01/14,Wear indicator,11/06,09/10,80,109,Brake pad accessories,Prime,A 00 299,,,,,,,,,,,,,,,,,807mm
MINI,MINI (R56),11/05,01/14,Wear indicator,11/06,09/10,80,109,Brake pad accessories,Prime,A 00 446,,,,,,,,,,,,,,,,,815mm
MINI,MINI (R56),11/05,01/14,Wear indicator,11/06,09/10,80,109,Brake pad accessories,Prime,A 00 298,,,,,,,,,,,,,,,,,1127mm
MINI,MINI (R56),11/05,01/14,Wear indicator,11/06,09/10,80,109,Brake pad accessories,Prime,A 00 447,,,,,,,,,,,,,,,,,1140mm
MINI,MINI (R56),11/05,01/14,Cooper D,06/10,11/13,82,112,Brake discs,Prime,09.A761.11,280mm,22mm,44mm,,4,Ventilated,64mm,"20,4mm",120Nm,2,,,,,,,
MINI,MINI (R56),11/05,01/14,Cooper D,06/10,11/13,82,112,Brake discs,Xtra,09.A761.1X,280mm,22mm,44mm,,4,Ventilated,64mm,"20,4mm",120Nm,2,,,,,,,
MINI,MINI (R56),11/05,01/14,Cooper D,06/10,11/13,82,112,Brake discs,Prime,09.A047.11,294mm,22mm,44mm,,4,Ventilated,64mm,"20,4mm",120Nm,2,,,,,,,
MINI,MINI (R56),11/05,01/14,Cooper D,06/10,11/13,82,112,Brake discs,Prime,09.A047.21,294mm,22mm,44mm,,4,Ventilated,64mm,"20,4mm",120Nm,2,,,,,,,
MINI,MINI (R56),11/05,01/14,Cooper D,06/10,11/13,82,112,Brake discs,Prime,09.B754.21,316mm,22mm,45mm,,4,Ventilated,64mm,"20,4mm",,2,,,,,,,
MINI,MINI (R56),11/05,01/14,Cooper D,06/10,11/13,82,112,Brake discs,Prime,08.9163.21,259mm,10mm,44mm,,4,Solid,64mm,"8,4mm",120Nm,2,,,,,,,
MINI,MINI (R56),11/05,01/14,Cooper D,06/10,11/13,82,112,Brake discs,Prime,08.C307.11,280mm,10mm,44mm,,4,Solid,64mm,"8,4mm",,2,,,,,,,
MINI,MINI (R56),11/05,01/14,Cooper D,06/10,11/13,82,112,Brake pads,Prime,P 06 068,,15mm,76mm,121mm,,,,,,,Brembo,Prepared for wear indicator,24478,D1403 8511,With anti-squeal shim,,
MINI,MINI (R56),11/05,01/14,Cooper D,06/10,11/13,82,112,Brake pads,Prime Ceramic,P06068N,,15mm,76mm,121mm,,,,,,,Brembo,Prepared for wear indicator,24478,D1403 8511,With anti-squeal shim,,
MINI,MINI (R56),11/05,01/14,Cooper D,06/10,11/13,82,112,Brake pads,Prime,P 06 034,,18mm,54 - 65mm,132mm,,,,,,,Lucas,Prepared for wear indicator,"23915, 23916",D1308 8423,With accessoriesWith anti-squeal shimWith brake caliper bolts,,
MINI,MINI (R56),11/05,01/14,Cooper D,06/10,11/13,82,112,Brake pads,Prime Ceramic,P06034N,,18mm,54 - 65mm,132mm,,,,,,,Lucas,Prepared for wear indicator,"23915, 23916",D1308 8423,With accessoriesWith anti-squeal shimWith brake caliper bolts,,
MINI,MINI (R56),11/05,01/14,Cooper D,06/10,11/13,82,112,Brake pads,Xtra,P 06 034X,,18mm,54 - 65mm,132mm,,,,,,,Lucas,Prepared for wear indicator,"23915, 23916",D1308 8423,With accessoriesWith anti-squeal shimWith brake caliper bolts,,
MINI,MINI (R56),11/05,01/14,Cooper D,06/10,11/13,82,112,Brake pads,Prime,P 06 086,,18mm,63 - 71mm,132mm,,,,,,,Lucas,Prepared for wear indicator,"23984, 23985",D1204 8324,With accessoriesWith anti-squeal shimWith brake caliper bolts,,
MINI,MINI (R56),11/05,01/14,Cooper D,06/10,11/13,82,112,Brake pads,Prime Ceramic,P06086N,,18mm,63 - 71mm,132mm,,,,,,,Lucas,Prepared for wear indicator,"23984, 23985",D1204 8324,With accessoriesWith anti-squeal shimWith brake caliper bolts,,
MINI,MINI (R56),11/05,01/14,Cooper D,06/10,11/13,82,112,Brake pads,Prime,P 06 052,,17mm,39 - 49mm,95mm,,,,,,,TRW,Prepared for wear indicator,"24289, 24290",D1309 8424,With accessoriesWith anti-squeal shimWith brake caliper bolts,,
MINI,MINI (R56),11/05,01/14,Cooper D,06/10,11/13,82,112,Brake pads,Prime Ceramic,P06052N,,17mm,39 - 49mm,95mm,,,,,,,TRW,Prepared for wear indicator,"24289, 24290",D1309 8424,With accessoriesWith anti-squeal shimWith brake caliper bolts,,
MINI,MINI (R56),11/05,01/14,Cooper D,06/10,11/13,82,112,Brake pads,Xtra,P 06 052X,,17mm,39 - 49mm,95mm,,,,,,,TRW,Prepared for wear indicator,"24289, 24290",D1309 8424,With accessoriesWith anti-squeal shimWith brake caliper bolts,,
MINI,MINI (R56),11/05,01/14,Cooper D,06/10,11/13,82,112,Brake pads,Prime,P 06 103,,16mm,39 - 49mm,95mm,,,,,,,TRW,Electric,"24289, 24290",D1309 8424,With accessoriesWith anti-squeal shimWith brake caliper bolts,,
MINI,MINI (R56),11/05,01/14,Cooper D,06/10,11/13,82,112,Brake pads,Prime Ceramic,P06103N,,16mm,39 - 49mm,95mm,,,,,,,TRW,Electric,"24289, 24290",D1309 8424,With accessoriesWith anti-squeal shimWith brake caliper bolts,,
MINI,MINI (R56),11/05,01/14,Wear indicator,06/10,11/13,82,112,Brake pad accessories,Prime,A 00 299,,,,,,,,,,,,,,,,,807mm
MINI,MINI (R56),11/05,01/14,Wear indicator,06/10,11/13,82,112,Brake pad accessories,Prime,A 00 446,,,,,,,,,,,,,,,,,815mm
MINI,MINI (R56),11/05,01/14,Wear indicator,06/10,11/13,82,112,Brake pad accessories,Prime,A 00 298,,,,,,,,,,,,,,,,,1127mm
MINI,MINI (R56),11/05,01/14,Wear indicator,06/10,11/13,82,112,Brake pad accessories,Prime,A 00 447,,,,,,,,,,,,,,,,,1140mm
MINI,MINI (R56),11/05,01/14,Cooper S,10/06,02/10,128,174,Brake discs,Prime,09.A047.11,294mm,22mm,44mm,,4,Ventilated,64mm,"20,4mm",120Nm,2,,,,,,,,,,
MINI,MINI (R56),11/05,01/14,Cooper S,10/06,02/10,128,174,Brake discs,Prime,09.A047.21,294mm,22mm,44mm,,4,Ventilated,64mm,"20,4mm",120Nm,2,,,,,,,,,,
MINI,MINI (R56),11/05,01/14,Cooper S,10/06,02/10,128,174,Brake discs,Prime,09.A047.31,294mm,22mm,44mm,,4,Ventilated,64mm,"20,4mm",120Nm,2,,,,,,,,,,
MINI,MINI (R56),11/05,01/14,Cooper S,10/06,02/10,128,174,Brake discs,Xtra,09.A047.3X,294mm,22mm,44mm,,4,Ventilated,64mm,"20,4mm",120Nm,2,,,,,,,,,,
MINI,MINI (R56),11/05,01/14,Cooper S,10/06,02/10,128,174,Brake discs,Prime,09.B754.21,316mm,22mm,45mm,,4,Ventilated,64mm,"20,4mm",,2,,,,,,,,,,
MINI,MINI (R56),11/05,01/14,Cooper S,10/06,02/10,128,174,Brake discs,Prime,08.9163.21,259mm,10mm,44mm,,4,Solid,64mm,"8,4mm",120Nm,2,,,,,,,,,,
MINI,MINI (R56),11/05,01/14,Cooper S,10/06,02/10,128,174,Brake discs,Prime,08.C307.11,280mm,10mm,44mm,,4,Solid,64mm,"8,4mm",,2,,,,,,,,,,
MINI,MINI (R56),11/05,01/14,Cooper S,10/06,02/10,128,174,Brake pads,Prime,P 06 086,,18mm,63 - 71mm,132mm,,,,,,,Lucas,Prepared for wear indicator,"23984, 23985",D1204 8324,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,,
MINI,MINI (R56),11/05,01/14,Cooper S,10/06,02/10,128,174,Brake pads,Prime Ceramic,P06086N,,18mm,63 - 71mm,132mm,,,,,,,Lucas,Prepared for wear indicator,"23984, 23985",D1204 8324,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,,
MINI,MINI (R56),11/05,01/14,Cooper S,10/06,02/10,128,174,Brake pads,Prime,P 06 052,,17mm,39 - 49mm,95mm,,,,,,,TRW,Prepared for wear indicator,"24289, 24290",D1309 8424,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,,
MINI,MINI (R56),11/05,01/14,Cooper S,10/06,02/10,128,174,Brake pads,Prime Ceramic,P06052N,,17mm,39 - 49mm,95mm,,,,,,,TRW,Prepared for wear indicator,"24289, 24290",D1309 8424,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,,
MINI,MINI (R56),11/05,01/14,Cooper S,10/06,02/10,128,174,Brake pads,Xtra,P 06 052X,,17mm,39 - 49mm,95mm,,,,,,,TRW,Prepared for wear indicator,"24289, 24290",D1309 8424,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,,
MINI,MINI (R56),11/05,01/14,Cooper S,10/06,02/10,128,174,Brake pads,Prime,P 06 103,,16mm,39 - 49mm,95mm,,,,,,,TRW,Electric,"24289, 24290",D1309 8424,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,,
MINI,MINI (R56),11/05,01/14,Cooper S,10/06,02/10,128,174,Brake pads,Prime Ceramic,P06103N,,16mm,39 - 49mm,95mm,,,,,,,TRW,Electric,"24289, 24290",D1309 8424,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,,
MINI,MINI (R56),11/05,01/14,Wear indicator,10/06,02/10,128,174,Brake pad accessories,Prime,A 00 299,,,,,,,,,,,,,,,,,807mm,,,
MINI,MINI (R56),11/05,01/14,Wear indicator,10/06,02/10,128,174,Brake pad accessories,Prime,A 00 298,,,,,,,,,,,,,,,,,1127mm,,,
MINI,MINI (R56),11/05,01/14,Cooper S,10/06,02/10,128,174,UPGRADE GT kit,GT | A4 | D,1A1.6029A_,328mm,28mm,,,,,,,,,,,,,,,,4,2 pieces,2 pieces
MINI,MINI (R56),11/05,01/14,Cooper S,10/06,02/10,128,174,UPGRADE GT kit,GT | A4 | TY1,1A2.6029A_,328mm,28mm,,,,,,,,,,,,,,,,4,2 pieces,2 pieces
MINI,MINI (R56),11/05,01/14,Cooper S,03/10,11/13,135,184,Brake discs,Prime,09.A047.11,294mm,22mm,44mm,,4,Ventilated,64mm,"20,4mm",120Nm,2,,,,,,,,,,
MINI,MINI (R56),11/05,01/14,Cooper S,03/10,11/13,135,184,Brake discs,Prime,09.A047.21,294mm,22mm,44mm,,4,Ventilated,64mm,"20,4mm",120Nm,2,,,,,,,,,,
MINI,MINI (R56),11/05,01/14,Cooper S,03/10,11/13,135,184,Brake discs,Prime,09.A047.31,294mm,22mm,44mm,,4,Ventilated,64mm,"20,4mm",120Nm,2,,,,,,,,,,
MINI,MINI (R56),11/05,01/14,Cooper S,03/10,11/13,135,184,Brake discs,Xtra,09.A047.3X,294mm,22mm,44mm,,4,Ventilated,64mm,"20,4mm",120Nm,2,,,,,,,,,,
MINI,MINI (R56),11/05,01/14,Cooper S,03/10,11/13,135,184,Brake discs,Prime,09.B754.21,316mm,22mm,45mm,,4,Ventilated,64mm,"20,4mm",,2,,,,,,,,,,
MINI,MINI (R56),11/05,01/14,Cooper S,03/10,11/13,135,184,Brake discs,Prime,08.9163.21,259mm,10mm,44mm,,4,Solid,64mm,"8,4mm",120Nm,2,,,,,,,,,,
MINI,MINI (R56),11/05,01/14,Cooper S,03/10,11/13,135,184,Brake discs,Prime,08.C307.11,280mm,10mm,44mm,,4,Solid,64mm,"8,4mm",,2,,,,,,,,,,
MINI,MINI (R56),11/05,01/14,Cooper S,03/10,11/13,135,184,Brake pads,Prime,P 06 051,,18mm,63 - 71mm,132mm,,,,,,,TRW,Prepared for wear indicator,"23984, 23985",D1204 8324,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,,
MINI,MINI (R56),11/05,01/14,Cooper S,03/10,11/13,135,184,Brake pads,Prime Ceramic,P06051N,,18mm,63 - 71mm,132mm,,,,,,,TRW,Prepared for wear indicator,"23984, 23985",D1204 8324,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,,
MINI,MINI (R56),11/05,01/14,Cooper S,03/10,11/13,135,184,Brake pads,Xtra,P 06 051X,,18mm,63 - 71mm,132mm,,,,,,,TRW,Prepared for wear indicator,"23984, 23985",D1204 8324,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,,
MINI,MINI (R56),11/05,01/14,Cooper S,03/10,11/13,135,184,Brake pads,Prime,P 06 086,,18mm,63 - 71mm,132mm,,,,,,,Lucas,Prepared for wear indicator,"23984, 23985",D1204 8324,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,,
MINI,MINI (R56),11/05,01/14,Cooper S,03/10,11/13,135,184,Brake pads,Prime Ceramic,P06086N,,18mm,63 - 71mm,132mm,,,,,,,Lucas,Prepared for wear indicator,"23984, 23985",D1204 8324,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,,
MINI,MINI (R56),11/05,01/14,Cooper S,03/10,11/13,135,184,Brake pads,Prime,P 06 052,,17mm,39 - 49mm,95mm,,,,,,,TRW,Prepared for wear indicator,"24289, 24290",D1309 8424,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,,
MINI,MINI (R56),11/05,01/14,Cooper S,03/10,11/13,135,184,Brake pads,Prime Ceramic,P06052N,,17mm,39 - 49mm,95mm,,,,,,,TRW,Prepared for wear indicator,"24289, 24290",D1309 8424,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,,
MINI,MINI (R56),11/05,01/14,Cooper S,03/10,11/13,135,184,Brake pads,Xtra,P 06 052X,,17mm,39 - 49mm,95mm,,,,,,,TRW,Prepared for wear indicator,"24289, 24290",D1309 8424,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,,
MINI,MINI (R56),11/05,01/14,Cooper S,03/10,11/13,135,184,Brake pads,Prime,P 06 103,,16mm,39 - 49mm,95mm,,,,,,,TRW,Electric,"24289, 24290",D1309 8424,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,,
MINI,MINI (R56),11/05,01/14,Cooper S,03/10,11/13,135,184,Brake pads,Prime Ceramic,P06103N,,16mm,39 - 49mm,95mm,,,,,,,TRW,Electric,"24289, 24290",D1309 8424,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,,
MINI,MINI (R56),11/05,01/14,Wear indicator,03/10,11/13,135,184,Brake pad accessories,Prime,A 00 299,,,,,,,,,,,,,,,,,807mm,,,
MINI,MINI (R56),11/05,01/14,Wear indicator,03/10,11/13,135,184,Brake pad accessories,Prime,A 00 446,,,,,,,,,,,,,,,,,815mm,,,
MINI,MINI (R56),11/05,01/14,Wear indicator,03/10,11/13,135,184,Brake pad accessories,Prime,A 00 298,,,,,,,,,,,,,,,,,1127mm,,,
MINI,MINI (R56),11/05,01/14,Wear indicator,03/10,11/13,135,184,Brake pad accessories,Prime,A 00 447,,,,,,,,,,,,,,,,,1140mm,,,
MINI,MINI (R56),11/05,01/14,Cooper S,03/10,11/13,135,184,UPGRADE GT kit,GT | A4 | D,1A1.6029A_,328mm,28mm,,,,,,,,,,,,,,,,4,2 pieces,2 pieces
MINI,MINI (R56),11/05,01/14,Cooper S,03/10,11/13,135,184,UPGRADE GT kit,GT | A4 | TY1,1A2.6029A_,328mm,28mm,,,,,,,,,,,,,,,,4,2 pieces,2 pieces
MINI,MINI (R56),11/05,01/14,Cooper SD,02/11,11/13,100,136,Brake discs,Prime,09.A761.11,280mm,22mm,44mm,,4,Ventilated,64mm,"20,4mm",120Nm,2,,,,,,,
MINI,MINI (R56),11/05,01/14,Cooper SD,02/11,11/13,100,136,Brake discs,Xtra,09.A761.1X,280mm,22mm,44mm,,4,Ventilated,64mm,"20,4mm",120Nm,2,,,,,,,
MINI,MINI (R56),11/05,01/14,Cooper SD,02/11,11/13,100,136,Brake discs,Prime,09.A047.11,294mm,22mm,44mm,,4,Ventilated,64mm,"20,4mm",120Nm,2,,,,,,,
MINI,MINI (R56),11/05,01/14,Cooper SD,02/11,11/13,100,136,Brake discs,Prime,09.A047.21,294mm,22mm,44mm,,4,Ventilated,64mm,"20,4mm",120Nm,2,,,,,,,
MINI,MINI (R56),11/05,01/14,Cooper SD,02/11,11/13,100,136,Brake discs,Prime,09.B754.21,316mm,22mm,45mm,,4,Ventilated,64mm,"20,4mm",,2,,,,,,,
MINI,MINI (R56),11/05,01/14,Cooper SD,02/11,11/13,100,136,Brake discs,Prime,08.9163.21,259mm,10mm,44mm,,4,Solid,64mm,"8,4mm",120Nm,2,,,,,,,
MINI,MINI (R56),11/05,01/14,Cooper SD,02/11,11/13,100,136,Brake discs,Prime,08.C307.11,280mm,10mm,44mm,,4,Solid,64mm,"8,4mm",,2,,,,,,,
MINI,MINI (R56),11/05,01/14,Cooper SD,02/11,11/13,100,136,Brake pads,Prime,P 06 034,,18mm,54 - 65mm,132mm,,,,,,,Lucas,Prepared for wear indicator,"23915, 23916",D1308 8423,With accessoriesWith anti-squeal shimWith brake caliper bolts,,
MINI,MINI (R56),11/05,01/14,Cooper SD,02/11,11/13,100,136,Brake pads,Prime Ceramic,P06034N,,18mm,54 - 65mm,132mm,,,,,,,Lucas,Prepared for wear indicator,"23915, 23916",D1308 8423,With accessoriesWith anti-squeal shimWith brake caliper bolts,,
MINI,MINI (R56),11/05,01/14,Cooper SD,02/11,11/13,100,136,Brake pads,Xtra,P 06 034X,,18mm,54 - 65mm,132mm,,,,,,,Lucas,Prepared for wear indicator,"23915, 23916",D1308 8423,With accessoriesWith anti-squeal shimWith brake caliper bolts,,
MINI,MINI (R56),11/05,01/14,Cooper SD,02/11,11/13,100,136,Brake pads,Prime,P 06 052,,17mm,39 - 49mm,95mm,,,,,,,TRW,Prepared for wear indicator,"24289, 24290",D1309 8424,With accessoriesWith anti-squeal shimWith brake caliper bolts,,
MINI,MINI (R56),11/05,01/14,Cooper SD,02/11,11/13,100,136,Brake pads,Prime Ceramic,P06052N,,17mm,39 - 49mm,95mm,,,,,,,TRW,Prepared for wear indicator,"24289, 24290",D1309 8424,With accessoriesWith anti-squeal shimWith brake caliper bolts,,
MINI,MINI (R56),11/05,01/14,Cooper SD,02/11,11/13,100,136,Brake pads,Xtra,P 06 052X,,17mm,39 - 49mm,95mm,,,,,,,TRW,Prepared for wear indicator,"24289, 24290",D1309 8424,With accessoriesWith anti-squeal shimWith brake caliper bolts,,
MINI,MINI (R56),11/05,01/14,Cooper SD,02/11,11/13,100,136,Brake pads,Prime,P 06 103,,16mm,39 - 49mm,95mm,,,,,,,TRW,Electric,"24289, 24290",D1309 8424,With accessoriesWith anti-squeal shimWith brake caliper bolts,,
MINI,MINI (R56),11/05,01/14,Cooper SD,02/11,11/13,100,136,Brake pads,Prime Ceramic,P06103N,,16mm,39 - 49mm,95mm,,,,,,,TRW,Electric,"24289, 24290",D1309 8424,With accessoriesWith anti-squeal shimWith brake caliper bolts,,
MINI,MINI (R56),11/05,01/14,Wear indicator,02/11,11/13,100,136,Brake pad accessories,Prime,A 00 446,,,,,,,,,,,,,,,,,815mm
MINI,MINI (R56),11/05,01/14,Wear indicator,02/11,11/13,100,136,Brake pad accessories,Prime,A 00 447,,,,,,,,,,,,,,,,,1140mm
MINI,MINI (R56),11/05,01/14,John Cooper Works,11/07,11/13,155,211,Brake discs,Prime,09.B754.11,316mm,22mm,45mm,,4,Ventilated,64mm,"20,4mm",,2,,,,,,,
MINI,MINI (R56),11/05,01/14,John Cooper Works,11/07,11/13,155,211,Brake discs,Prime,09.B754.21,316mm,22mm,45mm,,4,Ventilated,64mm,"20,4mm",,2,,,,,,,
MINI,MINI (R56),11/05,01/14,John Cooper Works,11/07,11/13,155,211,Brake discs,Prime,09.B956.11,330mm,26mm,45mm,,4,Ventilated,64mm,"24,4mm",,1,,,,,,,
