brand,model,model_date_start,model_date_end,type,type_date_start,type_date_end,kw,cv,category,product_line,part_number,diameter,thickness,height,width,number_of_holes,brake_disc_type,centering,min_thickness,tightening_torque,units_per_box,braking_system,wear_indicator,wva_number,fmsi,accessories,position
WOLSELEY,1300,01/61,12/73,1.3,01/68,10/71,43,58,Brake discs,Prime,08.1980.10,213mm,11mm,61mm,,4,Solid,56mm,"10,2mm",,2,,,,,,
WOLSELEY,1300,01/61,12/73,1.3 TC,10/71,10/73,48,65,Brake discs,Prime,08.1980.10,213mm,11mm,61mm,,4,Solid,56mm,"10,2mm",,2,,,,,,
WOLSELEY,18/85,08/69,12/72,1.8,08/69,12/72,64,87,Brake discs,Prime,08.2632.10,246mm,"9,6mm",57mm,,4,Solid,56mm,"8,6mm",,2,,,,,,
WOLSELEY,18/85,08/69,12/72,1.8 S,01/70,12/72,71,97,Brake discs,Prime,08.2632.10,246mm,"9,6mm",57mm,,4,Solid,56mm,"8,6mm",,2,,,,,,
