brand,model,model_date_start,model_date_end,type,type_date_start,type_date_end,kw,cv,category,product_line,part_number,diameter,thickness,height,width,number_of_holes,brake_disc_type,centering,min_thickness,tightening_torque,units_per_box,braking_system,wear_indicator,wva_number,fmsi,accessories,position,max_diameter
LAND ROVER,DISCOVERY III (L319),07/04,09/09,Wear indicator,07/04,09/09,220,299,Brake pad accessories,Prime,A 00 267,,,,,,,,,,,,,,,,,1184mm,,,
LAND ROVER,DISCOVERY III (L319),07/04,09/09,Wear indicator,07/04,09/09,220,299,Brake pad accessories,Prime,A 00 265,,,,,,,,,,,,,,,,,1178mm,,,
LAND ROVER,DISCOVERY III (L319),07/04,09/09,4.4 4x4,07/04,09/09,220,299,UPGRADE GT kit,GT | A6 | D,1J1.9005A_,380mm,34mm,,,,,,,,,,,,,,,,6,2 pieces,2 pieces
LAND ROVER,DISCOVERY III (L319),07/04,09/09,4.4 4x4,07/04,09/09,220,299,UPGRADE GT kit,GT | A6 | TY1,1J2.9005A_,380mm,34mm,,,,,,,,,,,,,,,,6,2 pieces,2 pieces
LAND ROVER,DISCOVERY III (L319),07/04,09/09,4.4 4x4,07/04,09/09,220,299,UPGRADE GT kit,GT | A6 | TY3,1J3.9005A_,380mm,34mm,,,,,,,,,,,,,,,,6,2 pieces,2 pieces
LAND ROVER,DISCOVERY III (L319),07/04,09/09,4.4 4x4,07/04,09/09,220,299,UPGRADE GT kit,GT | M4 | D,2P1.9020A_,380mm,28mm,,,,,,,,,,,,,,,,4,2 pieces,Monoblock
LAND ROVER,DISCOVERY III (L319),07/04,09/09,4.4 4x4,07/04,09/09,220,299,UPGRADE GT kit,GT | M4 | TY1,2P2.9020A_,380mm,28mm,,,,,,,,,,,,,,,,4,2 pieces,Monoblock
LAND ROVER,DISCOVERY III (L319),07/04,09/09,4.4 4x4,07/04,09/09,220,299,UPGRADE GT kit,GT | M4 | TY3,2P3.9020A_,380mm,28mm,,,,,,,,,,,,,,,,4,2 pieces,Monoblock
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,2.7 TD 4x4,09/09,12/18,140,190,Brake discs,Prime,09.8873.31,317mm,30mm,62mm,,5,Ventilated,79mm,27mm,140Nm,1,,,,,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,2.7 TD 4x4,09/09,12/18,140,190,Brake discs,Prime,09.B858.11,360mm,30mm,62mm,,5,Ventilated,79mm,27mm,135Nm,1,,,,,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,2.7 TD 4x4,09/09,12/18,140,190,Brake discs,Xtra,09.B858.1X,360mm,30mm,62mm,,5,Ventilated,79mm,27mm,135Nm,1,,,,,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,2.7 TD 4x4,09/09,12/18,140,190,Brake discs,Prime,09.8874.31,325mm,20mm,59mm,,5,Ventilated,79mm,17mm,140Nm,2,,,,,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,2.7 TD 4x4,09/09,12/18,140,190,Brake discs,Prime,09.8876.31,350mm,20mm,59mm,,5,Ventilated,79mm,17mm,140Nm,2,,,,,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,2.7 TD 4x4,09/09,12/18,140,190,Brake pads,Prime,P 44 014,,18mm,59mm,163mm,,,,,,,Lucas,Prepared for wear indicator,24191,D1098 8202,With accessoriesWith anti-squeal shimWith brake caliper bolts,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,2.7 TD 4x4,09/09,12/18,140,190,Brake pads,Prime Ceramic,P44014N,,18mm,59mm,163mm,,,,,,,Lucas,Prepared for wear indicator,24191,D1098 8202,With accessoriesWith anti-squeal shimWith brake caliper bolts,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,2.7 TD 4x4,09/09,12/18,140,190,Brake pads,Prime,P 44 013,,17mm,46mm,117mm,,,,,,,Lucas,Prepared for wear indicator,24192,"D1099 8203, D1099 8666",With accessoriesWith anti-squeal shimWith brake caliper bolts,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,2.7 TD 4x4,09/09,12/18,140,190,Brake pads,Prime Ceramic,P44013N,,17mm,46mm,117mm,,,,,,,Lucas,Prepared for wear indicator,24192,"D1099 8203, D1099 8666",With accessoriesWith anti-squeal shimWith brake caliper bolts,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,2.7 TD 4x4,09/09,12/18,140,190,Brake pads,Xtra,P 44 013X,,17mm,46mm,117mm,,,,,,,Lucas,Prepared for wear indicator,24192,"D1099 8203, D1099 8666",With accessoriesWith anti-squeal shimWith brake caliper bolts,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,Wear indicator,09/09,12/18,140,190,Brake pad accessories,Prime,A 00 267,,,,,,,,,,,,,,,,,1184mm
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,Wear indicator,09/09,12/18,140,190,Brake pad accessories,Prime,A 00 265,,,,,,,,,,,,,,,,,1178mm
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 4x4,08/13,12/18,250,340,Brake discs,Prime,09.8873.31,317mm,30mm,62mm,,5,Ventilated,79mm,27mm,140Nm,1,,,,,,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 4x4,08/13,12/18,250,340,Brake discs,Prime,09.B858.11,360mm,30mm,62mm,,5,Ventilated,79mm,27mm,135Nm,1,,,,,,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 4x4,08/13,12/18,250,340,Brake discs,Xtra,09.B858.1X,360mm,30mm,62mm,,5,Ventilated,79mm,27mm,135Nm,1,,,,,,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 4x4,08/13,12/18,250,340,Brake discs,Prime,09.8874.31,325mm,20mm,59mm,,5,Ventilated,79mm,17mm,140Nm,2,,,,,,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 4x4,08/13,12/18,250,340,Brake discs,Prime,09.8876.31,350mm,20mm,59mm,,5,Ventilated,79mm,17mm,140Nm,2,,,,,,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 4x4,08/13,12/18,250,340,Brake pads,Prime,P 44 014,,18mm,59mm,163mm,,,,,,,Lucas,Prepared for wear indicator,24191,D1098 8202,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 4x4,08/13,12/18,250,340,Brake pads,Prime Ceramic,P44014N,,18mm,59mm,163mm,,,,,,,Lucas,Prepared for wear indicator,24191,D1098 8202,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 4x4,08/13,12/18,250,340,Brake pads,Prime,P 44 022,,19mm,72mm,193mm,,,,,,,TRW,Prepared for wear indicator,"25021, 25022, 25203, 25204",D1479 8542,With accessoriesWith anti-squeal shimWith brake caliper bolts,,Yes,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 4x4,08/13,12/18,250,340,Brake pads,Prime Ceramic,P44022N,,19mm,72mm,193mm,,,,,,,TRW,Prepared for wear indicator,"25021, 25022, 25203, 25204",D1479 8542,With accessoriesWith anti-squeal shimWith brake caliper bolts,,Yes,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 4x4,08/13,12/18,250,340,Brake pads,Xtra Ceramic,P44022NX,,19mm,72mm,193mm,,,,,,,TRW,Prepared for wear indicator,"25021, 25022, 25203, 25204",D1479 8542,With accessoriesWith anti-squeal shimWith brake caliper bolts,,Yes,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 4x4,08/13,12/18,250,340,Brake pads,Prime,P 44 013,,17mm,46mm,117mm,,,,,,,Lucas,Prepared for wear indicator,24192,"D1099 8203, D1099 8666",With accessoriesWith anti-squeal shimWith brake caliper bolts,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 4x4,08/13,12/18,250,340,Brake pads,Prime Ceramic,P44013N,,17mm,46mm,117mm,,,,,,,Lucas,Prepared for wear indicator,24192,"D1099 8203, D1099 8666",With accessoriesWith anti-squeal shimWith brake caliper bolts,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 4x4,08/13,12/18,250,340,Brake pads,Xtra,P 44 013X,,17mm,46mm,117mm,,,,,,,Lucas,Prepared for wear indicator,24192,"D1099 8203, D1099 8666",With accessoriesWith anti-squeal shimWith brake caliper bolts,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 4x4,08/13,12/18,250,340,Brake pads,Prime,P 44 019,,17mm,46mm,117mm,,,,,,,Lucas,Prepared for wear indicator,24192,"D1099 8541, D1099 8666",With accessoriesWith anti-squeal shimWith brake caliper bolts,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 4x4,08/13,12/18,250,340,Brake pads,Prime Ceramic,P44019N,,17mm,46mm,117mm,,,,,,,Lucas,Prepared for wear indicator,24192,"D1099 8541, D1099 8666",With accessoriesWith anti-squeal shimWith brake caliper bolts,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,Wear indicator,08/13,12/18,250,340,Brake pad accessories,Prime,A 00 267,,,,,,,,,,,,,,,,,,1184mm
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,Wear indicator,08/13,12/18,250,340,Brake pad accessories,Prime,A 00 265,,,,,,,,,,,,,,,,,,1178mm
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 TD 4x4,05/10,12/18,155,211,Brake discs,Prime,09.8873.31,317mm,30mm,62mm,,5,Ventilated,79mm,27mm,140Nm,1,,,,,,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 TD 4x4,05/10,12/18,155,211,Brake discs,Prime,09.B858.11,360mm,30mm,62mm,,5,Ventilated,79mm,27mm,135Nm,1,,,,,,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 TD 4x4,05/10,12/18,155,211,Brake discs,Xtra,09.B858.1X,360mm,30mm,62mm,,5,Ventilated,79mm,27mm,135Nm,1,,,,,,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 TD 4x4,05/10,12/18,155,211,Brake discs,Prime,09.8874.31,325mm,20mm,59mm,,5,Ventilated,79mm,17mm,140Nm,2,,,,,,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 TD 4x4,05/10,12/18,155,211,Brake discs,Prime,09.8876.31,350mm,20mm,59mm,,5,Ventilated,79mm,17mm,140Nm,2,,,,,,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 TD 4x4,05/10,12/18,155,211,Brake pads,Prime,P 44 014,,18mm,59mm,163mm,,,,,,,Lucas,Prepared for wear indicator,24191,D1098 8202,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 TD 4x4,05/10,12/18,155,211,Brake pads,Prime Ceramic,P44014N,,18mm,59mm,163mm,,,,,,,Lucas,Prepared for wear indicator,24191,D1098 8202,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 TD 4x4,05/10,12/18,155,211,Brake pads,Prime,P 44 022,,19mm,72mm,193mm,,,,,,,TRW,Prepared for wear indicator,"25021, 25022, 25203, 25204",D1479 8542,With accessoriesWith anti-squeal shimWith brake caliper bolts,,Yes,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 TD 4x4,05/10,12/18,155,211,Brake pads,Prime Ceramic,P44022N,,19mm,72mm,193mm,,,,,,,TRW,Prepared for wear indicator,"25021, 25022, 25203, 25204",D1479 8542,With accessoriesWith anti-squeal shimWith brake caliper bolts,,Yes,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 TD 4x4,05/10,12/18,155,211,Brake pads,Xtra Ceramic,P44022NX,,19mm,72mm,193mm,,,,,,,TRW,Prepared for wear indicator,"25021, 25022, 25203, 25204",D1479 8542,With accessoriesWith anti-squeal shimWith brake caliper bolts,,Yes,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 TD 4x4,05/10,12/18,155,211,Brake pads,Prime,P 44 013,,17mm,46mm,117mm,,,,,,,Lucas,Prepared for wear indicator,24192,"D1099 8203, D1099 8666",With accessoriesWith anti-squeal shimWith brake caliper bolts,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 TD 4x4,05/10,12/18,155,211,Brake pads,Prime Ceramic,P44013N,,17mm,46mm,117mm,,,,,,,Lucas,Prepared for wear indicator,24192,"D1099 8203, D1099 8666",With accessoriesWith anti-squeal shimWith brake caliper bolts,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 TD 4x4,05/10,12/18,155,211,Brake pads,Xtra,P 44 013X,,17mm,46mm,117mm,,,,,,,Lucas,Prepared for wear indicator,24192,"D1099 8203, D1099 8666",With accessoriesWith anti-squeal shimWith brake caliper bolts,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 TD 4x4,05/10,12/18,155,211,Brake pads,Prime,P 44 019,,17mm,46mm,117mm,,,,,,,Lucas,Prepared for wear indicator,24192,"D1099 8541, D1099 8666",With accessoriesWith anti-squeal shimWith brake caliper bolts,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 TD 4x4,05/10,12/18,155,211,Brake pads,Prime Ceramic,P44019N,,17mm,46mm,117mm,,,,,,,Lucas,Prepared for wear indicator,24192,"D1099 8541, D1099 8666",With accessoriesWith anti-squeal shimWith brake caliper bolts,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,Wear indicator,05/10,12/18,155,211,Brake pad accessories,Prime,A 00 267,,,,,,,,,,,,,,,,,,1184mm
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,Wear indicator,05/10,12/18,155,211,Brake pad accessories,Prime,A 00 265,,,,,,,,,,,,,,,,,,1178mm
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 TD 4x4,09/09,12/18,180,245,Brake discs,Prime,09.8873.31,317mm,30mm,62mm,,5,Ventilated,79mm,27mm,140Nm,1,,,,,,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 TD 4x4,09/09,12/18,180,245,Brake discs,Prime,09.B858.11,360mm,30mm,62mm,,5,Ventilated,79mm,27mm,135Nm,1,,,,,,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 TD 4x4,09/09,12/18,180,245,Brake discs,Xtra,09.B858.1X,360mm,30mm,62mm,,5,Ventilated,79mm,27mm,135Nm,1,,,,,,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 TD 4x4,09/09,12/18,180,245,Brake discs,Prime,09.8874.31,325mm,20mm,59mm,,5,Ventilated,79mm,17mm,140Nm,2,,,,,,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 TD 4x4,09/09,12/18,180,245,Brake discs,Prime,09.8876.31,350mm,20mm,59mm,,5,Ventilated,79mm,17mm,140Nm,2,,,,,,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 TD 4x4,09/09,12/18,180,245,Brake pads,Prime,P 44 014,,18mm,59mm,163mm,,,,,,,Lucas,Prepared for wear indicator,24191,D1098 8202,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 TD 4x4,09/09,12/18,180,245,Brake pads,Prime Ceramic,P44014N,,18mm,59mm,163mm,,,,,,,Lucas,Prepared for wear indicator,24191,D1098 8202,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 TD 4x4,09/09,12/18,180,245,Brake pads,Prime,P 44 022,,19mm,72mm,193mm,,,,,,,TRW,Prepared for wear indicator,"25021, 25022, 25203, 25204",D1479 8542,With accessoriesWith anti-squeal shimWith brake caliper bolts,,Yes,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 TD 4x4,09/09,12/18,180,245,Brake pads,Prime Ceramic,P44022N,,19mm,72mm,193mm,,,,,,,TRW,Prepared for wear indicator,"25021, 25022, 25203, 25204",D1479 8542,With accessoriesWith anti-squeal shimWith brake caliper bolts,,Yes,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 TD 4x4,09/09,12/18,180,245,Brake pads,Xtra Ceramic,P44022NX,,19mm,72mm,193mm,,,,,,,TRW,Prepared for wear indicator,"25021, 25022, 25203, 25204",D1479 8542,With accessoriesWith anti-squeal shimWith brake caliper bolts,,Yes,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 TD 4x4,09/09,12/18,180,245,Brake pads,Prime,P 44 024,,19mm,72mm,193mm,,,,,,,TRW,Prepared for wear indicator,"25021, 25022",D1425 8542,With accessoriesWith anti-squeal shimWith brake caliper bolts,,Yes,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 TD 4x4,09/09,12/18,180,245,Brake pads,Prime Ceramic,P44024N,,19mm,72mm,193mm,,,,,,,TRW,Prepared for wear indicator,"25021, 25022",D1425 8542,With accessoriesWith anti-squeal shimWith brake caliper bolts,,Yes,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 TD 4x4,09/09,12/18,180,245,Brake pads,Xtra Ceramic,P44024NX,,19mm,72mm,193mm,,,,,,,TRW,Prepared for wear indicator,"25021, 25022",D1425 8542,With accessoriesWith anti-squeal shimWith brake caliper bolts,,Yes,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 TD 4x4,09/09,12/18,180,245,Brake pads,Prime,P 44 013,,17mm,46mm,117mm,,,,,,,Lucas,Prepared for wear indicator,24192,"D1099 8203, D1099 8666",With accessoriesWith anti-squeal shimWith brake caliper bolts,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 TD 4x4,09/09,12/18,180,245,Brake pads,Prime Ceramic,P44013N,,17mm,46mm,117mm,,,,,,,Lucas,Prepared for wear indicator,24192,"D1099 8203, D1099 8666",With accessoriesWith anti-squeal shimWith brake caliper bolts,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 TD 4x4,09/09,12/18,180,245,Brake pads,Xtra,P 44 013X,,17mm,46mm,117mm,,,,,,,Lucas,Prepared for wear indicator,24192,"D1099 8203, D1099 8666",With accessoriesWith anti-squeal shimWith brake caliper bolts,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 TD 4x4,09/09,12/18,180,245,Brake pads,Prime,P 44 019,,17mm,46mm,117mm,,,,,,,Lucas,Prepared for wear indicator,24192,"D1099 8541, D1099 8666",With accessoriesWith anti-squeal shimWith brake caliper bolts,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 TD 4x4,09/09,12/18,180,245,Brake pads,Prime Ceramic,P44019N,,17mm,46mm,117mm,,,,,,,Lucas,Prepared for wear indicator,24192,"D1099 8541, D1099 8666",With accessoriesWith anti-squeal shimWith brake caliper bolts,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,Wear indicator,09/09,12/18,180,245,Brake pad accessories,Prime,A 00 267,,,,,,,,,,,,,,,,,,1184mm
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,Wear indicator,09/09,12/18,180,245,Brake pad accessories,Prime,A 00 265,,,,,,,,,,,,,,,,,,1178mm
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 TD 4x4,07/12,12/18,183,249,Brake discs,Prime,09.8873.31,317mm,30mm,62mm,,5,Ventilated,79mm,27mm,140Nm,1,,,,,,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 TD 4x4,07/12,12/18,183,249,Brake discs,Prime,09.B858.11,360mm,30mm,62mm,,5,Ventilated,79mm,27mm,135Nm,1,,,,,,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 TD 4x4,07/12,12/18,183,249,Brake discs,Xtra,09.B858.1X,360mm,30mm,62mm,,5,Ventilated,79mm,27mm,135Nm,1,,,,,,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 TD 4x4,07/12,12/18,183,249,Brake discs,Prime,09.8874.31,325mm,20mm,59mm,,5,Ventilated,79mm,17mm,140Nm,2,,,,,,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 TD 4x4,07/12,12/18,183,249,Brake discs,Prime,09.8876.31,350mm,20mm,59mm,,5,Ventilated,79mm,17mm,140Nm,2,,,,,,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 TD 4x4,07/12,12/18,183,249,Brake pads,Prime,P 44 014,,18mm,59mm,163mm,,,,,,,Lucas,Prepared for wear indicator,24191,D1098 8202,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 TD 4x4,07/12,12/18,183,249,Brake pads,Prime Ceramic,P44014N,,18mm,59mm,163mm,,,,,,,Lucas,Prepared for wear indicator,24191,D1098 8202,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 TD 4x4,07/12,12/18,183,249,Brake pads,Prime,P 44 022,,19mm,72mm,193mm,,,,,,,TRW,Prepared for wear indicator,"25021, 25022, 25203, 25204",D1479 8542,With accessoriesWith anti-squeal shimWith brake caliper bolts,,Yes,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 TD 4x4,07/12,12/18,183,249,Brake pads,Prime Ceramic,P44022N,,19mm,72mm,193mm,,,,,,,TRW,Prepared for wear indicator,"25021, 25022, 25203, 25204",D1479 8542,With accessoriesWith anti-squeal shimWith brake caliper bolts,,Yes,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 TD 4x4,07/12,12/18,183,249,Brake pads,Xtra Ceramic,P44022NX,,19mm,72mm,193mm,,,,,,,TRW,Prepared for wear indicator,"25021, 25022, 25203, 25204",D1479 8542,With accessoriesWith anti-squeal shimWith brake caliper bolts,,Yes,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 TD 4x4,07/12,12/18,183,249,Brake pads,Prime,P 44 013,,17mm,46mm,117mm,,,,,,,Lucas,Prepared for wear indicator,24192,"D1099 8203, D1099 8666",With accessoriesWith anti-squeal shimWith brake caliper bolts,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 TD 4x4,07/12,12/18,183,249,Brake pads,Prime Ceramic,P44013N,,17mm,46mm,117mm,,,,,,,Lucas,Prepared for wear indicator,24192,"D1099 8203, D1099 8666",With accessoriesWith anti-squeal shimWith brake caliper bolts,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 TD 4x4,07/12,12/18,183,249,Brake pads,Xtra,P 44 013X,,17mm,46mm,117mm,,,,,,,Lucas,Prepared for wear indicator,24192,"D1099 8203, D1099 8666",With accessoriesWith anti-squeal shimWith brake caliper bolts,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 TD 4x4,07/12,12/18,183,249,Brake pads,Prime,P 44 019,,17mm,46mm,117mm,,,,,,,Lucas,Prepared for wear indicator,24192,"D1099 8541, D1099 8666",With accessoriesWith anti-squeal shimWith brake caliper bolts,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,3.0 TD 4x4,07/12,12/18,183,249,Brake pads,Prime Ceramic,P44019N,,17mm,46mm,117mm,,,,,,,Lucas,Prepared for wear indicator,24192,"D1099 8541, D1099 8666",With accessoriesWith anti-squeal shimWith brake caliper bolts,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,Wear indicator,07/12,12/18,183,249,Brake pad accessories,Prime,A 00 267,,,,,,,,,,,,,,,,,,1184mm
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,Wear indicator,07/12,12/18,183,249,Brake pad accessories,Prime,A 00 265,,,,,,,,,,,,,,,,,,1178mm
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,5.0 V8 4x4,09/09,12/18,276,375,Brake discs,Prime,09.8873.31,317mm,30mm,62mm,,5,Ventilated,79mm,27mm,140Nm,1,,,,,,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,5.0 V8 4x4,09/09,12/18,276,375,Brake discs,Prime,09.B858.11,360mm,30mm,62mm,,5,Ventilated,79mm,27mm,135Nm,1,,,,,,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,5.0 V8 4x4,09/09,12/18,276,375,Brake discs,Xtra,09.B858.1X,360mm,30mm,62mm,,5,Ventilated,79mm,27mm,135Nm,1,,,,,,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,5.0 V8 4x4,09/09,12/18,276,375,Brake discs,Prime,09.8874.31,325mm,20mm,59mm,,5,Ventilated,79mm,17mm,140Nm,2,,,,,,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,5.0 V8 4x4,09/09,12/18,276,375,Brake discs,Prime,09.8876.31,350mm,20mm,59mm,,5,Ventilated,79mm,17mm,140Nm,2,,,,,,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,5.0 V8 4x4,09/09,12/18,276,375,Brake pads,Prime,P 44 022,,19mm,72mm,193mm,,,,,,,TRW,Prepared for wear indicator,"25021, 25022, 25203, 25204",D1479 8542,With accessoriesWith anti-squeal shimWith brake caliper bolts,,Yes,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,5.0 V8 4x4,09/09,12/18,276,375,Brake pads,Prime Ceramic,P44022N,,19mm,72mm,193mm,,,,,,,TRW,Prepared for wear indicator,"25021, 25022, 25203, 25204",D1479 8542,With accessoriesWith anti-squeal shimWith brake caliper bolts,,Yes,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,5.0 V8 4x4,09/09,12/18,276,375,Brake pads,Xtra Ceramic,P44022NX,,19mm,72mm,193mm,,,,,,,TRW,Prepared for wear indicator,"25021, 25022, 25203, 25204",D1479 8542,With accessoriesWith anti-squeal shimWith brake caliper bolts,,Yes,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,5.0 V8 4x4,09/09,12/18,276,375,Brake pads,Prime,P 44 013,,17mm,46mm,117mm,,,,,,,Lucas,Prepared for wear indicator,24192,"D1099 8203, D1099 8666",With accessoriesWith anti-squeal shimWith brake caliper bolts,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,5.0 V8 4x4,09/09,12/18,276,375,Brake pads,Prime Ceramic,P44013N,,17mm,46mm,117mm,,,,,,,Lucas,Prepared for wear indicator,24192,"D1099 8203, D1099 8666",With accessoriesWith anti-squeal shimWith brake caliper bolts,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,5.0 V8 4x4,09/09,12/18,276,375,Brake pads,Xtra,P 44 013X,,17mm,46mm,117mm,,,,,,,Lucas,Prepared for wear indicator,24192,"D1099 8203, D1099 8666",With accessoriesWith anti-squeal shimWith brake caliper bolts,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,5.0 V8 4x4,09/09,12/18,276,375,Brake pads,Prime,P 44 019,,17mm,46mm,117mm,,,,,,,Lucas,Prepared for wear indicator,24192,"D1099 8541, D1099 8666",With accessoriesWith anti-squeal shimWith brake caliper bolts,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,5.0 V8 4x4,09/09,12/18,276,375,Brake pads,Prime Ceramic,P44019N,,17mm,46mm,117mm,,,,,,,Lucas,Prepared for wear indicator,24192,"D1099 8541, D1099 8666",With accessoriesWith anti-squeal shimWith brake caliper bolts,,,
LAND ROVER,DISCOVERY IV (L319),09/09,12/18,Wear indicator,09/09,12/18,276,375,Brake pad accessories,Prime,A 00 267,,,,,,,,,,,,,,,,,,1184mm
