brand,model,model_date_start,model_date_end,type,type_date_start,type_date_end,kw,cv,category,product_line,part_number,diameter,thickness,height,width,number_of_holes,brake_disc_type,centering,min_thickness,tightening_torque,units_per_box,braking_system,wear_indicator,wva_number,fmsi,accessories,position,directional
HOLDEN,ADVENTRA Estate (VY),08/03,10/04,5.7 i V8 CX8/LX8 AWD,08/03,10/04,235,320,Brake pads,Prime Ceramic,P64002N,,15mm,64mm,183mm,,,,,,,Pontiac,Without,"24815, 24816",D1043 7946,With accessoriesWith anti-squeal shimWith brake caliper bolts,,
HOLDEN,ADVENTRA Estate (VY),08/03,10/04,5.7 i V8 CX8/LX8 AWD,08/03,10/04,235,320,Brake pads,Prime Ceramic,P99013N,,16mm,64mm,183mm,,,,,,,Akebono,Without,24816,,With anti-squeal shim,,
HOLDEN,ADVENTRA Estate (VY),08/03,10/04,5.7 i V8 CX8/LX8 AWD,08/03,10/04,235,320,Brake pads,Prime Ceramic,P59056N,,16mm,58mm,114mm,,,,,,,Lucas,Without,"24818, 24819","D1048 7951, D1048 8223",With anti-squeal shim,,Yes
HOLDEN,ADVENTRA Estate (VY),08/03,10/04,5.7 i V8 CX8/LX8 AWD,08/03,10/04,235,320,Brake pads,Prime Ceramic,P99015N,,18mm,58mm,114mm,,,,,,,Lucas,Without,21127,D1048 8223,With anti-squeal shim,,
HOLDEN,ADVENTRA Estate (VZ),10/04,07/09,3.6 i V6 AWD,05/06,07/09,195,265,Brake pads,Prime Ceramic,P64002N,,15mm,64mm,183mm,,,,,,,Pontiac,Without,"24815, 24816",D1043 7946,With accessoriesWith anti-squeal shimWith brake caliper bolts,,
HOLDEN,ADVENTRA Estate (VZ),10/04,07/09,3.6 i V6 AWD,05/06,07/09,195,265,Brake pads,Prime Ceramic,P99013N,,16mm,64mm,183mm,,,,,,,Akebono,Without,24816,,With anti-squeal shim,,
HOLDEN,ADVENTRA Estate (VZ),10/04,07/09,3.6 i V6 AWD,05/06,07/09,195,265,Brake pads,Prime Ceramic,P59056N,,16mm,58mm,114mm,,,,,,,Lucas,Without,"24818, 24819","D1048 7951, D1048 8223",With anti-squeal shim,,Yes
HOLDEN,ADVENTRA Estate (VZ),10/04,07/09,3.6 i V6 AWD,05/06,07/09,195,265,Brake pads,Prime Ceramic,P99015N,,18mm,58mm,114mm,,,,,,,Lucas,Without,21127,D1048 8223,With anti-squeal shim,,
HOLDEN,ADVENTRA Estate (VZ),10/04,07/09,3.6 i V6 AWD,03/05,01/06,190,258,Brake pads,Prime Ceramic,P64002N,,15mm,64mm,183mm,,,,,,,Pontiac,Without,"24815, 24816",D1043 7946,With accessoriesWith anti-squeal shimWith brake caliper bolts,,
HOLDEN,ADVENTRA Estate (VZ),10/04,07/09,3.6 i V6 AWD,03/05,01/06,190,258,Brake pads,Prime Ceramic,P99013N,,16mm,64mm,183mm,,,,,,,Akebono,Without,24816,,With anti-squeal shim,,
HOLDEN,ADVENTRA Estate (VZ),10/04,07/09,3.6 i V6 AWD,03/05,01/06,190,258,Brake pads,Prime Ceramic,P59056N,,16mm,58mm,114mm,,,,,,,Lucas,Without,"24818, 24819","D1048 7951, D1048 8223",With anti-squeal shim,,Yes
HOLDEN,ADVENTRA Estate (VZ),10/04,07/09,3.6 i V6 AWD,03/05,01/06,190,258,Brake pads,Prime Ceramic,P99015N,,18mm,58mm,114mm,,,,,,,Lucas,Without,21127,D1048 8223,With anti-squeal shim,,
HOLDEN,ADVENTRA Estate (VZ),10/04,07/09,3.6 i V6 AWD,02/06,07/06,188,256,Brake pads,Prime Ceramic,P64002N,,15mm,64mm,183mm,,,,,,,Pontiac,Without,"24815, 24816",D1043 7946,With accessoriesWith anti-squeal shimWith brake caliper bolts,,
HOLDEN,ADVENTRA Estate (VZ),10/04,07/09,3.6 i V6 AWD,02/06,07/06,188,256,Brake pads,Prime Ceramic,P99013N,,16mm,64mm,183mm,,,,,,,Akebono,Without,24816,,With anti-squeal shim,,
HOLDEN,ADVENTRA Estate (VZ),10/04,07/09,3.6 i V6 AWD,02/06,07/06,188,256,Brake pads,Prime Ceramic,P59056N,,16mm,58mm,114mm,,,,,,,Lucas,Without,"24818, 24819","D1048 7951, D1048 8223",With anti-squeal shim,,Yes
HOLDEN,ADVENTRA Estate (VZ),10/04,07/09,3.6 i V6 AWD,02/06,07/06,188,256,Brake pads,Prime Ceramic,P99015N,,18mm,58mm,114mm,,,,,,,Lucas,Without,21127,D1048 8223,With anti-squeal shim,,
HOLDEN,ADVENTRA Estate (VZ),10/04,07/09,5.7 i V8 AWD,11/04,12/07,250,340,Brake pads,Prime Ceramic,P64002N,,15mm,64mm,183mm,,,,,,,Pontiac,Without,"24815, 24816",D1043 7946,With accessoriesWith anti-squeal shimWith brake caliper bolts,,
HOLDEN,ADVENTRA Estate (VZ),10/04,07/09,5.7 i V8 AWD,11/04,12/07,250,340,Brake pads,Prime Ceramic,P99013N,,16mm,64mm,183mm,,,,,,,Akebono,Without,24816,,With anti-squeal shim,,
HOLDEN,ADVENTRA Estate (VZ),10/04,07/09,5.7 i V8 AWD,11/04,12/07,250,340,Brake pads,Prime Ceramic,P59056N,,16mm,58mm,114mm,,,,,,,Lucas,Without,"24818, 24819","D1048 7951, D1048 8223",With anti-squeal shim,,Yes
HOLDEN,ADVENTRA Estate (VZ),10/04,07/09,5.7 i V8 AWD,11/04,12/07,250,340,Brake pads,Prime Ceramic,P99015N,,18mm,58mm,114mm,,,,,,,Lucas,Without,21127,D1048 8223,With anti-squeal shim,,
HOLDEN,ADVENTRA Estate (VZ),10/04,07/09,5.7 i V8 CX8/LX8 AWD,10/04,12/07,235,320,Brake pads,Prime Ceramic,P64002N,,15mm,64mm,183mm,,,,,,,Pontiac,Without,"24815, 24816",D1043 7946,With accessoriesWith anti-squeal shimWith brake caliper bolts,,
HOLDEN,ADVENTRA Estate (VZ),10/04,07/09,5.7 i V8 CX8/LX8 AWD,10/04,12/07,235,320,Brake pads,Prime Ceramic,P99013N,,16mm,64mm,183mm,,,,,,,Akebono,Without,24816,,With anti-squeal shim,,
HOLDEN,ADVENTRA Estate (VZ),10/04,07/09,5.7 i V8 CX8/LX8 AWD,10/04,12/07,235,320,Brake pads,Prime Ceramic,P59056N,,16mm,58mm,114mm,,,,,,,Lucas,Without,"24818, 24819","D1048 7951, D1048 8223",With anti-squeal shim,,Yes
HOLDEN,ADVENTRA Estate (VZ),10/04,07/09,5.7 i V8 CX8/LX8 AWD,10/04,12/07,235,320,Brake pads,Prime Ceramic,P99015N,,18mm,58mm,114mm,,,,,,,Lucas,Without,21127,D1048 8223,With anti-squeal shim,,
