brand,model,model_date_start,model_date_end,type,type_date_start,type_date_end,kw,cv,category,product_line,part_number,diameter,thickness,height,width,number_of_holes,brake_disc_type,centering,min_thickness,tightening_torque,units_per_box,braking_system,wear_indicator,wva_number,fmsi,accessories,position
PORSCHE,718 BOXSTER (982),04/16,>,"GTS 4.0 (982360, 982361)",01/19,>,294,400,Brake pads,Prime Ceramic,P65045N,,17mm,80mm,198mm,,,,,,,,Prepared for wear indicator,25519,D1741 8964,With anti-squeal shim,,,,,
PORSCHE,718 BOXSTER (982),04/16,>,"GTS 4.0 (982360, 982361)",01/19,>,294,400,Brake pads,Prime,P 65 042,,16mm,76mm,188mm,,,,,,,Brembo,Prepared for wear indicator,25143,D1655 8884,With anti-squeal shimWith counterweights,,,,,
PORSCHE,718 BOXSTER (982),04/16,>,"GTS 4.0 (982360, 982361)",01/19,>,294,400,Brake pads,Prime Ceramic,P65042N,,16mm,76mm,188mm,,,,,,,Brembo,Prepared for wear indicator,25143,D1655 8884,With anti-squeal shimWith counterweights,,,,,
PORSCHE,718 BOXSTER (982),04/16,>,Wear indicator,01/19,>,294,400,Brake pad accessories,Prime,A 00 502,,,,,,,,,,,,,,,,,350mm,,,
PORSCHE,718 BOXSTER (982),04/16,>,"GTS 4.0 (982360, 982361)",01/19,>,294,400,UPGRADE GT kit,GT | M6 | D,1N1.9068A_,380mm,34mm,,,,,,,,,,,,,,,,6,2 pieces,Monoblock
PORSCHE,718 BOXSTER (982),04/16,>,"GTS 4.0 (982360, 982361)",01/19,>,294,400,UPGRADE GT kit,GT | M6 | TY1,1N2.9068A_,380mm,34mm,,,,,,,,,,,,,,,,6,2 pieces,Monoblock
PORSCHE,718 BOXSTER (982),04/16,>,"GTS 4.0 (982360, 982361)",01/19,>,294,400,UPGRADE GT kit,GT | M6 | TY3,1N3.9068A_,380mm,34mm,,,,,,,,,,,,,,,,6,2 pieces,Monoblock
PORSCHE,718 BOXSTER (982),04/16,>,"GTS 4.0 (982360, 982361)",01/19,>,294,400,UPGRADE GT kit,GT | BM6 | D,1T1.9021A_,380mm,34mm,,,,,,,,,,,,,,,,6,2 pieces,BM monoblock
PORSCHE,718 BOXSTER (982),04/16,>,"GTS 4.0 (982360, 982361)",01/19,>,294,400,UPGRADE GT kit,GT | BM6 | TY1,1T2.9021A_,380mm,34mm,,,,,,,,,,,,,,,,6,2 pieces,BM monoblock
PORSCHE,718 BOXSTER (982),04/16,>,"GTS 4.0 (982360, 982361)",01/19,>,294,400,UPGRADE GT kit,GT | BM6 | TY3,1T3.9021A_,380mm,34mm,,,,,,,,,,,,,,,,6,2 pieces,BM monoblock
PORSCHE,718 BOXSTER Spyder (982),07/19,>,"4.0 (982510, 982511)",07/19,>,309,420,Brake pads,Prime,P 65 048,,18mm,80mm,198mm,,,,,,,Brembo,Prepared for wear indicator,25566,D1773 9002,With anti-squeal shim,,
PORSCHE,718 BOXSTER Spyder (982),07/19,>,"4.0 (982510, 982511)",07/19,>,309,420,Brake pads,Prime Ceramic,P65048N,,18mm,80mm,198mm,,,,,,,Brembo,Prepared for wear indicator,25566,D1773 9002,With anti-squeal shim,,
PORSCHE,718 BOXSTER Spyder (982),07/19,>,"4.0 (982510, 982511)",07/19,>,309,420,Brake pads,Prime,P 65 038,,18mm,87mm,188mm,,,,,,,Brembo,Prepared for wear indicator,25512,D1740 8963,With anti-squeal shimWith counterweights,,
PORSCHE,718 BOXSTER Spyder (982),07/19,>,"4.0 (982510, 982511)",07/19,>,309,420,Brake pads,Prime Ceramic,P65038N,,18mm,87mm,188mm,,,,,,,Brembo,Prepared for wear indicator,25512,D1740 8963,With anti-squeal shimWith counterweights,,
PORSCHE,718 BOXSTER Spyder (982),07/19,>,Wear indicator,07/19,>,309,420,Brake pad accessories,Prime,A 00 502,,,,,,,,,,,,,,,,,350mm
PORSCHE,718 BOXSTER Spyder (982),07/19,>,"4.0 RS (982890, 982891)",05/23,>,368,500,Brake pads,Prime,P 65 048,,18mm,80mm,198mm,,,,,,,Brembo,Prepared for wear indicator,25566,D1773 9002,With anti-squeal shim,
PORSCHE,718 BOXSTER Spyder (982),07/19,>,"4.0 RS (982890, 982891)",05/23,>,368,500,Brake pads,Prime Ceramic,P65048N,,18mm,80mm,198mm,,,,,,,Brembo,Prepared for wear indicator,25566,D1773 9002,With anti-squeal shim,
PORSCHE,718 BOXSTER Spyder (982),07/19,>,"4.0 RS (982890, 982891)",05/23,>,368,500,Brake pads,Prime,P 65 038,,18mm,87mm,188mm,,,,,,,Brembo,Prepared for wear indicator,25512,D1740 8963,With anti-squeal shimWith counterweights,
PORSCHE,718 BOXSTER Spyder (982),07/19,>,"4.0 RS (982890, 982891)",05/23,>,368,500,Brake pads,Prime Ceramic,P65038N,,18mm,87mm,188mm,,,,,,,Brembo,Prepared for wear indicator,25512,D1740 8963,With anti-squeal shimWith counterweights,
PORSCHE,718 CAYMAN (982),04/16,>,"2.0 (982120, 982121, 982150, 982151)",04/16,>,220,300,Brake discs,Prime,09.C877.11,330mm,34mm,69mm,,5,Ventilated,98mm,32mm,,1,,,,,,,,,,
PORSCHE,718 CAYMAN (982),04/16,>,"2.0 (982120, 982121, 982150, 982151)",04/16,>,220,300,Brake discs,Prime,09.D930.11,330mm,28mm,69mm,,5,Ventilated,98mm,26mm,,1,,,,,,,,,,
PORSCHE,718 CAYMAN (982),04/16,>,"2.0 (982120, 982121, 982150, 982151)",04/16,>,220,300,Brake discs,Prime,09.D931.11,330mm,28mm,69mm,,5,Ventilated,98mm,26mm,,1,,,,,,,,,,
PORSCHE,718 CAYMAN (982),04/16,>,"2.0 (982120, 982121, 982150, 982151)",04/16,>,220,300,Brake discs,Prime,09.8998.11,299mm,20mm,67mm,,5,Ventilated,98mm,18mm,,2,,,,,,,,,,
PORSCHE,718 CAYMAN (982),04/16,>,"2.0 (982120, 982121, 982150, 982151)",04/16,>,220,300,Brake pads,Prime,P 65 059,,16mm,77mm,194mm,,,,,,,,Without,,,With anti-squeal shim,,,,,
PORSCHE,718 CAYMAN (982),04/16,>,"2.0 (982120, 982121, 982150, 982151)",04/16,>,220,300,Brake pads,Prime Ceramic,P65059N,,16mm,77mm,194mm,,,,,,,,Without,,,With anti-squeal shim,,,,,
PORSCHE,718 CAYMAN (982),04/16,>,"2.0 (982120, 982121, 982150, 982151)",04/16,>,220,300,Brake pads,Prime,P 65 018,,19mm,74mm,200mm,,,,,,,Brembo,Prepared for wear indicator,24459,D1389 8498,With anti-squeal shim,,,,,
PORSCHE,718 CAYMAN (982),04/16,>,"2.0 (982120, 982121, 982150, 982151)",04/16,>,220,300,Brake pads,Prime Ceramic,P65018N,,19mm,74mm,200mm,,,,,,,Brembo,Prepared for wear indicator,24459,D1389 8498,With anti-squeal shim,,,,,
PORSCHE,718 CAYMAN (982),04/16,>,"2.0 (982120, 982121, 982150, 982151)",04/16,>,220,300,Brake pads,Prime,P 65 028,,16mm,73mm,112mm,,,,,,,Brembo,Prepared for wear indicator,24541,D1134 8245,With anti-squeal shim,,,,,
PORSCHE,718 CAYMAN (982),04/16,>,"2.0 (982120, 982121, 982150, 982151)",04/16,>,220,300,Brake pads,Prime Ceramic,P65028N,,16mm,73mm,112mm,,,,,,,Brembo,Prepared for wear indicator,24541,D1134 8245,With anti-squeal shim,,,,,
PORSCHE,718 CAYMAN (982),04/16,>,Wear indicator,04/16,>,220,300,Brake pad accessories,Prime,A 00 502,,,,,,,,,,,,,,,,,350mm,,,
PORSCHE,718 CAYMAN (982),04/16,>,"2.0 (982120, 982121, 982150, 982151)",04/16,>,220,300,UPGRADE GT kit,GT | M6 | D,1M1.9040A_,380mm,32mm,,,,,,,,,,,,,,,,6,2 pieces,Monoblock
PORSCHE,718 CAYMAN (982),04/16,>,"2.0 (982120, 982121, 982150, 982151)",04/16,>,220,300,UPGRADE GT kit,GT | M6 | TY1,1M2.9040A_,380mm,32mm,,,,,,,,,,,,,,,,6,2 pieces,Monoblock
PORSCHE,718 CAYMAN (982),04/16,>,"2.0 (982120, 982121, 982150, 982151)",04/16,>,220,300,UPGRADE GT kit,GT | M6 | TY3,1M3.9040A_,380mm,32mm,,,,,,,,,,,,,,,,6,2 pieces,Monoblock
PORSCHE,718 CAYMAN (982),04/16,>,"2.0 (982120, 982121, 982150, 982151)",04/16,>,220,300,UPGRADE GT kit,GT | M6 | TY3,1N3.8021A_,350mm,34mm,,,,,,,,,,,,,,,,6,2 pieces,Monoblock
PORSCHE,718 CAYMAN (982),04/16,>,"2.0 (982120, 982121, 982150, 982151)",04/16,>,220,300,UPGRADE GT kit,GT | M4 | D,2P1.8056A_,345mm,28mm,,,,,,,,,,,,,,,,4,2 pieces,Monoblock
PORSCHE,718 CAYMAN (982),04/16,>,"2.0 (982120, 982121, 982150, 982151)",04/16,>,220,300,UPGRADE GT kit,GT | M4 | TY1,2P2.8056A_,345mm,28mm,,,,,,,,,,,,,,,,4,2 pieces,Monoblock
PORSCHE,718 CAYMAN (982),04/16,>,"2.0 (982120, 982121, 982150, 982151)",04/16,>,220,300,UPGRADE GT kit,GT | M4 | TY3,2P3.8056A_,345mm,28mm,,,,,,,,,,,,,,,,4,2 pieces,Monoblock
PORSCHE,718 CAYMAN (982),04/16,>,"2.5 GTS (982140, 982141)",10/17,>,269,365,Brake discs,Prime,09.C877.11,330mm,34mm,69mm,,5,Ventilated,98mm,32mm,,1,,,,,,,,,,
PORSCHE,718 CAYMAN (982),04/16,>,"2.5 GTS (982140, 982141)",10/17,>,269,365,Brake discs,Prime,09.8998.11,299mm,20mm,67mm,,5,Ventilated,98mm,18mm,,2,,,,,,,,,,
PORSCHE,718 CAYMAN (982),04/16,>,"2.5 GTS (982140, 982141)",10/17,>,269,365,Brake pads,Prime,P 65 059,,16mm,77mm,194mm,,,,,,,,Without,,,With anti-squeal shim,,,,,
PORSCHE,718 CAYMAN (982),04/16,>,"2.5 GTS (982140, 982141)",10/17,>,269,365,Brake pads,Prime Ceramic,P65059N,,16mm,77mm,194mm,,,,,,,,Without,,,With anti-squeal shim,,,,,
PORSCHE,718 CAYMAN (982),04/16,>,"2.5 GTS (982140, 982141)",10/17,>,269,365,Brake pads,Prime,P 65 048,,18mm,80mm,198mm,,,,,,,Brembo,Prepared for wear indicator,25566,D1773 9002,With anti-squeal shim,,,,,
PORSCHE,718 CAYMAN (982),04/16,>,"2.5 GTS (982140, 982141)",10/17,>,269,365,Brake pads,Prime Ceramic,P65048N,,18mm,80mm,198mm,,,,,,,Brembo,Prepared for wear indicator,25566,D1773 9002,With anti-squeal shim,,,,,
PORSCHE,718 CAYMAN (982),04/16,>,"2.5 GTS (982140, 982141)",10/17,>,269,365,Brake pads,Prime,P 65 018,,19mm,74mm,200mm,,,,,,,Brembo,Prepared for wear indicator,24459,D1389 8498,With anti-squeal shim,,,,,
PORSCHE,718 CAYMAN (982),04/16,>,"2.5 GTS (982140, 982141)",10/17,>,269,365,Brake pads,Prime Ceramic,P65018N,,19mm,74mm,200mm,,,,,,,Brembo,Prepared for wear indicator,24459,D1389 8498,With anti-squeal shim,,,,,
