brand,model,model_date_start,model_date_end,type,type_date_start,type_date_end,kw,cv,category,product_line,part_number,diameter,thickness,height,width,number_of_holes,brake_disc_type,centering,min_thickness,tightening_torque,units_per_box,braking_system,wear_indicator,wva_number,fmsi,accessories,position,directional
OPEL,INSIGNIA A Sports Tourer (G09),07/08,03/17,2.0 CDTI (35),07/08,06/15,118,160,Brake pads,Prime Ceramic,P59054N,,19mm,60mm,132mm,,,,,,,Mando,Acoustic,"24415, 24416, 24417","D1421 8536, D1559 8536",With accessoriesWith anti-squeal shim,,
OPEL,INSIGNIA A Sports Tourer (G09),07/08,03/17,2.0 CDTI (35),07/08,06/15,118,160,Brake pads,Xtra,P 59 054X,,19mm,60mm,132mm,,,,,,,Mando,Acoustic,"24415, 24416, 24417","D1421 8536, D1559 8536",With accessoriesWith anti-squeal shim,,
OPEL,INSIGNIA A Sports Tourer (G09),07/08,03/17,2.0 CDTI (35),07/08,06/15,118,160,Brake pads,Prime,P 59 055,,19mm,62mm,142mm,,,,,,,Mando,Acoustic,"24412, 24413, 24414","D1404 8512, D1557 8769, D1745 8971",With accessoriesWith anti-squeal shim,,Yes
OPEL,INSIGNIA A Sports Tourer (G09),07/08,03/17,2.0 CDTI (35),07/08,06/15,118,160,Brake pads,Prime Ceramic,P59055N,,19mm,62mm,142mm,,,,,,,Mando,Acoustic,"24412, 24413, 24414","D1404 8512, D1557 8769, D1745 8971",With accessoriesWith anti-squeal shim,,Yes
OPEL,INSIGNIA A Sports Tourer (G09),07/08,03/17,2.0 CDTI (35),07/08,06/15,118,160,Brake pads,Xtra,P 59 055X,,19mm,62mm,142mm,,,,,,,Mando,Acoustic,"24412, 24413, 24414","D1404 8512, D1557 8769, D1745 8971",With accessoriesWith anti-squeal shim,,Yes
OPEL,INSIGNIA A Sports Tourer (G09),07/08,03/17,2.0 CDTI (35),07/08,06/15,118,160,Brake pads,Prime,P 59 058,,17mm,66mm,185mm,,,,,,,TRW,Acoustic,"24418, 24419, 24420",D1558 8770,With accessoriesWith anti-squeal shim,,
OPEL,INSIGNIA A Sports Tourer (G09),07/08,03/17,2.0 CDTI (35),07/08,06/15,118,160,Brake pads,Prime Ceramic,P59058N,,17mm,66mm,185mm,,,,,,,TRW,Acoustic,"24418, 24419, 24420",D1558 8770,With accessoriesWith anti-squeal shim,,
OPEL,INSIGNIA A Sports Tourer (G09),07/08,03/17,2.0 CDTI (35),07/08,06/15,118,160,Brake pads,Prime,P 59 059,,17mm,47mm,106mm,,,,,,,TRW,Acoustic,"24421, 24422",D1430 8547,With accessoriesWith anti-squeal shim,,
OPEL,INSIGNIA A Sports Tourer (G09),07/08,03/17,2.0 CDTI (35),07/08,06/15,118,160,Brake pads,Prime Ceramic,P59059N,,17mm,47mm,106mm,,,,,,,TRW,Acoustic,"24421, 24422",D1430 8547,With accessoriesWith anti-squeal shim,,
OPEL,INSIGNIA A Sports Tourer (G09),07/08,03/17,2.0 CDTI (35),07/08,06/15,118,160,Brake pads,Prime,P 59 060,,17mm,47mm,106mm,,,,,,,TRW,Acoustic,"24421, 24422",D1430 8547,With accessoriesWith anti-squeal shim,,
OPEL,INSIGNIA A Sports Tourer (G09),07/08,03/17,2.0 CDTI (35),07/08,06/15,118,160,Brake pads,Prime Ceramic,P59060N,,17mm,47mm,106mm,,,,,,,TRW,Acoustic,"24421, 24422",D1430 8547,With accessoriesWith anti-squeal shim,,
OPEL,INSIGNIA A Sports Tourer (G09),07/08,03/17,2.0 E85 Turbo (35),09/10,11/11,162,220,Brake discs,Prime,09.A971.11,321mm,30mm,51mm,,5,Ventilated,67mm,27mm,150Nm,1,,,,,,,
OPEL,INSIGNIA A Sports Tourer (G09),07/08,03/17,2.0 E85 Turbo (35),09/10,11/11,162,220,Brake discs,Xtra,09.A971.1X,321mm,30mm,51mm,,5,Ventilated,67mm,27mm,150Nm,1,,,,,,,
OPEL,INSIGNIA A Sports Tourer (G09),07/08,03/17,2.0 E85 Turbo (35),09/10,11/11,162,220,Brake discs,Prime,09.B358.11,337mm,30mm,51mm,,5,Ventilated,68mm,27mm,150Nm,1,,,,,,,
OPEL,INSIGNIA A Sports Tourer (G09),07/08,03/17,2.0 E85 Turbo (35),09/10,11/11,162,220,Brake discs,Prime,09.A972.11,315mm,23mm,48mm,,5,Ventilated,67mm,"21,5mm",150Nm,2,,,,,,,
OPEL,INSIGNIA A Sports Tourer (G09),07/08,03/17,2.0 E85 Turbo (35),09/10,11/11,162,220,Brake discs,Xtra,09.A972.1X,315mm,23mm,48mm,,5,Ventilated,67mm,"21,5mm",150Nm,2,,,,,,,
OPEL,INSIGNIA A Sports Tourer (G09),07/08,03/17,2.0 E85 Turbo (35),09/10,11/11,162,220,Brake pads,Prime,P 59 055,,19mm,62mm,142mm,,,,,,,Mando,Acoustic,"24412, 24413, 24414","D1404 8512, D1557 8769, D1745 8971",With accessoriesWith anti-squeal shim,,Yes
OPEL,INSIGNIA A Sports Tourer (G09),07/08,03/17,2.0 E85 Turbo (35),09/10,11/11,162,220,Brake pads,Prime Ceramic,P59055N,,19mm,62mm,142mm,,,,,,,Mando,Acoustic,"24412, 24413, 24414","D1404 8512, D1557 8769, D1745 8971",With accessoriesWith anti-squeal shim,,Yes
OPEL,INSIGNIA A Sports Tourer (G09),07/08,03/17,2.0 E85 Turbo (35),09/10,11/11,162,220,Brake pads,Xtra,P 59 055X,,19mm,62mm,142mm,,,,,,,Mando,Acoustic,"24412, 24413, 24414","D1404 8512, D1557 8769, D1745 8971",With accessoriesWith anti-squeal shim,,Yes
OPEL,INSIGNIA A Sports Tourer (G09),07/08,03/17,2.0 E85 Turbo (35),09/10,11/11,162,220,Brake pads,Prime,P 59 058,,17mm,66mm,185mm,,,,,,,TRW,Acoustic,"24418, 24419, 24420",D1558 8770,With accessoriesWith anti-squeal shim,,
OPEL,INSIGNIA A Sports Tourer (G09),07/08,03/17,2.0 E85 Turbo (35),09/10,11/11,162,220,Brake pads,Prime Ceramic,P59058N,,17mm,66mm,185mm,,,,,,,TRW,Acoustic,"24418, 24419, 24420",D1558 8770,With accessoriesWith anti-squeal shim,,
OPEL,INSIGNIA A Sports Tourer (G09),07/08,03/17,2.0 E85 Turbo (35),09/10,11/11,162,220,Brake pads,Prime,P 59 060,,17mm,47mm,106mm,,,,,,,TRW,Acoustic,"24421, 24422",D1430 8547,With accessoriesWith anti-squeal shim,,
OPEL,INSIGNIA A Sports Tourer (G09),07/08,03/17,2.0 E85 Turbo (35),09/10,11/11,162,220,Brake pads,Prime Ceramic,P59060N,,17mm,47mm,106mm,,,,,,,TRW,Acoustic,"24421, 24422",D1430 8547,With accessoriesWith anti-squeal shim,,
OPEL,INSIGNIA A Sports Tourer (G09),07/08,03/17,2.0 Turbo (35),07/08,06/13,162,220,Brake discs,Prime,09.A969.11,296mm,30mm,51mm,,5,Ventilated,67mm,27mm,150Nm,1,,,,,,,
OPEL,INSIGNIA A Sports Tourer (G09),07/08,03/17,2.0 Turbo (35),07/08,06/13,162,220,Brake discs,Xtra,09.A969.1X,296mm,30mm,51mm,,5,Ventilated,67mm,27mm,150Nm,1,,,,,,,
OPEL,INSIGNIA A Sports Tourer (G09),07/08,03/17,2.0 Turbo (35),07/08,06/13,162,220,Brake discs,Prime,09.A971.11,321mm,30mm,51mm,,5,Ventilated,67mm,27mm,150Nm,1,,,,,,,
OPEL,INSIGNIA A Sports Tourer (G09),07/08,03/17,2.0 Turbo (35),07/08,06/13,162,220,Brake discs,Xtra,09.A971.1X,321mm,30mm,51mm,,5,Ventilated,67mm,27mm,150Nm,1,,,,,,,
OPEL,INSIGNIA A Sports Tourer (G09),07/08,03/17,2.0 Turbo (35),07/08,06/13,162,220,Brake discs,Prime,09.B358.11,337mm,30mm,51mm,,5,Ventilated,68mm,27mm,150Nm,1,,,,,,,
OPEL,INSIGNIA A Sports Tourer (G09),07/08,03/17,2.0 Turbo (35),07/08,06/13,162,220,Brake discs,Prime,08.A970.11,292mm,12mm,48mm,,5,Solid,67mm,"10,5mm",150Nm,2,,,,,,,
OPEL,INSIGNIA A Sports Tourer (G09),07/08,03/17,2.0 Turbo (35),07/08,06/13,162,220,Brake discs,Xtra,08.A970.1X,292mm,12mm,48mm,,5,Solid,67mm,"10,5mm",150Nm,2,,,,,,,
OPEL,INSIGNIA A Sports Tourer (G09),07/08,03/17,2.0 Turbo (35),07/08,06/13,162,220,Brake discs,Prime,09.A972.11,315mm,23mm,48mm,,5,Ventilated,67mm,"21,5mm",150Nm,2,,,,,,,
OPEL,INSIGNIA A Sports Tourer (G09),07/08,03/17,2.0 Turbo (35),07/08,06/13,162,220,Brake discs,Xtra,09.A972.1X,315mm,23mm,48mm,,5,Ventilated,67mm,"21,5mm",150Nm,2,,,,,,,
OPEL,INSIGNIA A Sports Tourer (G09),07/08,03/17,2.0 Turbo (35),07/08,06/13,162,220,Brake pads,Prime,P 59 054,,19mm,60mm,132mm,,,,,,,Mando,Acoustic,"24415, 24416, 24417","D1421 8536, D1559 8536",With accessoriesWith anti-squeal shim,,
OPEL,INSIGNIA A Sports Tourer (G09),07/08,03/17,2.0 Turbo (35),07/08,06/13,162,220,Brake pads,Prime Ceramic,P59054N,,19mm,60mm,132mm,,,,,,,Mando,Acoustic,"24415, 24416, 24417","D1421 8536, D1559 8536",With accessoriesWith anti-squeal shim,,
OPEL,INSIGNIA A Sports Tourer (G09),07/08,03/17,2.0 Turbo (35),07/08,06/13,162,220,Brake pads,Xtra,P 59 054X,,19mm,60mm,132mm,,,,,,,Mando,Acoustic,"24415, 24416, 24417","D1421 8536, D1559 8536",With accessoriesWith anti-squeal shim,,
OPEL,INSIGNIA A Sports Tourer (G09),07/08,03/17,2.0 Turbo (35),07/08,06/13,162,220,Brake pads,Prime,P 59 055,,19mm,62mm,142mm,,,,,,,Mando,Acoustic,"24412, 24413, 24414","D1404 8512, D1557 8769, D1745 8971",With accessoriesWith anti-squeal shim,,Yes
OPEL,INSIGNIA A Sports Tourer (G09),07/08,03/17,2.0 Turbo (35),07/08,06/13,162,220,Brake pads,Prime Ceramic,P59055N,,19mm,62mm,142mm,,,,,,,Mando,Acoustic,"24412, 24413, 24414","D1404 8512, D1557 8769, D1745 8971",With accessoriesWith anti-squeal shim,,Yes
OPEL,INSIGNIA A Sports Tourer (G09),07/08,03/17,2.0 Turbo (35),07/08,06/13,162,220,Brake pads,Xtra,P 59 055X,,19mm,62mm,142mm,,,,,,,Mando,Acoustic,"24412, 24413, 24414","D1404 8512, D1557 8769, D1745 8971",With accessoriesWith anti-squeal shim,,Yes
OPEL,INSIGNIA A Sports Tourer (G09),07/08,03/17,2.0 Turbo (35),07/08,06/13,162,220,Brake pads,Prime,P 59 058,,17mm,66mm,185mm,,,,,,,TRW,Acoustic,"24418, 24419, 24420",D1558 8770,With accessoriesWith anti-squeal shim,,
OPEL,INSIGNIA A Sports Tourer (G09),07/08,03/17,2.0 Turbo (35),07/08,06/13,162,220,Brake pads,Prime Ceramic,P59058N,,17mm,66mm,185mm,,,,,,,TRW,Acoustic,"24418, 24419, 24420",D1558 8770,With accessoriesWith anti-squeal shim,,
OPEL,INSIGNIA A Sports Tourer (G09),07/08,03/17,2.0 Turbo (35),07/08,06/13,162,220,Brake pads,Prime,P 59 059,,17mm,47mm,106mm,,,,,,,TRW,Acoustic,"24421, 24422",D1430 8547,With accessoriesWith anti-squeal shim,,
OPEL,INSIGNIA A Sports Tourer (G09),07/08,03/17,2.0 Turbo (35),07/08,06/13,162,220,Brake pads,Prime Ceramic,P59059N,,17mm,47mm,106mm,,,,,,,TRW,Acoustic,"24421, 24422",D1430 8547,With accessoriesWith anti-squeal shim,,
OPEL,INSIGNIA A Sports Tourer (G09),07/08,03/17,2.0 Turbo (35),07/08,06/13,162,220,Brake pads,Prime,P 59 060,,17mm,47mm,106mm,,,,,,,TRW,Acoustic,"24421, 24422",D1430 8547,With accessoriesWith anti-squeal shim,,
OPEL,INSIGNIA A Sports Tourer (G09),07/08,03/17,2.0 Turbo (35),07/08,06/13,162,220,Brake pads,Prime Ceramic,P59060N,,17mm,47mm,106mm,,,,,,,TRW,Acoustic,"24421, 24422",D1430 8547,With accessoriesWith anti-squeal shim,,
OPEL,"MANTA A (58_, 59_)",09/70,08/75,1.2,04/72,08/75,44,60,Brake discs,Prime,08.1309.10,238mm,11mm,56mm,,4,Solid,73mm,8mm,110Nm,2,,,,,,
OPEL,"MANTA A (58_, 59_)",09/70,08/75,1.6 S,09/70,08/75,59,80,Brake discs,Prime,08.1309.10,238mm,11mm,56mm,,4,Solid,73mm,8mm,110Nm,2,,,,,,
OPEL,"MANTA A (58_, 59_)",09/70,08/75,1.9 S,09/70,08/75,66,90,Brake discs,Prime,08.1309.10,238mm,11mm,56mm,,4,Solid,73mm,8mm,110Nm,2,,,,,,
OPEL,ZAFIRA TOURER C (P12),10/11,>,1.6 (75),12/12,03/19,125,170,Brake discs,Prime,09.B356.11,300mm,26mm,46mm,,5,Ventilated,71mm,23mm,110Nm,1,,,,,,,
OPEL,ZAFIRA TOURER C (P12),10/11,>,1.6 (75),12/12,03/19,125,170,Brake discs,Prime,09.C377.11,321mm,30mm,46mm,,5,Ventilated,71mm,27mm,,1,,,,,,,
OPEL,ZAFIRA TOURER C (P12),10/11,>,1.6 (75),12/12,03/19,125,170,Brake discs,Prime,08.B351.11,292mm,12mm,45mm,,5,Solid,71mm,10mm,110Nm,2,,,,,,,
OPEL,ZAFIRA TOURER C (P12),10/11,>,1.6 (75),12/12,03/19,125,170,Brake discs,Xtra,08.B351.1X,292mm,12mm,45mm,,5,Solid,71mm,10mm,110Nm,2,,,,,,,
OPEL,ZAFIRA TOURER C (P12),10/11,>,1.6 (75),12/12,03/19,125,170,Brake pads,Prime,P 59 055,,19mm,62mm,142mm,,,,,,,Mando,Acoustic,"24412, 24413, 24414","D1404 8512, D1557 8769, D1745 8971",With accessoriesWith anti-squeal shim,,Yes
OPEL,ZAFIRA TOURER C (P12),10/11,>,1.6 (75),12/12,03/19,125,170,Brake pads,Prime Ceramic,P59055N,,19mm,62mm,142mm,,,,,,,Mando,Acoustic,"24412, 24413, 24414","D1404 8512, D1557 8769, D1745 8971",With accessoriesWith anti-squeal shim,,Yes
OPEL,ZAFIRA TOURER C (P12),10/11,>,1.6 (75),12/12,03/19,125,170,Brake pads,Xtra,P 59 055X,,19mm,62mm,142mm,,,,,,,Mando,Acoustic,"24412, 24413, 24414","D1404 8512, D1557 8769, D1745 8971",With accessoriesWith anti-squeal shim,,Yes
OPEL,ZAFIRA TOURER C (P12),10/11,>,1.6 (75),12/12,03/19,125,170,Brake pads,Prime,P 59 077,,19mm,61mm,148mm,,,,,,,Bosch,Acoustic,"25034, 25035, 25036",D1467 8667,With accessoriesWith anti-squeal shim,,
OPEL,ZAFIRA TOURER C (P12),10/11,>,1.6 (75),12/12,03/19,125,170,Brake pads,Prime Ceramic,P59077N,,19mm,61mm,148mm,,,,,,,Bosch,Acoustic,"25034, 25035, 25036",D1467 8667,With accessoriesWith anti-squeal shim,,
OPEL,ZAFIRA TOURER C (P12),10/11,>,1.6 (75),12/12,03/19,125,170,Brake pads,Xtra,P 59 077X,,19mm,61mm,148mm,,,,,,,Bosch,Acoustic,"25034, 25035, 25036",D1467 8667,With accessoriesWith anti-squeal shim,,
OPEL,ZAFIRA TOURER C (P12),10/11,>,1.6 (75),12/12,03/19,125,170,Brake pads,Prime,P 59 080,,16mm,43mm,117mm,,,,,,,TRW,Acoustic,"25096, 25097, 25098",D1468 8668,With accessoriesWith anti-squeal shim,,
OPEL,ZAFIRA TOURER C (P12),10/11,>,1.6 (75),12/12,03/19,125,170,Brake pads,Prime Ceramic,P59080N,,16mm,43mm,117mm,,,,,,,TRW,Acoustic,"25096, 25097, 25098",D1468 8668,With accessoriesWith anti-squeal shim,,
OPEL,ZAFIRA TOURER C (P12),10/11,>,1.6 (75),12/12,03/19,125,170,Brake pads,Xtra,P 59 080X,,16mm,43mm,117mm,,,,,,,TRW,Acoustic,"25096, 25097, 25098",D1468 8668,With accessoriesWith anti-squeal shim,,
OPEL,ZAFIRA TOURER C (P12),10/11,>,1.6 (75),12/12,03/19,125,170,Brake pads,Prime,P 59 087,,16mm,43mm,117mm,,,,,,,TRW,Acoustic,"25096, 25097, 25098",D1468 8668,With anti-squeal shim,,
OPEL,ZAFIRA TOURER C (P12),10/11,>,1.6 (75),12/12,03/19,125,170,Brake pads,Prime Ceramic,P59087N,,16mm,43mm,117mm,,,,,,,TRW,Acoustic,"25096, 25097, 25098",D1468 8668,With anti-squeal shim,,
OPEL,ZAFIRA TOURER C (P12),10/11,>,2.0 CDTi (75),10/11,10/14,121,165,Brake discs,Prime,09.B356.11,300mm,26mm,46mm,,5,Ventilated,71mm,23mm,110Nm,1,,,,,,,
OPEL,ZAFIRA TOURER C (P12),10/11,>,2.0 CDTi (75),10/11,10/14,121,165,Brake discs,Prime,09.C377.11,321mm,30mm,46mm,,5,Ventilated,71mm,27mm,,1,,,,,,,
OPEL,ZAFIRA TOURER C (P12),10/11,>,2.0 CDTi (75),10/11,10/14,121,165,Brake discs,Prime,08.B351.11,292mm,12mm,45mm,,5,Solid,71mm,10mm,110Nm,2,,,,,,,
OPEL,ZAFIRA TOURER C (P12),10/11,>,2.0 CDTi (75),10/11,10/14,121,165,Brake discs,Xtra,08.B351.1X,292mm,12mm,45mm,,5,Solid,71mm,10mm,110Nm,2,,,,,,,
OPEL,ZAFIRA TOURER C (P12),10/11,>,2.0 CDTi (75),10/11,10/14,121,165,Brake pads,Prime,P 59 055,,19mm,62mm,142mm,,,,,,,Mando,Acoustic,"24412, 24413, 24414","D1404 8512, D1557 8769, D1745 8971",With accessoriesWith anti-squeal shim,,Yes
