brand,model,model_date_start,model_date_end,type,type_date_start,type_date_end,kw,cv,category,product_line,part_number,diameter,thickness,height,width,number_of_holes,brake_disc_type,centering,min_thickness,tightening_torque,units_per_box,braking_system,wear_indicator,wva_number,fmsi,accessories,position,brake_disc_diameter,brake_disc_thickness,beyond_ev_disc,beyond_ev_pad
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI,09/04,12/10,77,105,Brake discs,Xtra,09.9145.1X,288mm,25mm,50mm,,5,Ventilated,65mm,22mm,120Nm,2,,,,,,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI,09/04,12/10,77,105,Brake discs,Prime,08.9502.11,253mm,10mm,51mm,,5,Solid,65mm,8mm,120Nm,2,,,,,,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI,09/04,12/10,77,105,Brake discs,Max,08.9502.75,253mm,10mm,51mm,,5,Solid,65mm,8mm,120Nm,2,,,,,,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI,09/04,12/10,77,105,Brake discs,Xtra,08.9502.1X,253mm,10mm,51mm,,5,Solid,65mm,8mm,120Nm,2,,,,,,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI,09/04,12/10,77,105,Brake discs,Prime,08.9488.11,256mm,12mm,48mm,,5,Solid,65mm,10mm,120Nm,2,,,,,,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI,09/04,12/10,77,105,Brake discs,Max,08.9488.75,256mm,12mm,48mm,,5,Solid,65mm,10mm,120Nm,2,,,,,,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI,09/04,12/10,77,105,Brake discs,Xtra,08.9488.1X,256mm,12mm,48mm,,5,Solid,65mm,10mm,120Nm,2,,,,,,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI,09/04,12/10,77,105,Brake discs,Prime,08.B413.11,272mm,10mm,48mm,,5,Solid,65mm,8mm,120Nm,2,,,,,,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI,09/04,12/10,77,105,Brake discs,Max,08.B413.75,272mm,10mm,48mm,,5,Solid,65mm,8mm,120Nm,2,,,,,,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI,09/04,12/10,77,105,Brake discs,Xtra,08.B413.1X,272mm,10mm,48mm,,5,Solid,65mm,8mm,120Nm,2,,,,,,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI,09/04,12/10,77,105,Brake pads,Prime,P 85 072,,20mm,55mm,146mm,,,,,,,Teves,Electric,"23130, 23131, 23187",D768 7709,With accessoriesWith anti-squeal shimWith piston clip,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI,09/04,12/10,77,105,Brake pads,Prime Ceramic,P85072N,,20mm,55mm,146mm,,,,,,,Teves,Electric,"23130, 23131, 23187",D768 7709,With accessoriesWith anti-squeal shimWith piston clip,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI,09/04,12/10,77,105,Brake pads,Xtra,P 85 072X,,20mm,55mm,146mm,,,,,,,Teves,Electric,"23130, 23131, 23187",D768 7709,With accessoriesWith anti-squeal shimWith piston clip,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI,09/04,12/10,77,105,Brake pads,Prime,P 85 075,,20mm,66 - 71mm,155 - 157mm,,,,,,,Teves,Electric,"23587, 23588, 23589","D1107 8212, D1107 8760",With accessoriesWith anti-squeal shimWith piston clip,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI,09/04,12/10,77,105,Brake pads,Prime Ceramic,P85075N,,20mm,66 - 71mm,155 - 157mm,,,,,,,Teves,Electric,"23587, 23588, 23589","D1107 8212, D1107 8760",With accessoriesWith anti-squeal shimWith piston clip,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI,09/04,12/10,77,105,Brake pads,Xtra,P 85 075X,,20mm,66 - 71mm,155 - 157mm,,,,,,,Teves,Electric,"23587, 23588, 23589","D1107 8212, D1107 8760",With accessoriesWith anti-squeal shimWith piston clip,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI,09/04,12/10,77,105,Brake pads,Prime,P 85 020,,17mm,53mm,87mm,,,,,,,Lucas,Without,"20961, 23554","D1017 7920, D1023 7773, D1112 7773, D340 7335, D894 7773",With accessoriesWith anti-squeal shimWith brake caliper bolts,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI,09/04,12/10,77,105,Brake pads,Prime Ceramic,P85020N,,17mm,53mm,87mm,,,,,,,Lucas,Without,"20961, 23554","D1017 7920, D1023 7773, D1112 7773, D340 7335, D894 7773",With accessoriesWith anti-squeal shimWith brake caliper bolts,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI,09/04,12/10,77,105,Brake pads,Xtra,P 85 020X,,17mm,53mm,87mm,,,,,,,Lucas,Without,"20961, 23554","D1017 7920, D1023 7773, D1112 7773, D340 7335, D894 7773",With accessoriesWith anti-squeal shimWith brake caliper bolts,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI,09/04,12/10,77,105,Brake pads,Prime,P 85 073,,17mm,57mm,106mm,,,,,,,Lucas,Prepared for wear indicator,23914,D1108 8213,With accessoriesWith anti-squeal shimWith brake caliper bolts,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI,09/04,12/10,77,105,Brake pads,Prime Ceramic,P85073N,,17mm,57mm,106mm,,,,,,,Lucas,Prepared for wear indicator,23914,D1108 8213,With accessoriesWith anti-squeal shimWith brake caliper bolts,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI,09/04,12/10,77,105,Brake pads,Xtra,P 85 073X,,17mm,57mm,106mm,,,,,,,Lucas,Prepared for wear indicator,23914,D1108 8213,With accessoriesWith anti-squeal shimWith brake caliper bolts,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI,09/04,12/10,77,105,Brake pads,Prime,P 85 114,,18mm,53mm,109mm,,,,,,,Bosch,Without,24563,D1456 8656,With accessoriesWith anti-squeal shimWith brake caliper bolts,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI,09/04,12/10,77,105,Brake pads,Prime Ceramic,P85114N,,18mm,53mm,109mm,,,,,,,Bosch,Without,24563,D1456 8656,With accessoriesWith anti-squeal shimWith brake caliper bolts,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI,09/04,12/10,77,105,Brake pads,Xtra,P 85 114X,,18mm,53mm,109mm,,,,,,,Bosch,Without,24563,D1456 8656,With accessoriesWith anti-squeal shimWith brake caliper bolts,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI 4x4,11/04,12/10,77,105,Brake discs,Prime,09.9167.11,280mm,22mm,50mm,,5,Ventilated,65mm,19mm,120Nm,2,,,,,,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI 4x4,11/04,12/10,77,105,Brake discs,Max,09.9167.75,280mm,22mm,50mm,,5,Ventilated,65mm,19mm,120Nm,2,,,,,,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI 4x4,11/04,12/10,77,105,Brake discs,Xtra,09.9167.1X,280mm,22mm,50mm,,5,Ventilated,65mm,19mm,120Nm,2,,,,,,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI 4x4,11/04,12/10,77,105,Brake discs,Sport,09.9167.1S,280mm,22mm,50mm,,5,Ventilated,65mm,19mm,120Nm,2,,,,,,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI 4x4,11/04,12/10,77,105,Brake discs,Prime,09.9145.11,288mm,25mm,50mm,,5,Ventilated,65mm,22mm,120Nm,2,,,,,,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI 4x4,11/04,12/10,77,105,Brake discs,Max,09.9145.75,288mm,25mm,50mm,,5,Ventilated,65mm,22mm,120Nm,2,,,,,,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI 4x4,11/04,12/10,77,105,Brake discs,Xtra,09.9145.1X,288mm,25mm,50mm,,5,Ventilated,65mm,22mm,120Nm,2,,,,,,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI 4x4,11/04,12/10,77,105,Brake discs,Prime,08.9502.11,253mm,10mm,51mm,,5,Solid,65mm,8mm,120Nm,2,,,,,,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI 4x4,11/04,12/10,77,105,Brake discs,Max,08.9502.75,253mm,10mm,51mm,,5,Solid,65mm,8mm,120Nm,2,,,,,,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI 4x4,11/04,12/10,77,105,Brake discs,Xtra,08.9502.1X,253mm,10mm,51mm,,5,Solid,65mm,8mm,120Nm,2,,,,,,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI 4x4,11/04,12/10,77,105,Brake discs,Prime,08.9488.11,256mm,12mm,48mm,,5,Solid,65mm,10mm,120Nm,2,,,,,,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI 4x4,11/04,12/10,77,105,Brake discs,Max,08.9488.75,256mm,12mm,48mm,,5,Solid,65mm,10mm,120Nm,2,,,,,,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI 4x4,11/04,12/10,77,105,Brake discs,Xtra,08.9488.1X,256mm,12mm,48mm,,5,Solid,65mm,10mm,120Nm,2,,,,,,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI 4x4,11/04,12/10,77,105,Brake discs,Prime,08.B413.11,272mm,10mm,48mm,,5,Solid,65mm,8mm,120Nm,2,,,,,,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI 4x4,11/04,12/10,77,105,Brake discs,Max,08.B413.75,272mm,10mm,48mm,,5,Solid,65mm,8mm,120Nm,2,,,,,,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI 4x4,11/04,12/10,77,105,Brake discs,Xtra,08.B413.1X,272mm,10mm,48mm,,5,Solid,65mm,8mm,120Nm,2,,,,,,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI 4x4,11/04,12/10,77,105,Brake pads,Prime,P 85 072,,20mm,55mm,146mm,,,,,,,Teves,Electric,"23130, 23131, 23187",D768 7709,With accessoriesWith anti-squeal shimWith piston clip,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI 4x4,11/04,12/10,77,105,Brake pads,Prime Ceramic,P85072N,,20mm,55mm,146mm,,,,,,,Teves,Electric,"23130, 23131, 23187",D768 7709,With accessoriesWith anti-squeal shimWith piston clip,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI 4x4,11/04,12/10,77,105,Brake pads,Xtra,P 85 072X,,20mm,55mm,146mm,,,,,,,Teves,Electric,"23130, 23131, 23187",D768 7709,With accessoriesWith anti-squeal shimWith piston clip,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI 4x4,11/04,12/10,77,105,Brake pads,Prime,P 85 075,,20mm,66 - 71mm,155 - 157mm,,,,,,,Teves,Electric,"23587, 23588, 23589","D1107 8212, D1107 8760",With accessoriesWith anti-squeal shimWith piston clip,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI 4x4,11/04,12/10,77,105,Brake pads,Prime Ceramic,P85075N,,20mm,66 - 71mm,155 - 157mm,,,,,,,Teves,Electric,"23587, 23588, 23589","D1107 8212, D1107 8760",With accessoriesWith anti-squeal shimWith piston clip,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI 4x4,11/04,12/10,77,105,Brake pads,Xtra,P 85 075X,,20mm,66 - 71mm,155 - 157mm,,,,,,,Teves,Electric,"23587, 23588, 23589","D1107 8212, D1107 8760",With accessoriesWith anti-squeal shimWith piston clip,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI 4x4,11/04,12/10,77,105,Brake pads,Prime,P 85 020,,17mm,53mm,87mm,,,,,,,Lucas,Without,"20961, 23554","D1017 7920, D1023 7773, D1112 7773, D340 7335, D894 7773",With accessoriesWith anti-squeal shimWith brake caliper bolts,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI 4x4,11/04,12/10,77,105,Brake pads,Prime Ceramic,P85020N,,17mm,53mm,87mm,,,,,,,Lucas,Without,"20961, 23554","D1017 7920, D1023 7773, D1112 7773, D340 7335, D894 7773",With accessoriesWith anti-squeal shimWith brake caliper bolts,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI 4x4,11/04,12/10,77,105,Brake pads,Xtra,P 85 020X,,17mm,53mm,87mm,,,,,,,Lucas,Without,"20961, 23554","D1017 7920, D1023 7773, D1112 7773, D340 7335, D894 7773",With accessoriesWith anti-squeal shimWith brake caliper bolts,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI 4x4,11/04,12/10,77,105,Brake pads,Prime,P 85 073,,17mm,57mm,106mm,,,,,,,Lucas,Prepared for wear indicator,23914,D1108 8213,With accessoriesWith anti-squeal shimWith brake caliper bolts,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI 4x4,11/04,12/10,77,105,Brake pads,Prime Ceramic,P85073N,,17mm,57mm,106mm,,,,,,,Lucas,Prepared for wear indicator,23914,D1108 8213,With accessoriesWith anti-squeal shimWith brake caliper bolts,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI 4x4,11/04,12/10,77,105,Brake pads,Xtra,P 85 073X,,17mm,57mm,106mm,,,,,,,Lucas,Prepared for wear indicator,23914,D1108 8213,With accessoriesWith anti-squeal shimWith brake caliper bolts,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI 4x4,11/04,12/10,77,105,Brake pads,Prime,P 85 114,,18mm,53mm,109mm,,,,,,,Bosch,Without,24563,D1456 8656,With accessoriesWith anti-squeal shimWith brake caliper bolts,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI 4x4,11/04,12/10,77,105,Brake pads,Prime Ceramic,P85114N,,18mm,53mm,109mm,,,,,,,Bosch,Without,24563,D1456 8656,With accessoriesWith anti-squeal shimWith brake caliper bolts,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,1.9 TDI 4x4,11/04,12/10,77,105,Brake pads,Xtra,P 85 114X,,18mm,53mm,109mm,,,,,,,Bosch,Without,24563,D1456 8656,With accessoriesWith anti-squeal shimWith brake caliper bolts,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,2.0 FSI,11/04,10/08,110,150,Brake discs,Prime,09.9145.11,288mm,25mm,50mm,,5,Ventilated,65mm,22mm,120Nm,2,,,,,,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,2.0 FSI,11/04,10/08,110,150,Brake discs,Max,09.9145.75,288mm,25mm,50mm,,5,Ventilated,65mm,22mm,120Nm,2,,,,,,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,2.0 FSI,11/04,10/08,110,150,Brake discs,Xtra,09.9145.1X,288mm,25mm,50mm,,5,Ventilated,65mm,22mm,120Nm,2,,,,,,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,2.0 FSI,11/04,10/08,110,150,Brake discs,Prime,08.9502.11,253mm,10mm,51mm,,5,Solid,65mm,8mm,120Nm,2,,,,,,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,2.0 FSI,11/04,10/08,110,150,Brake discs,Max,08.9502.75,253mm,10mm,51mm,,5,Solid,65mm,8mm,120Nm,2,,,,,,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,2.0 FSI,11/04,10/08,110,150,Brake discs,Xtra,08.9502.1X,253mm,10mm,51mm,,5,Solid,65mm,8mm,120Nm,2,,,,,,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,2.0 FSI,11/04,10/08,110,150,Brake discs,Prime,08.9488.11,256mm,12mm,48mm,,5,Solid,65mm,10mm,120Nm,2,,,,,,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,2.0 FSI,11/04,10/08,110,150,Brake discs,Max,08.9488.75,256mm,12mm,48mm,,5,Solid,65mm,10mm,120Nm,2,,,,,,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,2.0 FSI,11/04,10/08,110,150,Brake discs,Xtra,08.9488.1X,256mm,12mm,48mm,,5,Solid,65mm,10mm,120Nm,2,,,,,,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,2.0 FSI,11/04,10/08,110,150,Brake discs,Prime,08.B413.11,272mm,10mm,48mm,,5,Solid,65mm,8mm,120Nm,2,,,,,,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,2.0 FSI,11/04,10/08,110,150,Brake discs,Max,08.B413.75,272mm,10mm,48mm,,5,Solid,65mm,8mm,120Nm,2,,,,,,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,2.0 FSI,11/04,10/08,110,150,Brake discs,Xtra,08.B413.1X,272mm,10mm,48mm,,5,Solid,65mm,8mm,120Nm,2,,,,,,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,2.0 FSI,11/04,10/08,110,150,Brake pads,Prime,P 85 075,,20mm,66 - 71mm,155 - 157mm,,,,,,,Teves,Electric,"23587, 23588, 23589","D1107 8212, D1107 8760",With accessoriesWith anti-squeal shimWith piston clip,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,2.0 FSI,11/04,10/08,110,150,Brake pads,Prime Ceramic,P85075N,,20mm,66 - 71mm,155 - 157mm,,,,,,,Teves,Electric,"23587, 23588, 23589","D1107 8212, D1107 8760",With accessoriesWith anti-squeal shimWith piston clip,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,2.0 FSI,11/04,10/08,110,150,Brake pads,Xtra,P 85 075X,,20mm,66 - 71mm,155 - 157mm,,,,,,,Teves,Electric,"23587, 23588, 23589","D1107 8212, D1107 8760",With accessoriesWith anti-squeal shimWith piston clip,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,2.0 FSI,11/04,10/08,110,150,Brake pads,Prime,P 85 020,,17mm,53mm,87mm,,,,,,,Lucas,Without,"20961, 23554","D1017 7920, D1023 7773, D1112 7773, D340 7335, D894 7773",With accessoriesWith anti-squeal shimWith brake caliper bolts,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,2.0 FSI,11/04,10/08,110,150,Brake pads,Prime Ceramic,P85020N,,17mm,53mm,87mm,,,,,,,Lucas,Without,"20961, 23554","D1017 7920, D1023 7773, D1112 7773, D340 7335, D894 7773",With accessoriesWith anti-squeal shimWith brake caliper bolts,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,2.0 FSI,11/04,10/08,110,150,Brake pads,Xtra,P 85 020X,,17mm,53mm,87mm,,,,,,,Lucas,Without,"20961, 23554","D1017 7920, D1023 7773, D1112 7773, D340 7335, D894 7773",With accessoriesWith anti-squeal shimWith brake caliper bolts,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,2.0 FSI,11/04,10/08,110,150,Brake pads,Prime,P 85 073,,17mm,57mm,106mm,,,,,,,Lucas,Prepared for wear indicator,23914,D1108 8213,With accessoriesWith anti-squeal shimWith brake caliper bolts,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,2.0 FSI,11/04,10/08,110,150,Brake pads,Prime Ceramic,P85073N,,17mm,57mm,106mm,,,,,,,Lucas,Prepared for wear indicator,23914,D1108 8213,With accessoriesWith anti-squeal shimWith brake caliper bolts,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,2.0 FSI,11/04,10/08,110,150,Brake pads,Xtra,P 85 073X,,17mm,57mm,106mm,,,,,,,Lucas,Prepared for wear indicator,23914,D1108 8213,With accessoriesWith anti-squeal shimWith brake caliper bolts,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,2.0 FSI,11/04,10/08,110,150,Brake pads,Prime,P 85 114,,18mm,53mm,109mm,,,,,,,Bosch,Without,24563,D1456 8656,With accessoriesWith anti-squeal shimWith brake caliper bolts,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,2.0 FSI,11/04,10/08,110,150,Brake pads,Prime Ceramic,P85114N,,18mm,53mm,109mm,,,,,,,Bosch,Without,24563,D1456 8656,With accessoriesWith anti-squeal shimWith brake caliper bolts,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,2.0 FSI,11/04,10/08,110,150,Brake pads,Xtra,P 85 114X,,18mm,53mm,109mm,,,,,,,Bosch,Without,24563,D1456 8656,With accessoriesWith anti-squeal shimWith brake caliper bolts,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,2.0 FSI 4x4,11/04,04/09,110,150,Brake discs,Prime,09.9145.11,288mm,25mm,50mm,,5,Ventilated,65mm,22mm,120Nm,2,,,,,,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,2.0 FSI 4x4,11/04,04/09,110,150,Brake discs,Max,09.9145.75,288mm,25mm,50mm,,5,Ventilated,65mm,22mm,120Nm,2,,,,,,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,2.0 FSI 4x4,11/04,04/09,110,150,Brake discs,Xtra,09.9145.1X,288mm,25mm,50mm,,5,Ventilated,65mm,22mm,120Nm,2,,,,,,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,2.0 FSI 4x4,11/04,04/09,110,150,Brake discs,Prime,08.9502.11,253mm,10mm,51mm,,5,Solid,65mm,8mm,120Nm,2,,,,,,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,2.0 FSI 4x4,11/04,04/09,110,150,Brake discs,Max,08.9502.75,253mm,10mm,51mm,,5,Solid,65mm,8mm,120Nm,2,,,,,,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,2.0 FSI 4x4,11/04,04/09,110,150,Brake discs,Xtra,08.9502.1X,253mm,10mm,51mm,,5,Solid,65mm,8mm,120Nm,2,,,,,,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,2.0 FSI 4x4,11/04,04/09,110,150,Brake discs,Prime,08.9488.11,256mm,12mm,48mm,,5,Solid,65mm,10mm,120Nm,2,,,,,,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,2.0 FSI 4x4,11/04,04/09,110,150,Brake discs,Max,08.9488.75,256mm,12mm,48mm,,5,Solid,65mm,10mm,120Nm,2,,,,,,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,2.0 FSI 4x4,11/04,04/09,110,150,Brake discs,Xtra,08.9488.1X,256mm,12mm,48mm,,5,Solid,65mm,10mm,120Nm,2,,,,,,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,2.0 FSI 4x4,11/04,04/09,110,150,Brake discs,Prime,08.B413.11,272mm,10mm,48mm,,5,Solid,65mm,8mm,120Nm,2,,,,,,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,2.0 FSI 4x4,11/04,04/09,110,150,Brake discs,Max,08.B413.75,272mm,10mm,48mm,,5,Solid,65mm,8mm,120Nm,2,,,,,,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,2.0 FSI 4x4,11/04,04/09,110,150,Brake discs,Xtra,08.B413.1X,272mm,10mm,48mm,,5,Solid,65mm,8mm,120Nm,2,,,,,,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,2.0 FSI 4x4,11/04,04/09,110,150,Brake pads,Prime,P 85 072,,20mm,55mm,146mm,,,,,,,Teves,Electric,"23130, 23131, 23187",D768 7709,With accessoriesWith anti-squeal shimWith piston clip,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,2.0 FSI 4x4,11/04,04/09,110,150,Brake pads,Prime Ceramic,P85072N,,20mm,55mm,146mm,,,,,,,Teves,Electric,"23130, 23131, 23187",D768 7709,With accessoriesWith anti-squeal shimWith piston clip,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,2.0 FSI 4x4,11/04,04/09,110,150,Brake pads,Xtra,P 85 072X,,20mm,55mm,146mm,,,,,,,Teves,Electric,"23130, 23131, 23187",D768 7709,With accessoriesWith anti-squeal shimWith piston clip,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,2.0 FSI 4x4,11/04,04/09,110,150,Brake pads,Prime,P 85 075,,20mm,66 - 71mm,155 - 157mm,,,,,,,Teves,Electric,"23587, 23588, 23589","D1107 8212, D1107 8760",With accessoriesWith anti-squeal shimWith piston clip,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,2.0 FSI 4x4,11/04,04/09,110,150,Brake pads,Prime Ceramic,P85075N,,20mm,66 - 71mm,155 - 157mm,,,,,,,Teves,Electric,"23587, 23588, 23589","D1107 8212, D1107 8760",With accessoriesWith anti-squeal shimWith piston clip,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,2.0 FSI 4x4,11/04,04/09,110,150,Brake pads,Xtra,P 85 075X,,20mm,66 - 71mm,155 - 157mm,,,,,,,Teves,Electric,"23587, 23588, 23589","D1107 8212, D1107 8760",With accessoriesWith anti-squeal shimWith piston clip,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,2.0 FSI 4x4,11/04,04/09,110,150,Brake pads,Prime,P 85 020,,17mm,53mm,87mm,,,,,,,Lucas,Without,"20961, 23554","D1017 7920, D1023 7773, D1112 7773, D340 7335, D894 7773",With accessoriesWith anti-squeal shimWith brake caliper bolts,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,2.0 FSI 4x4,11/04,04/09,110,150,Brake pads,Prime Ceramic,P85020N,,17mm,53mm,87mm,,,,,,,Lucas,Without,"20961, 23554","D1017 7920, D1023 7773, D1112 7773, D340 7335, D894 7773",With accessoriesWith anti-squeal shimWith brake caliper bolts,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,2.0 FSI 4x4,11/04,04/09,110,150,Brake pads,Xtra,P 85 020X,,17mm,53mm,87mm,,,,,,,Lucas,Without,"20961, 23554","D1017 7920, D1023 7773, D1112 7773, D340 7335, D894 7773",With accessoriesWith anti-squeal shimWith brake caliper bolts,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,2.0 FSI 4x4,11/04,04/09,110,150,Brake pads,Prime,P 85 073,,17mm,57mm,106mm,,,,,,,Lucas,Prepared for wear indicator,23914,D1108 8213,With accessoriesWith anti-squeal shimWith brake caliper bolts,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,2.0 FSI 4x4,11/04,04/09,110,150,Brake pads,Prime Ceramic,P85073N,,17mm,57mm,106mm,,,,,,,Lucas,Prepared for wear indicator,23914,D1108 8213,With accessoriesWith anti-squeal shimWith brake caliper bolts,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,2.0 FSI 4x4,11/04,04/09,110,150,Brake pads,Xtra,P 85 073X,,17mm,57mm,106mm,,,,,,,Lucas,Prepared for wear indicator,23914,D1108 8213,With accessoriesWith anti-squeal shimWith brake caliper bolts,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,2.0 FSI 4x4,11/04,04/09,110,150,Brake pads,Prime,P 85 114,,18mm,53mm,109mm,,,,,,,Bosch,Without,24563,D1456 8656,With accessoriesWith anti-squeal shimWith brake caliper bolts,
SKODA,OCTAVIA II Combi (1Z5),02/04,06/13,2.0 FSI 4x4,11/04,04/09,110,150,Brake pads,Prime Ceramic,P85114N,,18mm,53mm,109mm,,,,,,,Bosch,Without,24563,D1456 8656,With accessoriesWith anti-squeal shimWith brake caliper bolts,
