brand,model,model_date_start,model_date_end,type,type_date_start,type_date_end,kw,cv,category,product_line,part_number,diameter,thickness,height,width,number_of_holes,brake_disc_type,centering,min_thickness,tightening_torque,units_per_box,braking_system,wear_indicator,wva_number,fmsi,accessories,position,caliper_pistons,disc_type,caliper_type
SUBARU,BRZ (ZC6),06/12,>,2.0 (ZC6),06/12,>,147,200,Brake discs,Prime,09.5674.21,276mm,24mm,57mm,,5,Ventilated,58mm,22mm,100Nm,2,,,,,,,,,
SUBARU,BRZ (ZC6),06/12,>,2.0 (ZC6),06/12,>,147,200,Brake discs,Xtra,09.5674.2X,276mm,24mm,57mm,,5,Ventilated,58mm,22mm,100Nm,2,,,,,,,,,
SUBARU,BRZ (ZC6),06/12,>,2.0 (ZC6),06/12,>,147,200,Brake discs,Sport,09.5674.2S,276mm,24mm,57mm,,5,Ventilated,58mm,22mm,100Nm,2,,,,,,,,,
SUBARU,BRZ (ZC6),06/12,>,2.0 (ZC6),06/12,>,147,200,Brake discs,Prime,09.A921.11,293mm,24mm,57mm,,5,Ventilated,58mm,22mm,100Nm,2,,,,,,,,,
SUBARU,BRZ (ZC6),06/12,>,2.0 (ZC6),06/12,>,147,200,Brake discs,Xtra,09.A921.1X,293mm,24mm,57mm,,5,Ventilated,58mm,22mm,100Nm,2,,,,,,,,,
SUBARU,BRZ (ZC6),06/12,>,2.0 (ZC6),06/12,>,147,200,Brake discs,Prime,08.C252.11,286mm,10mm,63mm,,5,Solid,58mm,"8,5mm",,2,,,,,,,,,
SUBARU,BRZ (ZC6),06/12,>,2.0 (ZC6),06/12,>,147,200,Brake discs,Xtra,08.C252.1X,286mm,10mm,63mm,,5,Solid,58mm,"8,5mm",,2,,,,,,,,,
SUBARU,BRZ (ZC6),06/12,>,2.0 (ZC6),06/12,>,147,200,Brake discs,Prime,09.C662.11,290mm,18mm,64mm,,5,Ventilated,58mm,16mm,,2,,,,,,,,,
SUBARU,BRZ (ZC6),06/12,>,2.0 (ZC6),06/12,>,147,200,Brake discs,Xtra,09.C662.1X,290mm,18mm,64mm,,5,Ventilated,58mm,16mm,,2,,,,,,,,,
SUBARU,BRZ (ZC6),06/12,>,2.0 (ZC6),06/12,>,147,200,Brake discs,Prime,09.A198.21,316mm,20mm,63mm,,5,Ventilated,58mm,18mm,,2,,,,,,,,,
SUBARU,BRZ (ZC6),06/12,>,2.0 (ZC6),06/12,>,147,200,Brake pads,Prime,P 54 039,,15mm,77mm,132mm,,,,,,,Brembo,Acoustic,"23092, 23325","D1001 7902, D1001 7942",With anti-squeal shim,,,,
SUBARU,BRZ (ZC6),06/12,>,2.0 (ZC6),06/12,>,147,200,Brake pads,Prime Ceramic,P54039N,,15mm,77mm,132mm,,,,,,,Brembo,Acoustic,"23092, 23325","D1001 7902, D1001 7942",With anti-squeal shim,,,,
SUBARU,BRZ (ZC6),06/12,>,2.0 (ZC6),06/12,>,147,200,Brake pads,Xtra,P 54 039X,,15mm,77mm,132mm,,,,,,,Brembo,Acoustic,"23092, 23325","D1001 7902, D1001 7942",With anti-squeal shim,,,,
SUBARU,BRZ (ZC6),06/12,>,2.0 (ZC6),06/12,>,147,200,Brake pads,Prime,P 78 021,,17mm,57mm,137mm,,,,,,,Tokico,Acoustic,"25760, 25761",D1539 7880,With accessoriesWith anti-squeal shim,,,,
SUBARU,BRZ (ZC6),06/12,>,2.0 (ZC6),06/12,>,147,200,Brake pads,Prime Ceramic,P78021N,,17mm,57mm,137mm,,,,,,,Tokico,Acoustic,"25760, 25761",D1539 7880,With accessoriesWith anti-squeal shim,,,,
SUBARU,BRZ (ZC6),06/12,>,2.0 (ZC6),06/12,>,147,200,Brake pads,Xtra,P 78 021X,,17mm,57mm,137mm,,,,,,,Tokico,Acoustic,"25760, 25761",D1539 7880,With accessoriesWith anti-squeal shim,,,,
SUBARU,BRZ (ZC6),06/12,>,2.0 (ZC6),06/12,>,147,200,Brake pads,Prime,P 56 048,,14mm,66mm,77mm,,,,,,,Brembo,Acoustic,"21580, 23323",D961 7859,With anti-squeal shim,,,,
SUBARU,BRZ (ZC6),06/12,>,2.0 (ZC6),06/12,>,147,200,Brake pads,Prime Ceramic,P56048N,,14mm,66mm,77mm,,,,,,,Brembo,Acoustic,"21580, 23323",D961 7859,With anti-squeal shim,,,,
SUBARU,BRZ (ZC6),06/12,>,2.0 (ZC6),06/12,>,147,200,Brake pads,Prime,P 78 020,,15mm,37mm,110mm,,,,,,,Akebono,Acoustic,"24271, 24272",D1114 8218,With anti-squeal shim,,,,
SUBARU,BRZ (ZC6),06/12,>,2.0 (ZC6),06/12,>,147,200,Brake pads,Prime Ceramic,P78020N,,15mm,37mm,110mm,,,,,,,Akebono,Acoustic,"24271, 24272",D1114 8218,With anti-squeal shim,,,,
SUBARU,BRZ (ZC6),06/12,>,2.0 (ZC6),06/12,>,147,200,Brake pads,Xtra,P 78 020X,,15mm,37mm,110mm,,,,,,,Akebono,Acoustic,"24271, 24272",D1114 8218,With anti-squeal shim,,,,
SUBARU,BRZ (ZC6),06/12,>,2.0 (ZC6),06/12,>,147,200,Brake pads,Prime,P 78 018,,16mm,40mm,111mm,,,,,,,NBK,Acoustic,"24854, 24855",D1124 8231,With accessoriesWith anti-squeal shim,,,,
SUBARU,BRZ (ZC6),06/12,>,2.0 (ZC6),06/12,>,147,200,Brake pads,Prime Ceramic,P78018N,,16mm,40mm,111mm,,,,,,,NBK,Acoustic,"24854, 24855",D1124 8231,With accessoriesWith anti-squeal shim,,,,
