brand,model,model_date_start,model_date_end,type,type_date_start,type_date_end,kw,cv,category,product_line,part_number,diameter,thickness,height,width,number_of_holes,brake_disc_type,centering,min_thickness,tightening_torque,units_per_box,braking_system,wear_indicator,wva_number,fmsi,accessories,position
CHEVROLET,CORVETTE (C6),09/04,12/13,6.2,02/08,08/13,321,437,UPGRADE GT kit,GT | A4 | TY1,1B2.8047A_,355mm,32mm,,,,,,,,,,,,,,,4,2 pieces,2 pieces
CHEVROLET,CORVETTE (C6),09/04,12/13,6.2,02/08,08/13,321,437,UPGRADE GT kit,GT | A4 | TY3,1B3.8047A_,355mm,32mm,,,,,,,,,,,,,,,4,2 pieces,2 pieces
CHEVROLET,CORVETTE (C6),09/04,12/13,6.2,02/08,08/13,321,437,UPGRADE GT kit,GT | A4 | D,1H4.8002A_,355mm,32mm,,,,,,,,,,,,,,,4,1 piece,2 pieces
CHEVROLET,CORVETTE (C6),09/04,12/13,6.2,02/08,08/13,321,437,UPGRADE GT kit,GT | M6 | D,1M1.8014A_,355mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
CHEVROLET,CORVETTE (C6),09/04,12/13,6.2,02/08,08/13,321,437,UPGRADE GT kit,GT | M6 | TY1,1M2.8014A_,355mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
CHEVROLET,CORVETTE (C6),09/04,12/13,6.2,02/08,08/13,321,437,UPGRADE GT kit,GT | M6 | TY3,1M3.8014A_,355mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
CHEVROLET,CORVETTE (C6),09/04,12/13,6.2,02/08,08/13,321,437,UPGRADE GT kit,GT | M6 | D,1M1.9003A_,380mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
CHEVROLET,CORVETTE (C6),09/04,12/13,6.2,02/08,08/13,321,437,UPGRADE GT kit,GT | M6 | TY1,1M2.9003A_,380mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
CHEVROLET,CORVETTE (C6),09/04,12/13,6.2,02/08,08/13,321,437,UPGRADE GT kit,GT | M6 | TY3,1M3.9003A_,380mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
CHEVROLET,CORVETTE (C6),09/04,12/13,6.2,02/08,08/13,321,437,UPGRADE GT kit,GT | M6 | D,1N1.8501A_,365mm,34mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
CHEVROLET,CORVETTE (C6),09/04,12/13,6.2,02/08,08/13,321,437,UPGRADE GT kit,GT | M6 | TY1,1N2.8501A_,365mm,34mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
CHEVROLET,CORVETTE (C6),09/04,12/13,6.2,02/08,08/13,321,437,UPGRADE GT kit,GT | M6 | D,1N1.9022A_,380mm,34mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
CHEVROLET,CORVETTE (C6),09/04,12/13,6.2,02/08,08/13,321,437,UPGRADE GT kit,GT | M6 | TY1,1N2.9022A_,380mm,34mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
CHEVROLET,CORVETTE (C6),09/04,12/13,6.2,02/08,08/13,321,437,UPGRADE GT kit,GT | M6 | TY3,1N3.9022A_,380mm,34mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
CHEVROLET,CORVETTE (C6),09/04,12/13,6.2,02/08,08/13,321,437,UPGRADE GT kit,GT | M6 | TY3,1N3.8013A_,350mm,34mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
CHEVROLET,CORVETTE (C6),09/04,12/13,6.2,02/08,08/13,321,437,UPGRADE GT kit,GT | M6 | TY3,1N3.8014A_,350mm,34mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
CHEVROLET,CORVETTE (C6),09/04,12/13,6.2,02/08,08/13,321,437,UPGRADE GT kit,GT | A4 | D,2C1.8020A_,345mm,28mm,,,,,,,,,,,,,,,4,2 pieces,2 pieces
CHEVROLET,CORVETTE (C6),09/04,12/13,6.2,02/08,08/13,321,437,UPGRADE GT kit,GT | A4 | TY1,2C2.8020A_,345mm,28mm,,,,,,,,,,,,,,,4,2 pieces,2 pieces
CHEVROLET,CORVETTE (C6),09/04,12/13,6.2,02/08,08/13,321,437,UPGRADE GT kit,GT | A4 | TY3,2C3.8020A_,345mm,28mm,,,,,,,,,,,,,,,4,2 pieces,2 pieces
CHEVROLET,CORVETTE (C6),09/04,12/13,6.2,02/08,08/13,321,437,UPGRADE GT kit,GT | M4 | D,2P1.8013A_,345mm,28mm,,,,,,,,,,,,,,,4,2 pieces,Monoblock
CHEVROLET,CORVETTE (C6),09/04,12/13,6.2,02/08,08/13,321,437,UPGRADE GT kit,GT | M4 | TY1,2P2.8013A_,345mm,28mm,,,,,,,,,,,,,,,4,2 pieces,Monoblock
CHEVROLET,CORVETTE (C6),09/04,12/13,6.2,02/08,08/13,321,437,UPGRADE GT kit,GT | M4 | TY3,2P3.8013A_,345mm,28mm,,,,,,,,,,,,,,,4,2 pieces,Monoblock
CHEVROLET,CORVETTE (C6),09/04,12/13,6.2,02/08,08/13,321,437,UPGRADE GT kit,GT | M4 | D,2P1.9032A_,380mm,28mm,,,,,,,,,,,,,,,4,2 pieces,Monoblock
CHEVROLET,CORVETTE (C6),09/04,12/13,6.2,02/08,08/13,321,437,UPGRADE GT kit,GT | M4 | TY1,2P2.9032A_,380mm,28mm,,,,,,,,,,,,,,,4,2 pieces,Monoblock
CHEVROLET,CORVETTE (C6),09/04,12/13,6.2,02/08,08/13,321,437,UPGRADE GT kit,GT | M4 | TY3,2P3.9032A_,380mm,28mm,,,,,,,,,,,,,,,4,2 pieces,Monoblock
CHEVROLET,CORVETTE (C6),09/04,12/13,6.2 ZR1,09/08,08/13,476,647,Brake pads,Prime Ceramic,P10069N,,15mm,55mm,59mm,,,,,,,,Acoustic,,D1419 8302,With anti-squeal shim,
CHEVROLET,CORVETTE (C6),09/04,12/13,6.2 ZR1,09/08,08/13,476,647,Brake pads,Prime,P 10 052,,15mm,63mm,184mm,,,,,,,PBR,Acoustic,"24194, 24195, 24196","D731 7599, D731 8861",With anti-squeal shim,
CHEVROLET,CORVETTE (C6),09/04,12/13,6.2 ZR1,09/08,08/13,476,647,Brake pads,Prime Ceramic,P10052N,,15mm,63mm,184mm,,,,,,,PBR,Acoustic,"24194, 24195, 24196","D731 7599, D731 8861",With anti-squeal shim,
CHEVROLET,CORVETTE (C6),09/04,12/13,6.2 ZR1,09/08,08/13,476,647,Brake pads,Prime Ceramic,P10066N,,15mm,55mm,59mm,,,,,,,,Acoustic,,D1419 8303,With anti-squeal shim,
CHEVROLET,CORVETTE (C6),09/04,12/13,6.2 ZR1,09/08,08/13,476,647,Brake pads,Prime Ceramic,P10047N,,17mm,37mm,121mm,,,,,,,PBR,Acoustic,"24197, 24198, 24199","D732 7600, D732 7956, D732 8285, D732 8862",With anti-squeal shim,
CHEVROLET,CORVETTE (C6),09/04,12/13,Z06 7.0,03/06,08/13,377,512,Brake pads,Prime Ceramic,P10069N,,15mm,55mm,59mm,,,,,,,,Acoustic,,D1419 8302,With anti-squeal shim,,,,
CHEVROLET,CORVETTE (C6),09/04,12/13,Z06 7.0,03/06,08/13,377,512,Brake pads,Prime,P 10 052,,15mm,63mm,184mm,,,,,,,PBR,Acoustic,"24194, 24195, 24196","D731 7599, D731 8861",With anti-squeal shim,,,,
CHEVROLET,CORVETTE (C6),09/04,12/13,Z06 7.0,03/06,08/13,377,512,Brake pads,Prime Ceramic,P10052N,,15mm,63mm,184mm,,,,,,,PBR,Acoustic,"24194, 24195, 24196","D731 7599, D731 8861",With anti-squeal shim,,,,
CHEVROLET,CORVETTE (C6),09/04,12/13,Z06 7.0,03/06,08/13,377,512,Brake pads,Prime Ceramic,P10066N,,15mm,55mm,59mm,,,,,,,,Acoustic,,D1419 8303,With anti-squeal shim,,,,
CHEVROLET,CORVETTE (C6),09/04,12/13,Z06 7.0,03/06,08/13,377,512,Brake pads,Prime Ceramic,P10047N,,17mm,37mm,121mm,,,,,,,PBR,Acoustic,"24197, 24198, 24199","D732 7600, D732 7956, D732 8285, D732 8862",With anti-squeal shim,,,,
CHEVROLET,CORVETTE (C6),09/04,12/13,Z06 7.0,03/06,08/13,377,512,UPGRADE GT kit,GT | M6 | D,1M1.9015A_,380mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
CHEVROLET,CORVETTE (C6),09/04,12/13,Z06 7.0,03/06,08/13,377,512,UPGRADE GT kit,GT | M6 | TY1,1M2.9015A_,380mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
CHEVROLET,CORVETTE (C6),09/04,12/13,Z06 7.0,03/06,08/13,377,512,UPGRADE GT kit,GT | M6 | TY3,1M3.9015A_,380mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
CHEVROLET,CORVETTE (C6),09/04,12/13,Z06 7.0,03/06,08/13,377,512,UPGRADE GT kit,GT | M6 | D,1N1.8502A_,365mm,34mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
CHEVROLET,CORVETTE (C6),09/04,12/13,Z06 7.0,03/06,08/13,377,512,UPGRADE GT kit,GT | M6 | TY1,1N2.8502A_,365mm,34mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
CHEVROLET,CORVETTE (C6),09/04,12/13,Z06 7.0,03/06,08/13,377,512,UPGRADE GT kit,GT | M6 | D,1N1.9034A_,380mm,34mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
CHEVROLET,CORVETTE (C6),09/04,12/13,Z06 7.0,03/06,08/13,377,512,UPGRADE GT kit,GT | M6 | TY1,1N2.9034A_,380mm,34mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
CHEVROLET,CORVETTE (C6),09/04,12/13,Z06 7.0,03/06,08/13,377,512,UPGRADE GT kit,GT | M6 | TY3,1N3.9034A_,380mm,34mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
CHEVROLET,CORVETTE (C6),09/04,12/13,Z06 7.0,03/06,08/13,377,512,UPGRADE GT kit,GT | M6 | TY3,1N3.8015A_,350mm,34mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
CHEVROLET,CORVETTE (C6),09/04,12/13,Z06 7.0,03/06,08/13,377,512,UPGRADE GT kit,GT | M4 | D,2P1.8013A_,345mm,28mm,,,,,,,,,,,,,,,4,2 pieces,Monoblock
CHEVROLET,CORVETTE (C6),09/04,12/13,Z06 7.0,03/06,08/13,377,512,UPGRADE GT kit,GT | M4 | TY1,2P2.8013A_,345mm,28mm,,,,,,,,,,,,,,,4,2 pieces,Monoblock
CHEVROLET,CORVETTE (C6),09/04,12/13,Z06 7.0,03/06,08/13,377,512,UPGRADE GT kit,GT | M4 | TY3,2P3.8013A_,345mm,28mm,,,,,,,,,,,,,,,4,2 pieces,Monoblock
CHEVROLET,CORVETTE (C6),09/04,12/13,Z06 7.0,03/06,08/13,377,512,UPGRADE GT kit,GT | M4 | D,2P1.9032A_,380mm,28mm,,,,,,,,,,,,,,,4,2 pieces,Monoblock
CHEVROLET,CORVETTE (C6),09/04,12/13,Z06 7.0,03/06,08/13,377,512,UPGRADE GT kit,GT | M4 | TY1,2P2.9032A_,380mm,28mm,,,,,,,,,,,,,,,4,2 pieces,Monoblock
CHEVROLET,CORVETTE (C6),09/04,12/13,Z06 7.0,03/06,08/13,377,512,UPGRADE GT kit,GT | M4 | TY3,2P3.9032A_,380mm,28mm,,,,,,,,,,,,,,,4,2 pieces,Monoblock
CHEVROLET,CORVETTE (C8),07/19,>,6.2,07/19,>,369,502,Brake pads,Prime,P 09 026,,16mm,89mm,132mm,,,,,,,,,26458,D2251 9487,With anti-squeal shim,,,,
CHEVROLET,CORVETTE (C8),07/19,>,6.2,07/19,>,369,502,Brake pads,Prime Ceramic,P09026N,,16mm,89mm,132mm,,,,,,,,,26458,D2251 9487,With anti-squeal shim,,,,
CHEVROLET,CORVETTE (C8),07/19,>,6.2,07/19,>,369,502,Brake pads,Prime,P 23 201,,10mm,66mm,56mm,,,,,,,,Without,,,With accessoriesWith anti-squeal shim,,,,
CHEVROLET,CORVETTE (C8),07/19,>,6.2,07/19,>,369,502,Brake pads,Prime Ceramic,P23201N,,10mm,66mm,56mm,,,,,,,,Without,,,With accessoriesWith anti-squeal shim,,,,
CHEVROLET,CORVETTE (C8),07/19,>,6.2,07/19,>,369,502,UPGRADE GT kit,GT | M6 | D,1M1.9058A_,380mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
CHEVROLET,CORVETTE (C8),07/19,>,6.2,07/19,>,369,502,UPGRADE GT kit,GT | M6 | TY1,1M2.9058A_,380mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
CHEVROLET,CORVETTE (C8),07/19,>,6.2,07/19,>,369,502,UPGRADE GT kit,GT | M6 | TY3,1M3.9058A_,380mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
CHEVROLET,CORVETTE (C8),07/19,>,6.2,07/19,>,369,502,UPGRADE GT kit,GT | M6 | D,1N1.9072A_,380mm,34mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
CHEVROLET,CORVETTE (C8),07/19,>,6.2,07/19,>,369,502,UPGRADE GT kit,GT | M6 | TY1,1N2.9072A_,380mm,34mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
CHEVROLET,CORVETTE (C8),07/19,>,6.2,07/19,>,369,502,UPGRADE GT kit,GT | M6 | TY3,1N3.9072A_,380mm,34mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
CHEVROLET,CORVETTE (C8),07/19,>,6.2,07/19,>,369,502,UPGRADE GT kit,GT | M6 | TY3,1N3.8022A_,350mm,34mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
CHEVROLET,CORVETTE (C8),07/19,>,6.2,07/19,>,369,502,UPGRADE GT kit,GT | BM6 | D,1T1.9029A_,380mm,34mm,,,,,,,,,,,,,,,6,2 pieces,BM monoblock
CHEVROLET,CORVETTE (C8),07/19,>,6.2,07/19,>,369,502,UPGRADE GT kit,GT | BM6 | TY1,1T2.9029A_,380mm,34mm,,,,,,,,,,,,,,,6,2 pieces,BM monoblock
CHEVROLET,CORVETTE (C8),07/19,>,6.2,07/19,>,369,502,UPGRADE GT kit,GT | BM6 | TY3,1T3.9029A_,380mm,34mm,,,,,,,,,,,,,,,6,2 pieces,BM monoblock
CHEVROLET,CORVETTE (C8),07/19,>,6.2,07/19,>,369,502,UPGRADE GT kit,GT | M6 | D,2M1.9007A_,380mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
CHEVROLET,CORVETTE (C8),07/19,>,6.2,07/19,>,369,502,UPGRADE GT kit,GT | M6 | TY1,2M2.9007A_,380mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
CHEVROLET,CORVETTE (C8),07/19,>,6.2,07/19,>,369,502,UPGRADE GT kit,GT | M6 | TY3,2M3.9007A_,380mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
CHEVROLET,CORVETTE (C8),07/19,>,6.2,07/19,>,369,502,UPGRADE GT kit,GT | BM6 | D,2T1.9003A_,380mm,34mm,,,,,,,,,,,,,,,6,2 pieces,BM monoblock
CHEVROLET,CORVETTE (C8),07/19,>,6.2,07/19,>,369,502,UPGRADE GT kit,GT | BM6 | TY1,2T2.9003A_,380mm,34mm,,,,,,,,,,,,,,,6,2 pieces,BM monoblock
CHEVROLET,CORVETTE (C8),07/19,>,6.2,07/19,>,369,502,UPGRADE GT kit,GT | BM6 | TY3,2T3.9003A_,380mm,34mm,,,,,,,,,,,,,,,6,2 pieces,BM monoblock
CHEVROLET,CORVETTE (C8),07/19,>,Z06 5.5,07/22,>,475,646,Brake pads,Prime,P 23 201,,10mm,66mm,56mm,,,,,,,,Without,,,With accessoriesWith anti-squeal shim,
CHEVROLET,CORVETTE (C8),07/19,>,Z06 5.5,07/22,>,475,646,Brake pads,Prime Ceramic,P23201N,,10mm,66mm,56mm,,,,,,,,Without,,,With accessoriesWith anti-squeal shim,
CHEVROLET,CORVETTE Convertible,09/97,09/04,5.7,09/97,09/04,253,344,Brake pads,Prime,P 10 052,,15mm,63mm,184mm,,,,,,,PBR,Acoustic,"24194, 24195, 24196","D731 7599, D731 8861",With anti-squeal shim,,,,
CHEVROLET,CORVETTE Convertible,09/97,09/04,5.7,09/97,09/04,253,344,Brake pads,Prime Ceramic,P10052N,,15mm,63mm,184mm,,,,,,,PBR,Acoustic,"24194, 24195, 24196","D731 7599, D731 8861",With anti-squeal shim,,,,
CHEVROLET,CORVETTE Convertible,09/97,09/04,5.7,09/97,09/04,253,344,Brake pads,Prime Ceramic,P10047N,,17mm,37mm,121mm,,,,,,,PBR,Acoustic,"24197, 24198, 24199","D732 7600, D732 7956, D732 8285, D732 8862",With anti-squeal shim,,,,
CHEVROLET,CORVETTE Convertible,09/97,09/04,5.7,09/97,09/04,253,344,UPGRADE GT kit,GT | A4 | D,1B1.8006A_,355mm,32mm,,,,,,,,,,,,,,,4,2 pieces,2 pieces
CHEVROLET,CORVETTE Convertible,09/97,09/04,5.7,09/97,09/04,253,344,UPGRADE GT kit,GT | A4 | TY1,1B2.8006A_,355mm,32mm,,,,,,,,,,,,,,,4,2 pieces,2 pieces
CHEVROLET,CORVETTE Convertible,09/97,09/04,5.7,09/97,09/04,253,344,UPGRADE GT kit,GT | A4 | TY3,1B3.8006A_,355mm,32mm,,,,,,,,,,,,,,,4,2 pieces,2 pieces
CHEVROLET,CORVETTE Convertible,09/97,09/04,5.7,09/97,09/04,253,344,UPGRADE GT kit,GT | A4 | D,1H4.8001A_,355mm,32mm,,,,,,,,,,,,,,,4,1 piece,2 pieces
CHEVROLET,CORVETTE Convertible,09/97,09/04,5.7,09/97,09/04,253,344,UPGRADE GT kit,GT | M6 | D,1M1.8013A_,355mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
CHEVROLET,CORVETTE Convertible,09/97,09/04,5.7,09/97,09/04,253,344,UPGRADE GT kit,GT | M6 | TY1,1M2.8013A_,355mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
CHEVROLET,CORVETTE Convertible,09/97,09/04,5.7,09/97,09/04,253,344,UPGRADE GT kit,GT | M6 | TY3,1M3.8013A_,355mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
CHEVROLET,CORVETTE Convertible,09/97,09/04,5.7,09/97,09/04,253,344,UPGRADE GT kit,GT | M6 | D,1M1.9002A_,380mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
CHEVROLET,CORVETTE Convertible,09/97,09/04,5.7,09/97,09/04,253,344,UPGRADE GT kit,GT | M6 | TY1,1M2.9002A_,380mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
CHEVROLET,CORVETTE Convertible,09/97,09/04,5.7,09/97,09/04,253,344,UPGRADE GT kit,GT | M6 | TY3,1M3.9002A_,380mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
CHEVROLET,CORVETTE Convertible,09/97,09/04,5.7,09/97,09/04,253,344,UPGRADE GT kit,GT | M6 | TY3,1N3.8016A_,350mm,34mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
CHEVROLET,CORVETTE Convertible,09/97,09/04,5.7,09/97,09/04,253,344,UPGRADE GT kit,GT | A4 | D,2C1.8003A_,345mm,28mm,,,,,,,,,,,,,,,4,2 pieces,2 pieces
CHEVROLET,CORVETTE Convertible,09/97,09/04,5.7,09/97,09/04,253,344,UPGRADE GT kit,GT | A4 | TY1,2C2.8003A_,345mm,28mm,,,,,,,,,,,,,,,4,2 pieces,2 pieces
CHEVROLET,CORVETTE Convertible,09/97,09/04,5.7,09/97,09/04,253,344,UPGRADE GT kit,GT | A4 | TY3,2C3.8003A_,345mm,28mm,,,,,,,,,,,,,,,4,2 pieces,2 pieces
CHEVROLET,CORVETTE Convertible,09/97,09/04,5.7,09/97,09/04,253,344,UPGRADE GT kit,GT | M4 | D,2P1.8012A_,345mm,28mm,,,,,,,,,,,,,,,4,2 pieces,Monoblock
CHEVROLET,CORVETTE Convertible,09/97,09/04,5.7,09/97,09/04,253,344,UPGRADE GT kit,GT | M4 | TY1,2P2.8012A_,345mm,28mm,,,,,,,,,,,,,,,4,2 pieces,Monoblock
CHEVROLET,CORVETTE Convertible,09/97,09/04,5.7,09/97,09/04,253,344,UPGRADE GT kit,GT | M4 | TY3,2P3.8012A_,345mm,28mm,,,,,,,,,,,,,,,4,2 pieces,Monoblock
CHEVROLET,CORVETTE Convertible,09/97,09/04,5.7,09/00,09/04,261,355,UPGRADE GT kit,GT | A4 | D,1B1.8006A_,355mm,32mm,,,,,,,,,,,,,,,4,2 pieces,2 pieces
CHEVROLET,CORVETTE Convertible,09/97,09/04,5.7,09/00,09/04,261,355,UPGRADE GT kit,GT | A4 | TY1,1B2.8006A_,355mm,32mm,,,,,,,,,,,,,,,4,2 pieces,2 pieces
CHEVROLET,CORVETTE Convertible,09/97,09/04,5.7,09/00,09/04,261,355,UPGRADE GT kit,GT | A4 | TY3,1B3.8006A_,355mm,32mm,,,,,,,,,,,,,,,4,2 pieces,2 pieces
CHEVROLET,CORVETTE Convertible,09/97,09/04,5.7,09/00,09/04,261,355,UPGRADE GT kit,GT | A4 | D,1H4.8001A_,355mm,32mm,,,,,,,,,,,,,,,4,1 piece,2 pieces
CHEVROLET,CORVETTE Convertible,09/97,09/04,5.7,09/00,09/04,261,355,UPGRADE GT kit,GT | M6 | D,1M1.8013A_,355mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
CHEVROLET,CORVETTE Convertible,09/97,09/04,5.7,09/00,09/04,261,355,UPGRADE GT kit,GT | M6 | TY1,1M2.8013A_,355mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
CHEVROLET,CORVETTE Convertible,09/97,09/04,5.7,09/00,09/04,261,355,UPGRADE GT kit,GT | M6 | TY3,1M3.8013A_,355mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
CHEVROLET,CORVETTE Convertible,09/97,09/04,5.7,09/00,09/04,261,355,UPGRADE GT kit,GT | M6 | D,1M1.9002A_,380mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
CHEVROLET,CORVETTE Convertible,09/97,09/04,5.7,09/00,09/04,261,355,UPGRADE GT kit,GT | M6 | TY1,1M2.9002A_,380mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
CHEVROLET,CORVETTE Convertible,09/97,09/04,5.7,09/00,09/04,261,355,UPGRADE GT kit,GT | M6 | TY3,1M3.9002A_,380mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
CHEVROLET,CORVETTE Convertible,09/97,09/04,5.7,09/00,09/04,261,355,UPGRADE GT kit,GT | M6 | TY3,1N3.8016A_,350mm,34mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
CHEVROLET,CORVETTE Convertible,09/97,09/04,5.7,09/00,09/04,261,355,UPGRADE GT kit,GT | A4 | D,2C1.8003A_,345mm,28mm,,,,,,,,,,,,,,,4,2 pieces,2 pieces
CHEVROLET,CORVETTE Convertible,09/97,09/04,5.7,09/00,09/04,261,355,UPGRADE GT kit,GT | A4 | TY1,2C2.8003A_,345mm,28mm,,,,,,,,,,,,,,,4,2 pieces,2 pieces
CHEVROLET,CORVETTE Convertible,09/97,09/04,5.7,09/00,09/04,261,355,UPGRADE GT kit,GT | A4 | TY3,2C3.8003A_,345mm,28mm,,,,,,,,,,,,,,,4,2 pieces,2 pieces
CHEVROLET,CORVETTE Convertible,09/97,09/04,5.7,09/00,09/04,261,355,UPGRADE GT kit,GT | M4 | D,2P1.8012A_,345mm,28mm,,,,,,,,,,,,,,,4,2 pieces,Monoblock
CHEVROLET,CORVETTE Convertible,09/97,09/04,5.7,09/00,09/04,261,355,UPGRADE GT kit,GT | M4 | TY1,2P2.8012A_,345mm,28mm,,,,,,,,,,,,,,,4,2 pieces,Monoblock
CHEVROLET,CORVETTE Convertible,09/97,09/04,5.7,09/00,09/04,261,355,UPGRADE GT kit,GT | M4 | TY3,2P3.8012A_,345mm,28mm,,,,,,,,,,,,,,,4,2 pieces,Monoblock
CHEVROLET,CORVETTE Convertible (C6),09/04,12/13,6.0,09/04,08/13,298,405,Brake pads,Prime,P 10 052,,15mm,63mm,184mm,,,,,,,PBR,Acoustic,"24194, 24195, 24196","D731 7599, D731 8861",With anti-squeal shim,
CHEVROLET,CORVETTE Convertible (C6),09/04,12/13,6.0,09/04,08/13,298,405,Brake pads,Prime Ceramic,P10052N,,15mm,63mm,184mm,,,,,,,PBR,Acoustic,"24194, 24195, 24196","D731 7599, D731 8861",With anti-squeal shim,
CHEVROLET,CORVETTE Convertible (C6),09/04,12/13,6.0,09/04,08/13,298,405,Brake pads,Prime Ceramic,P10047N,,17mm,37mm,121mm,,,,,,,PBR,Acoustic,"24197, 24198, 24199","D732 7600, D732 7956, D732 8285, D732 8862",With anti-squeal shim,
CHEVROLET,CORVETTE Convertible (C6),09/04,12/13,6.2,02/08,08/13,321,437,Brake pads,Prime,P 10 052,,15mm,63mm,184mm,,,,,,,PBR,Acoustic,"24194, 24195, 24196","D731 7599, D731 8861",With anti-squeal shim,,,,
CHEVROLET,CORVETTE Convertible (C6),09/04,12/13,6.2,02/08,08/13,321,437,Brake pads,Prime Ceramic,P10052N,,15mm,63mm,184mm,,,,,,,PBR,Acoustic,"24194, 24195, 24196","D731 7599, D731 8861",With anti-squeal shim,,,,
CHEVROLET,CORVETTE Convertible (C6),09/04,12/13,6.2,02/08,08/13,321,437,Brake pads,Prime Ceramic,P10047N,,17mm,37mm,121mm,,,,,,,PBR,Acoustic,"24197, 24198, 24199","D732 7600, D732 7956, D732 8285, D732 8862",With anti-squeal shim,,,,
CHEVROLET,CORVETTE Convertible (C6),09/04,12/13,6.2,02/08,08/13,321,437,UPGRADE GT kit,GT | A4 | D,1B1.8047A_,355mm,32mm,,,,,,,,,,,,,,,4,2 pieces,2 pieces
CHEVROLET,CORVETTE Convertible (C6),09/04,12/13,6.2,02/08,08/13,321,437,UPGRADE GT kit,GT | A4 | TY1,1B2.8047A_,355mm,32mm,,,,,,,,,,,,,,,4,2 pieces,2 pieces
CHEVROLET,CORVETTE Convertible (C6),09/04,12/13,6.2,02/08,08/13,321,437,UPGRADE GT kit,GT | A4 | TY3,1B3.8047A_,355mm,32mm,,,,,,,,,,,,,,,4,2 pieces,2 pieces
CHEVROLET,CORVETTE Convertible (C6),09/04,12/13,6.2,02/08,08/13,321,437,UPGRADE GT kit,GT | A4 | D,1H4.8002A_,355mm,32mm,,,,,,,,,,,,,,,4,1 piece,2 pieces
CHEVROLET,CORVETTE Convertible (C6),09/04,12/13,6.2,02/08,08/13,321,437,UPGRADE GT kit,GT | M6 | D,1M1.8014A_,355mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
CHEVROLET,CORVETTE Convertible (C6),09/04,12/13,6.2,02/08,08/13,321,437,UPGRADE GT kit,GT | M6 | TY1,1M2.8014A_,355mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
CHEVROLET,CORVETTE Convertible (C6),09/04,12/13,6.2,02/08,08/13,321,437,UPGRADE GT kit,GT | M6 | TY3,1M3.8014A_,355mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
CHEVROLET,CORVETTE Convertible (C6),09/04,12/13,6.2,02/08,08/13,321,437,UPGRADE GT kit,GT | M6 | D,1M1.9003A_,380mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
CHEVROLET,CORVETTE Convertible (C6),09/04,12/13,6.2,02/08,08/13,321,437,UPGRADE GT kit,GT | M6 | TY1,1M2.9003A_,380mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
