brand,model,model_date_start,model_date_end,type,type_date_start,type_date_end,kw,cv,category,product_line,part_number,diameter,thickness,height,width,number_of_holes,brake_disc_type,centering,min_thickness,tightening_torque,units_per_box,braking_system,wear_indicator,wva_number,fmsi,accessories,position
FORD USA,F-150 Crew Cab Pickup,09/14,>,3.5 Ecoboost 4WD,01/17,>,287,390,UPGRADE GT kit,GT | A6 | TY3,1J3.9015A_,380mm,34mm,,,,,,,,,,,,,,,6,2 pieces,2 pieces
FORD USA,F-150 Crew Cab Pickup,09/14,>,3.5 Ecoboost 4WD,01/17,>,287,390,UPGRADE GT kit,GT | BM8 | D,1Q1.9605A_,412mm,38mm,,,,,,,,,,,,,,,8,2 pieces,BM monoblock
FORD USA,F-150 Crew Cab Pickup,09/14,>,3.5 Ecoboost 4WD,01/17,>,287,390,UPGRADE GT kit,GT | BM8 | TY1,1Q2.9605A_,412mm,38mm,,,,,,,,,,,,,,,8,2 pieces,BM monoblock
FORD USA,F-150 Crew Cab Pickup,09/14,>,5.0 4WD,09/14,>,287,390,Brake pads,Prime,P 24 258,,19mm,68mm,194mm,,,,,,,,Without,22050,,With anti-squeal shim,,,,
FORD USA,F-150 Crew Cab Pickup,09/14,>,5.0 4WD,09/14,>,287,390,Brake pads,Prime Ceramic,P24258N,,19mm,68mm,194mm,,,,,,,,Without,22050,,With anti-squeal shim,,,,
FORD USA,F-150 Crew Cab Pickup,09/14,>,5.0 4WD,09/14,>,287,390,Brake pads,Prime Ceramic,P24200N,,18mm,52mm,149mm,,,,,,,,Without,22100,"D1790 9018, D1790 9350",With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,
FORD USA,F-150 Crew Cab Pickup,09/14,>,5.0 4WD,09/14,>,287,390,UPGRADE GT kit,GT | A6 | D,1J1.9015A_,380mm,34mm,,,,,,,,,,,,,,,6,2 pieces,2 pieces
FORD USA,F-150 Crew Cab Pickup,09/14,>,5.0 4WD,09/14,>,287,390,UPGRADE GT kit,GT | A6 | TY1,1J2.9015A_,380mm,34mm,,,,,,,,,,,,,,,6,2 pieces,2 pieces
FORD USA,F-150 Crew Cab Pickup,09/14,>,5.0 4WD,09/14,>,287,390,UPGRADE GT kit,GT | A6 | TY3,1J3.9015A_,380mm,34mm,,,,,,,,,,,,,,,6,2 pieces,2 pieces
FORD USA,F-150 Crew Cab Pickup,09/14,>,5.0 4WD,09/14,>,287,390,UPGRADE GT kit,GT | BM8 | D,1Q1.9605A_,412mm,38mm,,,,,,,,,,,,,,,8,2 pieces,BM monoblock
FORD USA,F-150 Crew Cab Pickup,09/14,>,5.0 4WD,09/14,>,287,390,UPGRADE GT kit,GT | BM8 | TY1,1Q2.9605A_,412mm,38mm,,,,,,,,,,,,,,,8,2 pieces,BM monoblock
FORD USA,F-150 Crew Cab Pickup,09/14,>,5.0 Ti-VCT 4WD,01/18,>,295,401,UPGRADE GT kit,GT | A6 | D,1J1.9015A_,380mm,34mm,,,,,,,,,,,,,,,6,2 pieces,2 pieces
FORD USA,F-150 Crew Cab Pickup,09/14,>,5.0 Ti-VCT 4WD,01/18,>,295,401,UPGRADE GT kit,GT | A6 | TY1,1J2.9015A_,380mm,34mm,,,,,,,,,,,,,,,6,2 pieces,2 pieces
FORD USA,F-150 Crew Cab Pickup,09/14,>,5.0 Ti-VCT 4WD,01/18,>,295,401,UPGRADE GT kit,GT | A6 | TY3,1J3.9015A_,380mm,34mm,,,,,,,,,,,,,,,6,2 pieces,2 pieces
FORD USA,F-150 Crew Cab Pickup,09/14,>,5.0 Ti-VCT 4WD,01/18,>,295,401,UPGRADE GT kit,GT | BM8 | D,1Q1.9605A_,412mm,38mm,,,,,,,,,,,,,,,8,2 pieces,BM monoblock
FORD USA,F-150 Crew Cab Pickup,09/14,>,5.0 Ti-VCT 4WD,01/18,>,295,401,UPGRADE GT kit,GT | BM8 | TY1,1Q2.9605A_,412mm,38mm,,,,,,,,,,,,,,,8,2 pieces,BM monoblock
FORD USA,F-150 Crew Cab Pickup,07/20,>,3.0 TDCi 4WD,04/21,>,186,253,UPGRADE GT kit,GT | A6 | D,1J1.9023A_,380mm,34mm,,,,,,,,,,,,,,,6,2 pieces,2 pieces
FORD USA,F-150 Crew Cab Pickup,07/20,>,3.0 TDCi 4WD,04/21,>,186,253,UPGRADE GT kit,GT | A6 | TY1,1J2.9023A_,380mm,34mm,,,,,,,,,,,,,,,6,2 pieces,2 pieces
FORD USA,F-150 Crew Cab Pickup,07/20,>,3.0 TDCi 4WD,04/21,>,186,253,UPGRADE GT kit,GT | A6 | TY3,1J3.9023A_,380mm,34mm,,,,,,,,,,,,,,,6,2 pieces,2 pieces
FORD USA,F-150 Crew Cab Pickup,07/20,>,3.0 TDCi 4WD,04/21,>,186,253,UPGRADE GT kit,GT | BM8 | D,1Q1.9626A_,412mm,38mm,,,,,,,,,,,,,,,8,2 pieces,BM monoblock
FORD USA,F-150 Crew Cab Pickup,07/20,>,3.0 TDCi 4WD,04/21,>,186,253,UPGRADE GT kit,GT | BM8 | TY1,1Q2.9626A_,412mm,38mm,,,,,,,,,,,,,,,8,2 pieces,BM monoblock
FORD USA,F-150 Crew Cab Pickup,07/20,>,3.5 EcoBoost 4WD,04/21,>,298,405,UPGRADE GT kit,GT | A6 | D,1J1.9023A_,380mm,34mm,,,,,,,,,,,,,,,6,2 pieces,2 pieces
FORD USA,F-150 Crew Cab Pickup,07/20,>,3.5 EcoBoost 4WD,04/21,>,298,405,UPGRADE GT kit,GT | A6 | TY1,1J2.9023A_,380mm,34mm,,,,,,,,,,,,,,,6,2 pieces,2 pieces
FORD USA,F-150 Crew Cab Pickup,07/20,>,3.5 EcoBoost 4WD,04/21,>,298,405,UPGRADE GT kit,GT | A6 | TY3,1J3.9023A_,380mm,34mm,,,,,,,,,,,,,,,6,2 pieces,2 pieces
FORD USA,F-150 Crew Cab Pickup,07/20,>,3.5 EcoBoost 4WD,04/21,>,298,405,UPGRADE GT kit,GT | BM8 | D,1Q1.9626A_,412mm,38mm,,,,,,,,,,,,,,,8,2 pieces,BM monoblock
FORD USA,F-150 Crew Cab Pickup,07/20,>,3.5 EcoBoost 4WD,04/21,>,298,405,UPGRADE GT kit,GT | BM8 | TY1,1Q2.9626A_,412mm,38mm,,,,,,,,,,,,,,,8,2 pieces,BM monoblock
FORD USA,F-150 Extended Cab Pickup,09/91,12/96,4.9,09/93,12/96,110,150,Brake pads,Prime Ceramic,P24098N,,15mm,54mm,194mm,,,,,,,,Without,,D632 7503,With anti-squeal shim,
FORD USA,F-150 Standard Cab Pickup,09/91,12/96,4.9,09/93,12/96,110,150,Brake pads,Prime Ceramic,P24098N,,15mm,54mm,194mm,,,,,,,,Without,,D632 7503,With anti-squeal shim,
FORD USA,F-150 Standard Cab Pickup,09/14,>,5.0,11/14,>,287,390,Brake pads,Prime,P 24 258,,19mm,68mm,194mm,,,,,,,,Without,22050,,With anti-squeal shim,,,,
FORD USA,F-150 Standard Cab Pickup,09/14,>,5.0,11/14,>,287,390,Brake pads,Prime Ceramic,P24258N,,19mm,68mm,194mm,,,,,,,,Without,22050,,With anti-squeal shim,,,,
FORD USA,F-150 Standard Cab Pickup,09/14,>,5.0,11/14,>,287,390,Brake pads,Prime Ceramic,P24200N,,18mm,52mm,149mm,,,,,,,,Without,22100,"D1790 9018, D1790 9350",With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,
FORD USA,F-150 Standard Cab Pickup,09/14,>,5.0,11/14,>,287,390,UPGRADE GT kit,GT | A6 | D,1J1.9015A_,380mm,34mm,,,,,,,,,,,,,,,6,2 pieces,2 pieces
FORD USA,F-150 Standard Cab Pickup,09/14,>,5.0,11/14,>,287,390,UPGRADE GT kit,GT | A6 | TY1,1J2.9015A_,380mm,34mm,,,,,,,,,,,,,,,6,2 pieces,2 pieces
FORD USA,F-150 Standard Cab Pickup,09/14,>,5.0,11/14,>,287,390,UPGRADE GT kit,GT | A6 | TY3,1J3.9015A_,380mm,34mm,,,,,,,,,,,,,,,6,2 pieces,2 pieces
FORD USA,F-150 Standard Cab Pickup,09/14,>,5.0,11/14,>,287,390,UPGRADE GT kit,GT | BM8 | D,1Q1.9605A_,412mm,38mm,,,,,,,,,,,,,,,8,2 pieces,BM monoblock
FORD USA,F-150 Standard Cab Pickup,09/14,>,5.0,11/14,>,287,390,UPGRADE GT kit,GT | BM8 | TY1,1Q2.9605A_,412mm,38mm,,,,,,,,,,,,,,,8,2 pieces,BM monoblock
FORD USA,F-250,10/03,09/07,5.4,10/03,09/07,194,264,Brake pads,Prime Ceramic,P24130N,,21mm,63mm,178mm,,,,,,,,Without,,"D1333 7974, D1333 8782, D1631 7974, D1631 8782",With anti-squeal shim,
FORD USA,F-250,10/03,09/07,5.4,10/03,09/07,194,264,Brake pads,Prime Ceramic,P24118N,,19mm,56mm,177mm,,,,,,,,Without,,D1068 7973,With anti-squeal shim,
FORD USA,F-250,10/03,09/07,5.4,10/03,09/07,194,264,Brake pads,Prime Ceramic,P24231N,,15mm,60mm,178mm,,,,,,,,Without,,,With anti-squeal shim,
FORD USA,F-250,10/03,09/07,5.4 4x4,10/03,09/07,194,264,Brake pads,Prime Ceramic,P24130N,,21mm,63mm,178mm,,,,,,,,Without,,"D1333 7974, D1333 8782, D1631 7974, D1631 8782",With anti-squeal shim,
FORD USA,F-250,10/03,09/07,5.4 4x4,10/03,09/07,194,264,Brake pads,Prime Ceramic,P24118N,,19mm,56mm,177mm,,,,,,,,Without,,D1068 7973,With anti-squeal shim,
FORD USA,F-250,10/03,09/07,5.4 4x4,10/03,09/07,194,264,Brake pads,Prime Ceramic,P24231N,,15mm,60mm,178mm,,,,,,,,Without,,,With anti-squeal shim,
FORD USA,F-250,10/91,04/97,7.5,10/91,09/96,177,241,Brake pads,Prime Ceramic,P24099N,,19mm,57mm,220mm,,,,,,,,Without,,D655 7535,With anti-squeal shim,
FORD USA,F-250,10/91,04/97,7.5 4x4,10/91,09/96,177,241,Brake pads,Prime Ceramic,P24099N,,19mm,57mm,220mm,,,,,,,,Without,,D655 7535,With anti-squeal shim,
FORD USA,F-250 SUPER DUTY Crew Cab Pickup,09/98,12/07,5.4 4WD,09/98,12/04,194,264,Brake pads,Prime Ceramic,P24130N,,21mm,63mm,178mm,,,,,,,,Without,,"D1333 7974, D1333 8782, D1631 7974, D1631 8782",With anti-squeal shim,
FORD USA,F-250 SUPER DUTY Crew Cab Pickup,09/98,12/07,5.4 4WD,09/98,12/04,194,264,Brake pads,Prime Ceramic,P24118N,,19mm,56mm,177mm,,,,,,,,Without,,D1068 7973,With anti-squeal shim,
FORD USA,F-250 SUPER DUTY Crew Cab Pickup,09/98,12/07,5.4 4WD,09/98,12/04,194,264,Brake pads,Prime Ceramic,P24231N,,15mm,60mm,178mm,,,,,,,,Without,,,With anti-squeal shim,
FORD USA,F-250 SUPER DUTY Extended Cab Pickup,09/98,12/07,5.4 4WD,09/98,12/04,194,264,Brake pads,Prime Ceramic,P24130N,,21mm,63mm,178mm,,,,,,,,Without,,"D1333 7974, D1333 8782, D1631 7974, D1631 8782",With anti-squeal shim,
FORD USA,F-250 SUPER DUTY Extended Cab Pickup,09/98,12/07,5.4 4WD,09/98,12/04,194,264,Brake pads,Prime Ceramic,P24118N,,19mm,56mm,177mm,,,,,,,,Without,,D1068 7973,With anti-squeal shim,
FORD USA,F-250 SUPER DUTY Extended Cab Pickup,09/98,12/07,5.4 4WD,09/98,12/04,194,264,Brake pads,Prime Ceramic,P24231N,,15mm,60mm,178mm,,,,,,,,Without,,,With anti-squeal shim,
FORD USA,F-250 SUPER DUTY Standard Cab Pickup,09/98,12/07,5.4 4WD,09/98,12/04,194,264,Brake pads,Prime Ceramic,P24130N,,21mm,63mm,178mm,,,,,,,,Without,,"D1333 7974, D1333 8782, D1631 7974, D1631 8782",With anti-squeal shim,
FORD USA,F-250 SUPER DUTY Standard Cab Pickup,09/98,12/07,5.4 4WD,09/98,12/04,194,264,Brake pads,Prime Ceramic,P24118N,,19mm,56mm,177mm,,,,,,,,Without,,D1068 7973,With anti-squeal shim,
FORD USA,F-250 SUPER DUTY Standard Cab Pickup,09/98,12/07,5.4 4WD,09/98,12/04,194,264,Brake pads,Prime Ceramic,P24231N,,15mm,60mm,178mm,,,,,,,,Without,,,With anti-squeal shim,
FORD USA,"F-250 SUPER DUTY Standard Cab Pickup (F2A, F2B)",09/10,>,6.7 D 4WD,09/12,>,298,405,Brake pads,Prime Ceramic,P24215N,,19mm,71mm,213mm,,,,,,,,Without,,,With anti-squeal shim,
FORD USA,F-350,10/96,11/03,5.4 (F30),10/96,11/03,191,260,Brake pads,Prime Ceramic,P24106N,,18mm,64mm,193mm,,,,,,,,Without,,D756 7625,With anti-squeal shim,
FORD USA,F-350,10/96,11/03,5.4 (F30),10/96,11/03,191,260,Brake pads,Prime Ceramic,P24110N,,18mm,64mm,193mm,,,,,,,,Without,,D824 7625,With anti-squeal shim,
FORD USA,F-350,10/96,11/03,5.4 (F30),10/96,11/03,191,260,Brake pads,Prime Ceramic,P24107N,,18mm,52mm,159mm,,,,,,,,Without,,D757 7626,With anti-squeal shim,
FORD USA,F-350,10/96,11/03,6.8 (F30),10/96,11/03,230,313,Brake pads,Prime Ceramic,P24106N,,18mm,64mm,193mm,,,,,,,,Without,,D756 7625,With anti-squeal shim,
FORD USA,F-350,10/96,11/03,6.8 (F30),10/96,11/03,230,313,Brake pads,Prime Ceramic,P24110N,,18mm,64mm,193mm,,,,,,,,Without,,D824 7625,With anti-squeal shim,
FORD USA,F-350,10/96,11/03,6.8 (F30),10/96,11/03,230,313,Brake pads,Prime Ceramic,P24107N,,18mm,52mm,159mm,,,,,,,,Without,,D757 7626,With anti-squeal shim,
FORD USA,F-350,10/96,11/03,7.3 TDi (F30),10/96,11/03,154,209,Brake pads,Prime Ceramic,P24106N,,18mm,64mm,193mm,,,,,,,,Without,,D756 7625,With anti-squeal shim,
FORD USA,F-350,10/88,04/97,4.9 (F35),10/91,09/96,136,185,Brake pads,Prime Ceramic,P24099N,,19mm,57mm,220mm,,,,,,,,Without,,D655 7535,With anti-squeal shim,
FORD USA,F-350,10/88,04/97,7.3 D,10/91,09/96,136,185,Brake pads,Prime Ceramic,P24099N,,19mm,57mm,220mm,,,,,,,,Without,,D655 7535,With anti-squeal shim,
FORD USA,F-350,10/88,04/97,7.3 D 4x4,10/91,09/96,136,185,Brake pads,Prime Ceramic,P24099N,,19mm,57mm,220mm,,,,,,,,Without,,D655 7535,With anti-squeal shim,
FORD USA,F-350,10/88,04/97,7.5,10/91,09/96,177,241,Brake pads,Prime Ceramic,P24099N,,19mm,57mm,220mm,,,,,,,,Without,,D655 7535,With anti-squeal shim,
FORD USA,F-350,10/03,09/07,5.4 4x4 (F31),10/03,09/07,194,264,Brake pads,Prime Ceramic,P24130N,,21mm,63mm,178mm,,,,,,,,Without,,"D1333 7974, D1333 8782, D1631 7974, D1631 8782",With anti-squeal shim,
FORD USA,F-350,10/03,09/07,5.4 4x4 (F31),10/03,09/07,194,264,Brake pads,Prime Ceramic,P24118N,,19mm,56mm,177mm,,,,,,,,Without,,D1068 7973,With anti-squeal shim,
FORD USA,F-350,10/03,09/07,5.4 4x4 (F31),10/03,09/07,194,264,Brake pads,Prime Ceramic,P24231N,,15mm,60mm,178mm,,,,,,,,Without,,,With anti-squeal shim,
FORD USA,F-350,10/03,09/07,6.0 TDi,04/04,09/07,239,325,Brake pads,Prime Ceramic,P24130N,,21mm,63mm,178mm,,,,,,,,Without,,"D1333 7974, D1333 8782, D1631 7974, D1631 8782",With anti-squeal shim,
FORD USA,F-350,10/03,09/07,6.0 TDi,04/04,09/07,239,325,Brake pads,Prime Ceramic,P24118N,,19mm,56mm,177mm,,,,,,,,Without,,D1068 7973,With anti-squeal shim,
FORD USA,F-350,10/03,09/07,6.0 TDi,04/04,09/07,239,325,Brake pads,Prime Ceramic,P24231N,,15mm,60mm,178mm,,,,,,,,Without,,,With anti-squeal shim,
FORD USA,F-350,10/03,09/07,6.0 Tdi 4x4,04/04,09/07,239,325,Brake pads,Prime Ceramic,P24130N,,21mm,63mm,178mm,,,,,,,,Without,,"D1333 7974, D1333 8782, D1631 7974, D1631 8782",With anti-squeal shim,
FORD USA,F-350,10/03,09/07,6.0 Tdi 4x4,04/04,09/07,239,325,Brake pads,Prime Ceramic,P24118N,,19mm,56mm,177mm,,,,,,,,Without,,D1068 7973,With anti-squeal shim,
FORD USA,F-350,10/03,09/07,6.0 Tdi 4x4,04/04,09/07,239,325,Brake pads,Prime Ceramic,P24231N,,15mm,60mm,178mm,,,,,,,,Without,,,With anti-squeal shim,
FORD USA,F-350 SUPER DUTY Crew Cab Pickup,09/07,12/10,6.4 D 4WD,09/07,12/10,261,355,Brake pads,Prime Ceramic,P24130N,,21mm,63mm,178mm,,,,,,,,Without,,"D1333 7974, D1333 8782, D1631 7974, D1631 8782",With anti-squeal shim,
FORD USA,F-350 SUPER DUTY Crew Cab Pickup,09/07,12/10,6.4 D 4WD,09/07,12/10,261,355,Brake pads,Prime Ceramic,P24231N,,15mm,60mm,178mm,,,,,,,,Without,,,With anti-squeal shim,
FORD USA,MUSTANG Convertible,09/05,>,4.6 V8,09/05,>,224,305,Brake discs,Prime,09.A408.11,316mm,30mm,48mm,,5,Ventilated,71mm,"28,4mm",,1,,,,,,
FORD USA,MUSTANG Convertible,09/05,>,4.6 V8,09/05,>,224,305,Brake discs,Prime,09.B585.11,300mm,19mm,35mm,,5,Ventilated,71mm,"17,4mm",,1,,,,,,
FORD USA,MUSTANG Convertible,09/05,>,4.6 V8,09/05,>,224,305,Brake pads,Prime Ceramic,P24181N,,18mm,55mm,163mm,,,,,,,,Acoustic,,D1464 8520,With accessoriesWith anti-squeal shim,
FORD USA,MUSTANG Convertible,09/05,>,4.6 V8,09/05,>,224,305,Brake pads,Prime Ceramic,P24122N,,18mm,48mm,113mm,,,,,,,Lucas,Without,24514,D1082 7987,With anti-squeal shim,
FORD USA,MUSTANG Convertible,09/05,>,5.0,09/10,>,307,418,Brake discs,Prime,09.D276.11,336mm,30mm,48mm,,5,Ventilated,71mm,"28,4mm",,1,,,,,,
FORD USA,MUSTANG Convertible,09/05,>,5.0,09/10,>,307,418,Brake discs,Prime,09.9781.11,355mm,32mm,46mm,,5,Ventilated,71mm,30mm,,1,,,,,,
FORD USA,MUSTANG Convertible,09/05,>,5.0,09/10,>,307,418,Brake discs,Prime,09.B585.11,300mm,19mm,35mm,,5,Ventilated,71mm,"17,4mm",,1,,,,,,
FORD USA,MUSTANG Convertible,09/05,>,5.0,09/10,>,307,418,Brake pads,Prime Ceramic,P24176N,,18mm,55mm,163mm,,,,,,,,Acoustic,"22363, 22364, 24513",D1464 7986,With anti-squeal shim,
FORD USA,MUSTANG Convertible,09/05,>,5.0,09/10,>,307,418,Brake pads,Prime Ceramic,P24181N,,18mm,55mm,163mm,,,,,,,,Acoustic,,D1464 8520,With accessoriesWith anti-squeal shim,
FORD USA,MUSTANG Convertible,09/05,>,5.0,09/10,>,307,418,Brake pads,Prime,P 09 004,,15mm,78mm,132mm,,,,,,,Brembo,Acoustic,23325,"D1001 7919, D1050 7953",With anti-squeal shim,
FORD USA,MUSTANG Convertible,09/05,>,5.0,09/10,>,307,418,Brake pads,Prime Ceramic,P09004N,,15mm,78mm,132mm,,,,,,,Brembo,Acoustic,23325,"D1001 7919, D1050 7953",With anti-squeal shim,
FORD USA,MUSTANG Convertible,09/05,>,5.0,09/10,>,307,418,Brake pads,Prime Ceramic,P24122N,,18mm,48mm,113mm,,,,,,,Lucas,Without,24514,D1082 7987,With anti-squeal shim,
FORD USA,MUSTANG Convertible,09/05,>,5.0,09/10,>,307,418,Brake pads,Prime Ceramic,P24170N,,17mm,49mm,113mm,,,,,,,,Acoustic,"22360, 22361, 22362",D1465 8664,With accessoriesWith anti-squeal shim,
FORD USA,MUSTANG Convertible (C),09/93,12/04,4.6,06/99,09/03,236,321,Brake pads,Prime Ceramic,P24133N,,17mm,49mm,90mm,,,,,,,Lucas,Without,24100,"D627 7504, D627 7524",With anti-squeal shim,,,,
FORD USA,MUSTANG Convertible (C),09/93,12/04,4.6,06/99,09/03,236,321,Brake pads,Prime Ceramic,P24155N,,15mm,49mm,90mm,,,,,,,Lucas,Without,24100,D627 7524,With accessoriesWith anti-squeal shim,,,,
FORD USA,MUSTANG Convertible (C),09/93,12/04,4.6,06/99,09/03,236,321,UPGRADE GT kit,GT | A4 | D,1B1.8001A_,355mm,32mm,,,,,,,,,,,,,,,4,2 pieces,2 pieces
FORD USA,MUSTANG Convertible (C),09/93,12/04,4.6,06/99,09/03,236,321,UPGRADE GT kit,GT | A4 | TY1,1B2.8001A_,355mm,32mm,,,,,,,,,,,,,,,4,2 pieces,2 pieces
FORD USA,MUSTANG Convertible (C),09/93,12/04,4.6,06/99,09/03,236,321,UPGRADE GT kit,GT | A4 | TY3,1B3.8001A_,355mm,32mm,,,,,,,,,,,,,,,4,2 pieces,2 pieces
FORD USA,MUSTANG Convertible (C),09/93,12/04,4.6,06/99,09/03,236,321,UPGRADE GT kit,GT | A4 | D,1E4.6001A_,330mm,28mm,,,,,,,,,,,,,,,4,1 piece,2 pieces
FORD USA,MUSTANG Convertible (C),09/93,12/04,4.6,06/99,09/03,236,321,UPGRADE GT kit,GT | A4 | TY1,1E5.6001A_,330mm,28mm,,,,,,,,,,,,,,,4,1 piece,2 pieces
FORD USA,MUSTANG Convertible (C),09/93,12/04,4.6,06/99,09/03,236,321,UPGRADE GT kit,GT | M6 | D,1M1.8015A_,355mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
FORD USA,MUSTANG Convertible (C),09/93,12/04,4.6,06/99,09/03,236,321,UPGRADE GT kit,GT | M6 | TY1,1M2.8015A_,355mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
FORD USA,MUSTANG Convertible (C),09/93,12/04,4.6,06/99,09/03,236,321,UPGRADE GT kit,GT | M6 | TY3,1M3.8015A_,355mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
FORD USA,MUSTANG Convertible (C),09/93,12/04,4.6,09/97,12/03,168,228,UPGRADE GT kit,GT | A4 | D,1B1.8001A_,355mm,32mm,,,,,,,,,,,,,,,4,2 pieces,2 pieces
FORD USA,MUSTANG Convertible (C),09/93,12/04,4.6,09/97,12/03,168,228,UPGRADE GT kit,GT | A4 | TY1,1B2.8001A_,355mm,32mm,,,,,,,,,,,,,,,4,2 pieces,2 pieces
FORD USA,MUSTANG Convertible (C),09/93,12/04,4.6,09/97,12/03,168,228,UPGRADE GT kit,GT | A4 | TY3,1B3.8001A_,355mm,32mm,,,,,,,,,,,,,,,4,2 pieces,2 pieces
FORD USA,MUSTANG Convertible (C),09/93,12/04,4.6,09/97,12/03,168,228,UPGRADE GT kit,GT | A4 | D,1E4.6001A_,330mm,28mm,,,,,,,,,,,,,,,4,1 piece,2 pieces
FORD USA,MUSTANG Convertible (C),09/93,12/04,4.6,09/97,12/03,168,228,UPGRADE GT kit,GT | A4 | TY1,1E5.6001A_,330mm,28mm,,,,,,,,,,,,,,,4,1 piece,2 pieces
FORD USA,MUSTANG Convertible (C),09/93,12/04,4.6,09/97,12/03,168,228,UPGRADE GT kit,GT | M6 | D,1M1.8015A_,355mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
FORD USA,MUSTANG Convertible (C),09/93,12/04,4.6,09/97,12/03,168,228,UPGRADE GT kit,GT | M6 | TY1,1M2.8015A_,355mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
FORD USA,MUSTANG Convertible (C),09/93,12/04,4.6,09/97,12/03,168,228,UPGRADE GT kit,GT | M6 | TY3,1M3.8015A_,355mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
FORD USA,MUSTANG Coupe,12/04,>,5.4 V8,03/10,>,410,558,Brake discs,Prime,09.9781.11,355mm,32mm,46mm,,5,Ventilated,71mm,30mm,,1,,,,,,
FORD USA,MUSTANG Coupe,12/04,>,5.4 V8,03/10,>,410,558,Brake discs,Prime,09.N288.11,380mm,32mm,46mm,,5,Ventilated,71mm,"29,5mm",,1,,,,,,
FORD USA,MUSTANG Coupe,12/04,>,5.4 V8,03/10,>,410,558,Brake discs,Prime,09.N262.11,350mm,19mm,35mm,,5,Ventilated,71mm,"17,5mm",,1,,,,,,
FORD USA,MUSTANG Coupe,12/04,>,5.4 V8,03/10,>,410,558,Brake pads,Prime Ceramic,P24176N,,18mm,55mm,163mm,,,,,,,,Acoustic,"22363, 22364, 24513",D1464 7986,With anti-squeal shim,
FORD USA,MUSTANG Coupe,12/04,>,5.4 V8,03/10,>,410,558,Brake pads,Prime Ceramic,P24181N,,18mm,55mm,163mm,,,,,,,,Acoustic,,D1464 8520,With accessoriesWith anti-squeal shim,
FORD USA,MUSTANG Coupe,12/04,>,5.4 V8,03/10,>,410,558,Brake pads,Prime,P 09 004,,15mm,78mm,132mm,,,,,,,Brembo,Acoustic,23325,"D1001 7919, D1050 7953",With anti-squeal shim,
FORD USA,MUSTANG Coupe,12/04,>,5.4 V8,03/10,>,410,558,Brake pads,Prime Ceramic,P09004N,,15mm,78mm,132mm,,,,,,,Brembo,Acoustic,23325,"D1001 7919, D1050 7953",With anti-squeal shim,
FORD USA,MUSTANG Coupe,12/04,>,5.4 V8,03/10,>,410,558,Brake pads,Prime Ceramic,P24122N,,18mm,48mm,113mm,,,,,,,Lucas,Without,24514,D1082 7987,With anti-squeal shim,
FORD USA,MUSTANG Coupe,12/04,>,5.4 V8,03/10,>,410,558,Brake pads,Prime Ceramic,P24170N,,17mm,49mm,113mm,,,,,,,,Acoustic,"22360, 22361, 22362",D1465 8664,With accessoriesWith anti-squeal shim,
FORD USA,MUSTANG Coupe,02/14,04/23,5.2 Shelby GT350,11/15,>,392,533,Brake pads,Prime,P 24 227,,17mm,91 - 81mm,163mm,,,,,,,Advics,Acoustic,"22353, 22354, 22355",D1784 9011,With anti-squeal shim,
FORD USA,MUSTANG Coupe,02/14,04/23,5.2 Shelby GT350,11/15,>,392,533,Brake pads,Prime Ceramic,P24227N,,17mm,91 - 81mm,163mm,,,,,,,Advics,Acoustic,"22353, 22354, 22355",D1784 9011,With anti-squeal shim,
FORD USA,MUSTANG Coupe (C),09/93,12/04,4.6,09/98,12/04,194,264,UPGRADE GT kit,GT | A4 | D,1B1.8001A_,355mm,32mm,,,,,,,,,,,,,,,4,2 pieces,2 pieces
FORD USA,MUSTANG Coupe (C),09/93,12/04,4.6,09/98,12/04,194,264,UPGRADE GT kit,GT | A4 | TY1,1B2.8001A_,355mm,32mm,,,,,,,,,,,,,,,4,2 pieces,2 pieces
FORD USA,MUSTANG Coupe (C),09/93,12/04,4.6,09/98,12/04,194,264,UPGRADE GT kit,GT | A4 | TY3,1B3.8001A_,355mm,32mm,,,,,,,,,,,,,,,4,2 pieces,2 pieces
FORD USA,MUSTANG Coupe (C),09/93,12/04,4.6,09/98,12/04,194,264,UPGRADE GT kit,GT | A4 | D,1E4.6001A_,330mm,28mm,,,,,,,,,,,,,,,4,1 piece,2 pieces
FORD USA,MUSTANG Coupe (C),09/93,12/04,4.6,09/98,12/04,194,264,UPGRADE GT kit,GT | A4 | TY1,1E5.6001A_,330mm,28mm,,,,,,,,,,,,,,,4,1 piece,2 pieces
FORD USA,MUSTANG Coupe (C),09/93,12/04,4.6,09/98,12/04,194,264,UPGRADE GT kit,GT | M6 | D,1M1.8015A_,355mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
FORD USA,MUSTANG Coupe (C),09/93,12/04,4.6,09/98,12/04,194,264,UPGRADE GT kit,GT | M6 | TY1,1M2.8015A_,355mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
